nk,sk,tcg,name,set,sf,ck,mp
themeathookmassacre,innistradremastered,27.71,The Meathook Massacre,Innistrad Remastered,70d0540f-93c6-4af5-ab2d-65e6c03001c7,32.99,28.0
gamble,urzassaga,27.84,Gamble,Urza's Saga,0ee0f160-7339-4d98-8a8c-f08889ee52f5,29.99,30.17
morphicpool,battlebond,28.0,Morphic Pool,Battlebond,63b9efd6-0709-4d4b-a907-d8a77ec1a327,37.99,29.88
phyrexiantower,ultimatemasters,28.2,Phyrexian Tower,Ultimate Masters,c25dc997-219f-44e9-9003-384f75a606a3,42.99,33.68
seaofclouds,zendikarrisingexpeditions,28.23,Sea of Clouds,Zendikar Rising Expeditions,b2471873-45e1-4a54-805c-84e65a00e29a,32.99,29.55
wasteland,eternalmasters,28.24,Wasteland,Eternal Masters,aaafb9bc-7cea-4624-a227-595544fa42b0,34.99,29.15
naturalorder,strixhavenmysticalarchive,28.57,Natural Order,Strixhaven: Mystical Archive,4bb72f05-5173-4e70-9e71-278249b378e7,27.99,25.31
agadeemsawakening,zendikarrising,28.62,Agadeem's Awakening,Zendikar Rising,67f4c93b-080c-4196-b095-6a120a221988,29.99,27.61
greensunszenith,doublemasters2022,28.69,Green Sun's Zenith,Double Masters 2022,70291c7b-a86f-4466-8502-c28765a89b2a,32.99,27.61
aridmesa,modernhorizons2,28.7,Arid Mesa,Modern Horizons 2,25ac5405-df7b-4097-914a-022cb18e20d4,42.99,30.72
sylvanlibrary,collectiongreen,28.82,Sylvan Library,Commander Collection: Green,7a483778-b88b-473f-9217-7583e69b3e70,29.99,27.11
windsweptheath,zendikarrisingexpeditions,28.94,Windswept Heath,Zendikar Rising Expeditions,63c59228-c742-4abd-b4d7-9f7880190e95,32.99,30.39
morphicpool,legendsbattleforbaldursgate,28.96,Morphic Pool,Commander Legends: Battle for Baldur's Gate,48e40927-dd87-42ed-b805-0ae8ba81f5fb,39.99,28.13
sylvanlibrary,dominariaremastered,29.29,Sylvan Library,Dominaria Remastered,6ada256f-2e55-4c1f-b4d3-d7b10b498956,27.99,28.65
cyclonicrift,returntoravnica,29.53,Cyclonic Rift,Return to Ravnica,205c4689-8b02-4d40-9274-3c1fcafa8b82,39.99,30.77
trinisphere,darksteel,29.56,Trinisphere,Darksteel,d465597a-362e-4bd0-b547-f11d8807e597,54.99,30.95
luxurysuite,battlebond,29.59,Luxury Suite,Battlebond,81298b0b-9d47-4777-998e-0c17821ef536,23.99,26.63
mikaeustheunhallowed,ultimatemasters,29.63,"Mikaeus, the Unhallowed",Ultimate Masters,8879190f-d8ff-47ce-a5d8-6a481a67236a,32.99,26.05
delightedhalfling,lordofringstalesofmiddleearth,29.68,Delighted Halfling,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,71384418-173a-4f77-adab-56e52fa23692,37.99,28.64
fieldofthedead,coreset2020,29.88,Field of the Dead,Core Set 2020,470ca3f4-29aa-4c4c-8ff2-8cdd70c69943,32.99,28.85
greensunszenith,eternalmasters,30.25,Green Sun's Zenith,Eternal Masters,01794178-cf41-454c-ac37-1d8b18e42db2,37.99,39.58
marshflats,modernhorizons2,30.51,Marsh Flats,Modern Horizons 2,9db3ba6d-eb7f-4f5b-9a3b-c6239c3baa42,42.99,29.69
sphereofresistance,exodus,30.84,Sphere of Resistance,Exodus,17f4d2a5-bb85-4662-b2dd-a363ec7eab9b,39.99,36.1
displacerkitten,legendsbattleforbaldursgate,30.87,Displacer Kitten,Commander Legends: Battle for Baldur's Gate,c7a401b8-29fb-46ef-a663-427f66724d5c,34.99,29.14
yawgmoththranphysician,dominariaremastered,31.09,"Yawgmoth, Thran Physician",Dominaria Remastered,b5a79f5d-d0df-4799-ac3a-84305e3af0c9,34.99,31.45
serraascendant,iconicmasters,31.16,Serra Ascendant,Iconic Masters,0a22ee47-fc56-436d-8570-88fbff421027,32.99,33.08
consecratedsphinx,mirrodinbesieged,31.26,Consecrated Sphinx,Mirrodin Besieged,b7f6b20c-9871-433c-8557-44493447e914,29.99,32.24
wasteland,zendikarrisingexpeditions,31.34,Wasteland,Zendikar Rising Expeditions,a81a49a0-995a-4311-894d-5cbfba59db14,42.99,30.68
morphicpool,zendikarrisingexpeditions,31.59,Morphic Pool,Zendikar Rising Expeditions,be6604df-0888-420d-957e-93cf3d770a9e,49.99,35.58
cyclonicrift,doublemasters,31.63,Cyclonic Rift,Double Masters,ff08e5ed-f47b-4d8e-8b8b-41675dccef8b,34.99,29.43
yawgmoththranphysician,modernhorizons,31.72,"Yawgmoth, Thran Physician",Modern Horizons,8690cbcc-f8fd-41f7-9e28-e61c12b04014,34.99,30.99
exploration,dominariaremastered,32.2,Exploration,Dominaria Remastered,5b372045-a4a0-44c8-96ec-1e201d61ed26,42.99,32.02
verdantcatacombs,zendikar,32.23,Verdant Catacombs,Zendikar,7abd2723-2851-4f1a-b2d0-dfcb526472c3,42.99,33.6
cyclonicrift,masters,32.31,Cyclonic Rift,Commander Masters,c77ebe57-ea56-4300-b293-6260c4c01a43,34.99,30.43
cityofbrass,7thedition,32.31,City of Brass,7th Edition,2ac29c5c-3c55-4778-9bcd-642d38a0d3f9,37.99,29.66
shivanreef,apocalypse,32.45,Shivan Reef,Apocalypse,c3403143-2b4e-4408-b138-c856bbc1e9a5,23.99,33.81
taintedpact,strixhavenmysticalarchive,32.54,Tainted Pact,Strixhaven: Mystical Archive,4c92756f-1dc2-49be-bb38-0f8cf10079fa,37.99,31.26
birgigodofstorytelling,kaldheim,32.57,"Birgi, God of Storytelling",Kaldheim,44657ab1-0a6a-4a5f-9688-86f239083821,42.99,33.6
marshflats,zendikar,32.59,Marsh Flats,Zendikar,45026d57-0324-4312-8b86-2e7d4f581ee9,42.99,35.98
manaconfluence,journeyintonyx,32.7,Mana Confluence,Journey Into Nyx,504a69eb-3c2d-4bb1-b117-252b15acf0c2,47.99,35.06
cyclonicrift,2014,32.79,Cyclonic Rift,Commander 2014,1fadf1e3-4f4f-4f58-b8a9-11e14bb550f8,39.99,31.41
scrollrack,legends,32.85,Scroll Rack,Commander Legends,dfaaa58d-89bb-4cb3-96a6-b480e6f6954e,42.99,34.37
consecratedsphinx,doublemasters2022,32.88,Consecrated Sphinx,Double Masters 2022,c9bd60fc-2777-44bc-b314-a792e8e48360,29.99,32.19
llanowarwastes,apocalypse,32.91,Llanowar Wastes,Apocalypse,610b7cd5-5532-45a9-acfe-24a818034d1c,29.99,46.85
yavimayacoast,apocalypse,32.98,Yavimaya Coast,Apocalypse,177ee102-d981-4fc3-9f09-9dd07755f22c,34.99,39.29
consecratedsphinx,iconicmasters,33.09,Consecrated Sphinx,Iconic Masters,030e46a1-64a7-47e3-9b9f-82a22fe3734b,27.99,32.47
cyclonicrift,secretsofstrixhavenmysticalarchive,33.32,Cyclonic Rift,Secrets of Strixhaven: Mystical Archive,7037f57a-ca89-41bd-bf7f-2f54593c0f48,37.99,32.19
woodedfoothills,zendikarrisingexpeditions,33.45,Wooded Foothills,Zendikar Rising Expeditions,1066a94a-8e4f-4d77-820b-7a77a18116f0,39.99,34.35
solitude,modernhorizons2,33.5,Solitude,Modern Horizons 2,47a6234f-309f-4e03-9263-66da48b57153,44.99,36.75
trinisphere,doublemasters,33.57,Trinisphere,Double Masters,316caa4e-a53a-460b-978c-5f0fba7bc549,42.99,35.5
cyclonicrift,modernmasters2017,33.66,Cyclonic Rift,Modern Masters 2017,268f6afc-bf16-4ca7-a986-945a95d3bffc,39.99,30.21
exploration,conspiracy,33.71,Exploration,Conspiracy,2b20d3e1-62ef-44db-8109-a33d4fa3e7f1,54.99,34.32
delneystreetwiselookout,murdersatkarlovmanor,33.77,"Delney, Streetwise Lookout",Murders at Karlov Manor,be219928-3d0e-4d00-b124-152ce8a8c13b,44.99,31.24
undergroundriver,iceage,33.78,Underground River,Ice Age,92369d7e-5e5a-46f9-bb31-c57d62410283,24.99,38.81
maralenofthemornsong,morningtide,33.8,Maralen of the Mornsong,Morningtide,ba98d363-194b-4bc0-b9fe-987c498ab6fa,29.99,36.69
themeathookmassacre,innistraddoublefeature,33.96,The Meathook Massacre,Innistrad: Double Feature,dce4819c-7f2f-4bed-b02d-d2b7a6c2ad9a,42.99,41.57
lotuspetal,tempest,33.98,Lotus Petal,Tempest,6c877da3-68fa-41d0-8a24-8c79fcd8ecc1,44.99,35.18
exploration,doublemasters,34.14,Exploration,Double Masters,ce4c6535-afea-4704-b35c-badeb04c4f4c,39.99,34.75
prismaticvista,modernhorizons,34.25,Prismatic Vista,Modern Horizons,e37da81e-be12-45a2-9128-376f1ad7b3e8,47.99,34.74
sakashimaofathousandfaces,legends,34.39,Sakashima of a Thousand Faces,Commander Legends,714c3a1f-7b30-4ed8-8f38-6176758741fb,42.99,31.1
yawgmoththranphysician,timespiralremastered,34.48,"Yawgmoth, Thran Physician",Time Spiral: Remastered,81564970-23ad-41a3-b5e0-21bdf13f6248,34.99,33.34
cityofbrass,chronicles,34.79,City of Brass,Chronicles,61e9c770-f05b-40df-a01f-82b734db1733,37.99,34.38
floodedstrand,zendikarrisingexpeditions,34.87,Flooded Strand,Zendikar Rising Expeditions,acc4115b-4bbb-4bb7-81c6-466130982a9c,44.99,39.9
scrollrack,tempest,35.25,Scroll Rack,Tempest,5f7346d8-1aef-4618-88e6-74bd8865e0f3,54.99,40.36
tanglewire,nemesis,35.26,Tangle Wire,Nemesis,ad62f313-8a8a-4ffa-ada2-b12b76288729,32.99,38.54
mistyrainforest,modernhorizons2,35.53,Misty Rainforest,Modern Horizons 2,88231c0d-0cc8-44ec-bf95-81d1710ac141,39.99,36.45
worldlytutor,mirage,35.65,Worldly Tutor,Mirage,f00115bc-b551-4bf5-a121-bebb37201575,42.99,28.06
wanshitonglibrarian,avatarlastairbender,35.87,"Wan Shi Tong, Librarian",Avatar: The Last Airbender,e20da6b5-1057-4a28-9e85-07de714e262f,54.99,34.9
luxurysuite,zendikarrisingexpeditions,36.18,Luxury Suite,Zendikar Rising Expeditions,00e40c64-58fa-421e-9d01-93b0642f7d8b,37.99,32.39
naturalorder,eternalmasters,36.66,Natural Order,Eternal Masters,bfe3329c-7faa-4925-b9d2-075a1ab27e80,37.99,28.35
aridmesa,modernmasters2017,36.75,Arid Mesa,Modern Masters 2017,c9a8cc61-7e36-4df7-9c89-c32fce129c5a,39.99,37.76
enlightenedtutor,mirage,36.89,Enlightened Tutor,Mirage,cbac1d27-15e2-4e2f-82ab-625a16e096cb,47.99,37.5
bloodstainedmire,zendikarrisingexpeditions,36.97,Bloodstained Mire,Zendikar Rising Expeditions,ed7bcbf1-9045-4810-93fa-9918c45856ca,49.99,39.07
enlightenedtutor,eternalmasters,36.98,Enlightened Tutor,Eternal Masters,0c9ebec9-3474-4062-9607-2e2a72f78299,42.99,36.4
goblinwelder,urzaslegacy,37.58,Goblin Welder,Urza's Legacy,6171e136-1167-4329-acb2-6853d3a814e5,44.99,42.6
necropotence,iconicmasters,37.65,Necropotence,Iconic Masters,c89c6895-b0f8-444a-9c89-c6b4fd027b3e,42.99,36.41
necropotence,eternalmasters,37.65,Necropotence,Eternal Masters,57ffb8ad-d8b4-4764-bbb0-ca4106080a90,42.99,39.26
agathassoulcauldron,wildsofeldraine,37.71,Agatha's Soul Cauldron,Wilds of Eldraine,019b51b0-e5c6-4208-922b-7736686dddcd,42.99,37.5
viviornitier,finalfantasy,37.78,Vivi Ornitier,FINAL FANTASY,ecc1027a-8c07-44a0-bdde-fa2844cff694,42.99,37.87
rangercaptainofeos,modernhorizons,37.83,Ranger-Captain of Eos,Modern Horizons,af3928b4-813a-4120-8799-de34235d60ac,54.99,43.81
enlightenedtutor,dominariaremastered,37.88,Enlightened Tutor,Dominaria Remastered,1c9675fb-1a89-420f-aea8-50e0642f549c,37.99,33.34
aridmesa,zendikar,38.03,Arid Mesa,Zendikar,16c8d2fa-54a7-46e8-980c-905258497c90,47.99,37.51
mistyrainforest,zendikar,38.12,Misty Rainforest,Zendikar,24a5cc2c-0fbf-4a5f-b175-6e0ffd0d0787,47.99,37.16
mistyrainforest,modernmasters2017,38.26,Misty Rainforest,Modern Masters 2017,c5cd0d88-53b5-4560-bce0-910b3b7be946,42.99,40.0
scaldingtarn,modernhorizons2,38.31,Scalding Tarn,Modern Horizons 2,71e491c5-8c07-449b-b2f1-ffa052e6d311,44.99,39.58
verdantcatacombs,modernmasters2017,38.43,Verdant Catacombs,Modern Masters 2017,15faa763-b897-4e86-b094-73f3236291a9,39.99,33.33
portaltophyrexia,brotherswar,38.56,Portal to Phyrexia,The Brothers' War,5f608efc-0dbc-4cc3-aadd-ed473bfc29ab,54.99,52.06
chromaticorrery,coreset2021,38.69,Chromatic Orrery,Core Set 2021,3af78d76-ad5c-44ba-880d-b834bcde5398,44.99,30.94
necropotence,wildsofeldraineenchantingtales,38.92,Necropotence,Wilds of Eldraine: Enchanting Tales,ff727bfb-8cd8-43dd-afdf-eb74a4631eac,42.99,38.88
ashnodsaltar,antiquities,39.35,Ashnod's Altar,Antiquities,cdcccb0f-ce96-453b-9e82-41d87f52e58b,39.99,18.05
taintedpact,odyssey,39.7,Tainted Pact,Odyssey,c513f51b-a0db-4c08-8acc-1e91060b93b7,47.99,41.35
seagaterestoration,zendikarrising,40.05,Sea Gate Restoration,Zendikar Rising,193071fe-180b-4d35-ba78-9c16675c29fc,54.99,42.7
jeskaswill,legendsbattleforbaldursgate,40.53,Jeska's Will,Commander Legends: Battle for Baldur's Gate,3308993d-8bfb-477a-887a-89ed35577f57,47.99,42.38
ocelotpride,modernhorizons3,40.69,Ocelot Pride,Modern Horizons 3,89cf6f57-230f-497e-a14e-ad1e8737fd42,57.99,40.79
cyclonicrift,ravnicaremastered,40.76,Cyclonic Rift,Ravnica Remastered,dfb7c4b9-f2f4-4d4e-baf2-86551c8150fe,44.99,41.12
jeskaswill,legends,40.79,Jeska's Will,Commander Legends,4e91d96d-cc69-439b-b876-a7d57039022c,49.99,40.62
naturalorder,visions,41.08,Natural Order,Visions,0845f0b0-9413-4ddd-861d-9607636bebc6,47.99,46.89
scaldingtarn,zendikar,41.47,Scalding Tarn,Zendikar,327cf118-cc92-4073-85d0-94d2a0a6989a,54.99,41.68
scaldingtarn,modernmasters2017,41.55,Scalding Tarn,Modern Masters 2017,f2661d4a-450a-433a-b893-b1ee15982494,44.99,40.08
urzassaga,modernhorizons2,41.59,Urza's Saga,Modern Horizons 2,c1e0f201-42cb-46a1-901a-65bb4fc18f6c,49.99,41.13
foodchain,doublemasters2022,42.64,Food Chain,Double Masters 2022,eb912458-e016-4ea2-a2ea-40ac1a57f8fb,29.99,40.57
polluteddelta,zendikarrisingexpeditions,42.7,Polluted Delta,Zendikar Rising Expeditions,d052d99b-b1ca-44da-8460-c022d041d665,57.99,49.07
ragavannimblepilferer,modernhorizons2,43.41,"Ragavan, Nimble Pilferer",Modern Horizons 2,a9738cda-adb1-47fb-9f4c-ecd930228c4d,54.99,46.33
senseisdiviningtop,doublemasters2022,43.41,Sensei's Divining Top,Double Masters 2022,e5142b7a-e580-4737-a4aa-2590f6610ceb,54.99,40.1
senseisdiviningtop,eternalmasters,44.3,Sensei's Divining Top,Eternal Masters,83c01c91-ea01-46c7-b94c-97777b968459,54.99,202.85
jeskaswill,secretsofstrixhavenmysticalarchive,45.68,Jeska's Will,Secrets of Strixhaven: Mystical Archive,aa1e5db0-4cd8-4d42-bde1-3e3d0041339f,54.99,45.83
marshflats,zendikarrisingexpeditions,45.68,Marsh Flats,Zendikar Rising Expeditions,9e1e76a2-ec37-4fd8-8185-f98f675ff0cb,54.99,45.82
prismaticvista,zendikarrisingexpeditions,45.72,Prismatic Vista,Zendikar Rising Expeditions,1ac01fff-4de6-4783-9489-4127e25bc641,57.99,43.74
senseisdiviningtop,championsofkamigawa,46.89,Sensei's Divining Top,Champions of Kamigawa,4a08ca06-58db-4ce6-b490-be4bea8956a1,59.99,45.95
scapeshift,coreset2019,47.06,Scapeshift,Core Set 2019,175e21a3-00f7-4c51-8a8e-fbfd7089efda,54.99,49.15
aridmesa,zendikarrisingexpeditions,47.88,Arid Mesa,Zendikar Rising Expeditions,245e16ae-4514-42fa-b409-2c3ae084436c,44.99,51.89
finaleofdevastation,warofspark,48.11,Finale of Devastation,War of the Spark,985453e7-997e-4d77-a338-cc0290791ebe,74.99,54.45
phyrexiantower,urzassaga,49.29,Phyrexian Tower,Urza's Saga,4f915cf0-6273-4896-bf24-fb0ec17b6096,74.99,58.76
badgermolecub,avatarlastairbender,49.35,Badgermole Cub,Avatar: The Last Airbender,340c5799-4964-44dd-8c48-8f3f3aba5211,79.99,48.97
orcishbowmasters,lordofringstalesofmiddleearth,49.47,Orcish Bowmasters,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,7c024bae-5631-4e20-ac69-df392ac9e109,54.99,50.54
misdirection,mercadianmasques,49.72,Misdirection,Mercadian Masques,581ad59c-29e9-4498-a6fd-33bf21e8e7c4,44.99,50.08
smotheringtithe,ravnicaallegiance,50.01,Smothering Tithe,Ravnica Allegiance,7af082fa-86a3-4f7b-966d-2be1f1d0c0bc,69.99,53.14
boseijuwhoendures,kamigawaneondynasty,50.05,"Boseiju, Who Endures",Kamigawa: Neon Dynasty,2135ac5a-187b-4dc9-8f82-34e8d1603416,69.99,42.71
necropotence,iceage,50.54,Necropotence,Ice Age,54d7a0c1-efb4-4a8d-ad92-a96d43835052,49.99,50.76
allosaurusshepherd,doublemasters2022,50.6,Allosaurus Shepherd,Double Masters 2022,7afa0ee5-a0b8-472e-9991-09402ddb5de3,54.99,52.05
roamingthrone,lostcavernsofixalan,50.92,Roaming Throne,The Lost Caverns of Ixalan,32fd8b7c-baf3-4d3d-be6f-044a917b11a0,54.99,49.96
allosaurusshepherd,jumpstart,51.17,Allosaurus Shepherd,Jumpstart,0ee4a931-5d61-49ba-affc-f022263938ca,54.99,50.38
forceofnegation,modernhorizons,52.12,Force of Negation,Modern Horizons,e9be371c-c688-44ad-ab71-bd4c9f242d58,69.99,53.76
nykthosshrinetonyx,theros,52.15,"Nykthos, Shrine to Nyx",Theros,834b27a0-dfd7-4f96-8cde-cacac4b24acc,69.99,51.99
cavernofsouls,avacynrestored,52.19,Cavern of Souls,Avacyn Restored,1381c8f1-a292-4bdf-b20c-a5c2a169ee84,64.99,49.69
finaleofdevastation,masters,52.51,Finale of Devastation,Commander Masters,b10d99bf-b2ce-4443-b924-ff0eb8be1033,69.99,50.5
scaldingtarn,zendikarrisingexpeditions,52.52,Scalding Tarn,Zendikar Rising Expeditions,48f0a970-452a-405f-bd4d-ac4d2e89ab40,54.99,54.93
manadrain,outlawsofthunderjunctionbreakingnews,52.66,Mana Drain,Outlaws of Thunder Junction: Breaking News,4c7f0ea5-a142-4157-b85d-ec49dd79adf6,74.99,55.22
cavernofsouls,doublemasters2022,52.71,Cavern of Souls,Double Masters 2022,e697ea72-e10e-4fed-be8f-8c6455cc3fc8,54.99,51.53
gemstonecaverns,timespiralremastered,52.87,Gemstone Caverns,Time Spiral: Remastered,7f273641-c5f3-48bc-b89e-3cff52d26a0b,69.99,58.43
cavernofsouls,ultimatemasters,52.91,Cavern of Souls,Ultimate Masters,25976cb2-3123-4935-adcc-70e3db51d381,57.99,49.0
foodchain,mercadianmasques,53.01,Food Chain,Mercadian Masques,18a1bb9e-006c-495e-8f99-d451183d2669,39.99,54.18
manadrain,legends,53.05,Mana Drain,Commander Legends,ba874c0c-f66f-4edc-9859-40273487aef0,74.99,54.26
cavernofsouls,modernmasters2017,53.3,Cavern of Souls,Modern Masters 2017,1045bdc7-6fbb-4b63-9798-a2a993f95bc2,59.99,54.29
vampirictutor,legends,53.35,Vampiric Tutor,Commander Legends,18bd50f2-c3ba-4217-a2d5-bb771e199706,57.99,55.75
amuletofvigor,worldwake,53.47,Amulet of Vigor,Worldwake,997bc933-ac30-477b-a4e1-5333b796a99d,57.99,50.45
firestorm,weatherlight,53.58,Firestorm,Weatherlight,e674aa8a-668a-4345-95ee-73a0b87bbcb1,57.99,55.48
verdantcatacombs,zendikarrisingexpeditions,53.62,Verdant Catacombs,Zendikar Rising Expeditions,efd97080-c5c7-47db-b605-8bdd06c2dd5a,59.99,44.04
mistyrainforest,zendikarrisingexpeditions,53.78,Misty Rainforest,Zendikar Rising Expeditions,6d14bd1a-068e-4338-8014-d5271cb2fe4d,69.99,59.39
fierceguardianship,2020,53.89,Fierce Guardianship,Commander 2020,4c5ffa83-c88d-4f5d-851e-a642b229d596,84.99,56.83
forceofnegation,doublemasters2022,54.4,Force of Negation,Double Masters 2022,1825a719-1b2a-4af9-9cd2-7cb497cd0317,69.99,55.22
scapeshift,morningtide,54.72,Scapeshift,Morningtide,84829605-50eb-455d-a236-ebfa11e883c5,69.99,56.73
wasteland,tempest,55.01,Wasteland,Tempest,99ff731b-8399-40c8-b539-ba6ba5783771,64.99,57.25
manadrain,iconicmasters,55.01,Mana Drain,Iconic Masters,416d2d51-8f29-4e95-b037-e8c32b081e6c,64.99,55.98
fierceguardianship,masters,55.26,Fierce Guardianship,Commander Masters,f7f3dd95-bd14-4e0f-a388-444f9cf1b0dc,79.99,58.33
smotheringtithe,doublemasters2022,56.59,Smothering Tithe,Double Masters 2022,f25a4bbe-2af0-4d4a-95d4-d52c5937c747,59.99,59.38
manadrain,doublemasters2022,57.16,Mana Drain,Double Masters 2022,3c429c40-2389-41e5-8681-4bb274e25eba,69.99,55.26
vampirictutor,secretsofstrixhavenmysticalarchive,57.62,Vampiric Tutor,Secrets of Strixhaven: Mystical Archive,db68c546-aca8-45d0-bf45-15b951ce66e5,59.99,55.7
espersentinel,modernhorizons2,57.79,Esper Sentinel,Modern Horizons 2,f3537373-ef54-4578-9d05-6216420ee349,74.99,62.77
cavernofsouls,zendikarrisingexpeditions,58.96,Cavern of Souls,Zendikar Rising Expeditions,5261e0f6-55bf-4d45-92ea-7acbab41162c,64.99,58.69
urborgtombofyawgmoth,planarchaos,59.55,"Urborg, Tomb of Yawgmoth",Planar Chaos,19e1224f-82cb-4f41-8739-f880cba61bbb,84.99,62.23
vampirictutor,dominariaremastered,60.08,Vampiric Tutor,Dominaria Remastered,34a0203f-9cce-43a4-9cb7-8ce6647895cd,54.99,58.01
minamoschoolatwatersedge,championsofkamigawa,61.51,"Minamo, School at Water's Edge",Champions of Kamigawa,7536292c-da25-41c8-ba28-1e35758a7f3d,74.99,56.29
rhysticstudy,prophecy,61.53,Rhystic Study,Prophecy,3394cefd-a3c6-4917-8f46-234e441ecfb6,74.99,58.31
smotheringtithe,wildsofeldraineenchantingtales,62.08,Smothering Tithe,Wilds of Eldraine: Enchanting Tales,f6c69c2f-729b-49ed-909d-57190a728e11,69.99,64.59
urborgtombofyawgmoth,timespiralremastered,62.3,"Urborg, Tomb of Yawgmoth",Time Spiral: Remastered,9e1a9e38-6ffc-490f-b0be-23ba4e8204c6,69.99,61.42
forceofwill,dominariaremastered,62.64,Force of Will,Dominaria Remastered,89f612d6-7c59-4a7b-a87d-45f789e88ba5,74.99,62.17
smotheringtithe,masters,63.0,Smothering Tithe,Commander Masters,861b5889-0183-4bee-afeb-a4b2aa700a8e,69.99,57.57
forceofwill,secretsofstrixhavenmysticalarchive,64.37,Force of Will,Secrets of Strixhaven: Mystical Archive,7a87f8bc-1b3e-4cb2-9343-5f008e942411,69.99,66.05
deflectingswat,2020,65.34,Deflecting Swat,Commander 2020,84f035e1-6c89-457b-b05f-85680a50ed91,99.99,68.48
vampirictutor,eternalmasters,66.19,Vampiric Tutor,Eternal Masters,e7e778ce-3f1e-4626-8f55-bba03970d91a,59.99,78.99
urborgtombofyawgmoth,ultimatemasters,66.5,"Urborg, Tomb of Yawgmoth",Ultimate Masters,02e17705-739e-409f-a6fd-7bab22120b22,79.99,60.94
deflectingswat,masters,66.68,Deflecting Swat,Commander Masters,b4b36435-55b3-4615-8812-af41d4fc64d9,94.99,68.77
bloodmoon,dark,68.44,Blood Moon,The Dark,78373616-e2d6-4ccf-998f-09f02bea45b4,89.99,83.34
demonictutor,dueldecksdivinevsdemonic,69.02,Demonic Tutor,Duel Decks: Divine vs. Demonic,c1e5fbc6-d129-4843-96a5-ee4406b2700f,89.99,105.7
demonictutor,ultimatemasters,69.6,Demonic Tutor,Ultimate Masters,3bdbc231-5316-4abd-9d8d-d87cff2c9847,69.99,69.45
rhysticstudy,jumpstart2022,69.89,Rhystic Study,Jumpstart 2022,9f37c5b6-a59c-45cd-9a99-e9357fe9ea1b,79.99,67.37
forceofwill,doublemasters,70.17,Force of Will,Double Masters,dd60b291-0a88-4e8e-bef8-76cdfd6c8183,84.99,73.11
forceofwill,eternalmasters,70.79,Force of Will,Eternal Masters,ebc01ab4-d89a-4d25-bf54-6aed33772f4b,79.99,79.01
exploration,urzassaga,70.87,Exploration,Urza's Saga,2f09e451-0246-45a2-8bfd-07d3c65ddfe6,94.99,80.23
rhysticstudy,jumpstart,72.48,Rhystic Study,Jumpstart,d6914dba-0d27-4055-ac34-b3ebf5802221,84.99,64.64
demonictutor,dueldecksanthology,74.75,Demonic Tutor,Duel Decks: Anthology,68841ca8-a043-4f30-9a17-e983ed960bc2,79.99,93.74
forceofwill,alliances,75.01,Force of Will,Alliances,9a879b60-4381-447d-8a5a-8e0b6a1d49ca,94.99,75.81
demonictutor,masters,75.5,Demonic Tutor,Commander Masters,a24b4cb6-cebb-428b-8654-74347a6a8d63,84.99,67.96
moxamber,dominaria,75.78,Mox Amber,Dominaria,66024e69-ad60-4c9a-a0ca-da138d33ad80,94.99,81.27
vampirictutor,visions,76.09,Vampiric Tutor,Visions,0a07cba3-2e8d-48ec-a6f8-4d2edfcd833d,69.99,103.15
bloodstainedmire,onslaught,80.99,Bloodstained Mire,Onslaught,68c72226-6f52-4322-8b14-18737293dfa0,119.99,82.28
rhysticstudy,wildsofeldraineenchantingtales,82.99,Rhystic Study,Wilds of Eldraine: Enchanting Tales,043b2d30-a40f-4d47-933b-80544512f9c2,84.99,82.29
demonictutor,strixhavenmysticalarchive,83.81,Demonic Tutor,Strixhaven: Mystical Archive,3009ba46-c9f8-46dc-8ffc-2aa4cef7b17c,94.99,77.91
windsweptheath,onslaught,88.81,Windswept Heath,Onslaught,7a7c5941-9c8a-4a40-9efb-a84f05c58e53,89.99,101.72
sheoldredtheapocalypse,dominariaunited,96.04,"Sheoldred, the Apocalypse",Dominaria United,d67be074-cdd4-41d9-ac89-0a0456c4e4b2,139.99,104.18
shallowgrave,mirage,99.75,Shallow Grave,Mirage,d5c782cc-c951-4c6f-a93f-774ae6c1c214,159.99,106.97
grimtutor,starter1999,104.08,Grim Tutor,Starter 1999,ff00e877-3588-4ba9-a1f2-86f726157017,94.99,109.39
