,tcgplayer,cardkingdom,manapool,name,set,nk
11182,0.34,0.35,0.15,Shock,8th Edition,shock
10746,1.06,0.99,0.43,Blood Celebrant,Legions,bloodcelebrant
10500,80.99,119.99,51.78,Bloodstained Mire,Onslaught,bloodstainedmire
10340,10.36,10.99,6.96,Chain of Smog,Onslaught,chainofsmog
10327,13.35,16.99,9.700000000000001,Chain of Vapor,Onslaught,chainofvapor
10493,117.04,119.99,72.94,Flooded Strand,Onslaught,floodedstrand
10484,125.89,129.99,83.23,Polluted Delta,Onslaught,polluteddelta
10610,0.18,0.35,0.15,Shock,Onslaught,shock
10326,0.28,0.59,0.19,Trickery Charm,Onslaught,trickerycharm
10475,88.81,89.99,66.59,Windswept Heath,Onslaught,windsweptheath
10473,114.83,159.99,89.95,Wooded Foothills,Onslaught,woodedfoothills
10221,12.17,12.99,9.69,Balthor the Defiled,Judgment,balthorthedefiled
10244,6.01,9.99,5.73,Dwarven Bloodboiler,Judgment,dwarvenbloodboiler
10246,0.24,0.39,0.16,Dwarven Scorcher,Judgment,dwarvenscorcher
10255,0.27,0.35,0.19,Liberated Dwarf,Judgment,liberateddwarf
10293,15.45,19.99,11.97,Sylvan Safekeeper,Judgment,sylvansafekeeper
9616,13.16,18.99,11.88,Cabal Ritual,Torment,cabalritual
9626,1.62,1.49,0.4,"Chainer, Dementia Master",Torment,chainerdementiamaster
9694,0.33,0.35,0.18,Enslaved Dwarf,Torment,enslaveddwarf
9748,14.84,13.99,14.99,Insidious Dreams,Torment,insidiousdreams
79617,4.54,4.99,4.39,Dark Ritual,Deckmasters Garfield vs Finkel,darkritual
79639,2.58,4.49,3.43,Fyndhorn Elves,Deckmasters Garfield vs Finkel,fyndhornelves
79620,,,,Necropotence,Deckmasters Garfield vs Finkel,necropotence
79632,0.64,1.79,0.5,Pyroclasm,Deckmasters Garfield vs Finkel,pyroclasm
79654,6.6,11.99,3.5,Underground River,Deckmasters Garfield vs Finkel,undergroundriver
79653,8.29,9.99,7.57,Sulfurous Springs,Deckmasters Garfield vs Finkel,sulfuroussprings
9588,2.75,3.99,2.06,Barbarian Ring,Odyssey,barbarianring
9393,2.68,2.49,1.45,Buried Alive,Odyssey,buriedalive
9591,1.38,1.49,0.89,Centaur Garden,Odyssey,centaurgarden
9595,7.02,8.99,4.2,Deserted Temple,Odyssey,desertedtemple
9460,0.28,0.39,0.25,Dwarven Grunt,Odyssey,dwarvengrunt
9407,26.63,29.99,17.1,Entomb,Odyssey,entomb
9497,2.52,3.49,2.07,Spark Mage,Odyssey,sparkmage
9439,39.7,47.99,30.42,Tainted Pact,Odyssey,taintedpact
9604,18.74,17.99,7.22,Tarnished Citadel,Odyssey,tarnishedcitadel
7912,11.19,9.99,8.01,Battlefield Forge,Apocalypse,battlefieldforge
7914,0.29,0.39,0.22,Bloodfire Dwarf,Apocalypse,bloodfiredwarf
7988,32.91,29.99,17.92,Llanowar Wastes,Apocalypse,llanowarwastes
8025,32.45,23.99,18.21,Shivan Reef,Apocalypse,shivanreef
8052,32.98,34.99,19.79,Yavimaya Coast,Apocalypse,yavimayacoast
2831,18.93,27.99,,Birds of Paradise,7th Edition,birdsofparadise
2835,0.51,1.49,0.37,Blood Pet,7th Edition,bloodpet
2853,32.31,37.99,20.240000000000002,City of Brass,7th Edition,cityofbrass
2878,0.54,0.69,0.19,Duress,7th Edition,duress
2900,17.8,16.99,14.59,Final Fortune,7th Edition,finalfortune
2975,0.37,0.79,0.19,Llanowar Elves,7th Edition,llanowarelves
3036,0.53,1.49,0.48,Pyroclasm,7th Edition,pyroclasm
3078,0.25,0.35,0.15,Shock,7th Edition,shock
3082,0.48,0.79,0.21,Sleight of Hand,7th Edition,sleightofhand
3105,6.68,5.99,2.93,Sulfurous Springs,7th Edition,sulfuroussprings
3130,10.43,9.99,6.61,Underground River,7th Edition,undergroundriver
7783,24.3,32.99,21.14,Diabolic Intent,Planeshift,diabolicintent
7792,12.36,17.99,9.370000000000001,Eladamri's Call,Planeshift,eladamriscall
7842,22.98,29.99,15.42,Orim's Chant,Planeshift,orimschant
7570,4.04,6.49,2.65,Obliterate,Invasion,obliterate
7572,1.22,1.49,0.52,Opt,Invasion,opt
37465,1.84,3.99,2.24,Brainstorm,Beatdown Box Set,brainstorm
37474,8.08,4.99,3.49,Dark Ritual,Beatdown Box Set,darkritual
37494,0.32,0.79,0.37,Havenwood Battleground,Beatdown Box Set,havenwoodbattleground
37503,2.1,3.99,1.8800000000000001,Lightning Bolt,Beatdown Box Set,lightningbolt
37504,1.98,0.79,0.93,Llanowar Elves,Beatdown Box Set,llanowarelves
37520,0.39,0.59,0.23,Shock,Beatdown Box Set,shock
7357,62.91,74.99,46.68,Rhystic Study,Prophecy,rhysticstudy
7142,3.94,2.79,1.74,Daze,Nemesis,daze
7183,0.87,1.99,0.5,Mogg Salvage,Nemesis,moggsalvage
7251,35.26,32.99,22.45,Tangle Wire,Nemesis,tanglewire
7250,7.23,5.99,3.69,Submerge,Nemesis,submerge
37558,4.41,5.99,3.18,Dark Ritual,Battle Royale Box Set,darkritual
37581,1.63,0.99,0.78,Llanowar Elves,Battle Royale Box Set,llanowarelves
37601,13.85,21.99,12.02,Reanimate,Battle Royale Box Set,reanimate
37629,3.87,,2.98,Swords to Plowshares,Battle Royale Box Set,swordstoplowshares
37644,5.85,,5.61,Windfall,Battle Royale Box Set,windfall
6445,3.71,3.99,1.8900000000000001,Brainstorm,Mercadian Masques,brainstorm
6461,14.33,20.99,10.540000000000001,Cave-In,Mercadian Masques,cavein
6495,4.69,4.99,2.0300000000000002,Dark Ritual,Mercadian Masques,darkritual
6529,53.01,42.99,37.22,Food Chain,Mercadian Masques,foodchain
6547,5.1,5.49,2.5100000000000002,Gush,Mercadian Masques,gush
6553,4.16,4.49,3.0100000000000002,Hickory Woodlot,Mercadian Masques,hickorywoodlot
6609,49.72,44.99,31.71,Misdirection,Mercadian Masques,misdirection
6703,7.1,12.99,5.67,Snuff Out,Mercadian Masques,snuffout
6260,5.4,9.49,3.99,Thran Dynamo,Urza's Destiny,thrandynamo
476,130.38,179.99,145.66,Imperial Recruiter,Portal Three Kingdoms,imperialrecruiter
477,857.49,,,Imperial Seal,Portal Three Kingdoms,imperialseal
544,64.14,84.99,68.77,"Sun Quan, Lord of Wu",Portal Three Kingdoms,sunquanlordofwu
558,158.14,399.99,328.11,Warrior's Oath,Portal Three Kingdoms,warriorsoath
2481,15.72,18.99,11.83,Birds of Paradise,Classic Sixth Edition,birdsofparadise
2478,14.69,19.99,11.88,Ashnod's Altar,Classic Sixth Edition,ashnodsaltar
2485,1.84,1.49,0.46,Blood Pet,Classic Sixth Edition,bloodpet
2506,22.68,24.99,19.240000000000002,City of Brass,Classic Sixth Edition,cityofbrass
2514,5.29,8.99,4.04,Crystal Vein,Classic Sixth Edition,crystalvein
2515,3.82,7.49,3.63,Cursed Totem,Classic Sixth Edition,cursedtotem
2528,9.0,6.49,5.19,Doomsday,Classic Sixth Edition,doomsday
2546,37.16,44.99,32.02,Enlightened Tutor,Classic Sixth Edition,enlightenedtutor
2559,15.49,15.99,14.58,Final Fortune,Classic Sixth Edition,finalfortune
2600,0.32,0.99,0.27,Havenwood Battleground,Classic Sixth Edition,havenwoodbattleground
2639,0.41,0.69,0.25,Llanowar Elves,Classic Sixth Edition,llanowarelves
2663,18.16,24.99,16.67,Mystical Tutor,Classic Sixth Edition,mysticaltutor
2671,0.38,1.49,0.35000000000000003,Ornithopter,Classic Sixth Edition,ornithopter
2733,0.16,0.35,0.15,Shock,Classic Sixth Edition,shock
2754,4.14,6.99,2.6,Sulfurous Springs,Classic Sixth Edition,sulfuroussprings
2778,6.88,10.99,7.53,Underground River,Classic Sixth Edition,undergroundriver
2783,67.02,74.99,62.52,Vampiric Tutor,Classic Sixth Edition,vampirictutor
2804,25.42,37.99,25.0,Worldly Tutor,Classic Sixth Edition,worldlytutor
316,104.08,94.99,57.160000000000004,Grim Tutor,Starter 1999,grimtutor
330,5.26,14.99,8.75,Last Chance,Starter 1999,lastchance
381,1.42,3.99,1.19,Sleight of Hand,Starter 1999,sleightofhand
6300,16.72,13.99,11.38,Defense Grid,Urza's Legacy,defensegrid
6293,0.85,1.29,0.52,Cloud of Faeries,Urza's Legacy,cloudoffaeries
6295,3.81,4.99,3.09,Crop Rotation,Urza's Legacy,croprotation
6321,37.21,44.99,30.92,Goblin Welder,Urza's Legacy,goblinwelder
6323,470.23,549.99,338.65000000000003,Grim Monolith,Urza's Legacy,grimmonolith
6389,4.38,5.49,3.37,Snap,Urza's Legacy,snap
79561,2.82,5.99,1.04,Lightning Bolt,Anthologies,lightningbolt
79596,0.5,0.69,0.36,Llanowar Elves,Anthologies,llanowarelves
79544,3.27,4.99,2.6,Pyrokinesis,Anthologies,pyrokinesis
79585,4.73,7.49,1.87,Swords to Plowshares,Anthologies,swordstoplowshares
79533,20.07,18.99,17.59,Strip Mine,Anthologies,stripmine
6782,2.69,2.49,1.74,Annul,Urza's Saga,annul
6809,6.0,6.49,2.98,Carpet of Flowers,Urza's Saga,carpetofflowers
6825,17.7,21.99,12.75,Contamination,Urza's Saga,contamination
6836,4.51,4.49,2.33,Dark Ritual,Urza's Saga,darkritual
6853,3.57,4.49,1.87,Duress,Urza's Saga,duress
6865,70.87,94.99,40.62,Exploration,Urza's Saga,exploration
6883,1622.57,2299.99,1087.74,Gaea's Cradle,Urza's Saga,gaeascradle
6885,27.84,29.99,19.6,Gamble,Urza's Saga,gamble
6970,1.69,1.79,0.41000000000000003,Peregrine Drake,Urza's Saga,peregrinedrake
6976,49.18,74.99,44.78,Phyrexian Tower,Urza's Saga,phyrexiantower
6992,9.7,9.99,7.28,Rain of Filth,Urza's Saga,rainoffilth
7040,2.33,1.49,0.76,Skirge Familiar,Urza's Saga,skirgefamiliar
7100,7.58,7.49,3.9,Voltaic Key,Urza's Saga,voltaickey
7110,5.45,9.49,4.14,Windfall,Urza's Saga,windfall
7118,245.26,279.99,171.93,Yawgmoth's Will,Urza's Saga,yawgmothswill
4303,538.42,649.99,435.06,City of Traitors,Exodus,cityoftraitors
4309,2.1,1.99,1.11,Curiosity,Exodus,curiosity
4307,7.55,11.99,5.72,Culling the Weak,Exodus,cullingtheweak
4410,30.89,39.99,22.87,Sphere of Resistance,Exodus,sphereofresistance
4416,396.95,549.99,304.40000000000003,Survival of the Fittest,Exodus,survivalofthefittest
212,12.5,19.99,5.78,Sleight of Hand,Portal Second Age,sleightofhand
5382,1139.92,1499.99,928.48,Mox Diamond,Stronghold,moxdiamond
5405,0.25,0.49,0.15,Shock,Stronghold,shock
5457,127.73,149.99,114.62,Ancient Tomb,Tempest,ancienttomb
5454,26.48,29.99,19.14,Altar of Dementia,Tempest,altarofdementia
5471,0.92,1.79,0.72,Blood Pet,Tempest,bloodpet
5508,4.4,4.49,2.17,Dark Ritual,Tempest,darkritual
5529,256.07,349.99,195.11,Earthcraft,Tempest,earthcraft
5574,5.02,5.99,2.08,Goblin Bombardment,Tempest,goblinbombardment
5593,358.35,499.99,268.59000000000003,Intuition,Tempest,intuition
5600,26.64,24.99,12.5,Jet Medallion,Tempest,jetmedallion
5615,34.1,44.99,27.310000000000002,Lotus Petal,Tempest,lotuspetal
5684,15.06,17.99,12.620000000000001,Reanimate,Tempest,reanimate
5693,6.41,9.49,4.1,Root Maze,Tempest,rootmaze
5714,35.53,54.99,36.550000000000004,Scroll Rack,Tempest,scrollrack
5753,8.33,5.99,6.24,Steal Enchantment,Tempest,stealenchantment
5789,55.01,64.99,34.33,Wasteland,Tempest,wasteland
5998,3.12,4.49,1.87,Buried Alive,Weatherlight,buriedalive
6014,8.59,10.99,6.25,Doomsday,Weatherlight,doomsday
6027,53.58,57.99,35.99,Firestorm,Weatherlight,firestorm
6036,12.84,12.99,5.51,Gemstone Mine,Weatherlight,gemstonemine
6067,1.88,1.49,0.8200000000000001,Mind Stone,Weatherlight,mindstone
6076,113.7,129.99,88.55,Null Rod,Weatherlight,nullrod
709,10.84,13.99,8.700000000000001,Last Chance,Portal,lastchance
730,27.57,39.99,28.35,Natural Order,Portal,naturalorder
751,9.48,15.99,9.84,Pyroclasm,Portal,pyroclasm
2022,9.81,8.49,6.05,Animate Dead,Fifth Edition,animatedead
2030,14.38,19.99,14.64,Ashnod's Altar,Fifth Edition,ashnodsaltar
2045,14.31,19.99,11.64,Birds of Paradise,Fifth Edition,birdsofparadise
2057,2.13,2.99,1.67,Brainstorm,Fifth Edition,brainstorm
2077,25.17,22.99,13.51,City of Brass,Fifth Edition,cityofbrass
2099,4.57,4.99,2.08,Dark Ritual,Fifth Edition,darkritual
2144,3.77,2.99,1.8800000000000001,Fellwar Stone,Fifth Edition,fellwarstone
2188,0.34,0.79,0.25,Havenwood Battleground,Fifth Edition,havenwoodbattleground
2204,8.26,7.99,3.64,Hydroblast,Fifth Edition,hydroblast
2258,0.45,0.69,0.26,Llanowar Elves,Fifth Edition,llanowarelves
2267,97.5,109.99,93.36,Mana Vault,Fifth Edition,manavault
2290,36.75,44.99,40.410000000000004,Necropotence,Fifth Edition,necropotence
2304,0.42,0.99,0.36,Ornithopter,Fifth Edition,ornithopter
2332,9.86,13.99,8.700000000000001,Pyroblast,Fifth Edition,pyroblast
2391,4.18,8.49,3.11,Sulfurous Springs,Fifth Edition,sulfuroussprings
2397,29.16,37.99,26.51,Sylvan Library,Fifth Edition,sylvanlibrary
2417,7.59,11.99,5.76,Underground River,Fifth Edition,undergroundriver
2424,6.49,9.49,7.05,Urza's Bauble,Fifth Edition,urzasbauble
5814,24.52,22.99,14.58,City of Solitude,Visions,cityofsolitude
5834,0.34,0.39,0.2,Emerald Charm,Visions,emeraldcharm
5889,41.08,47.99,31.7,Natural Order,Visions,naturalorder
5890,17.85,23.99,15.66,Necromancy,Visions,necromancy
5899,1.75,2.79,0.8300000000000001,Phyrexian Walker,Visions,phyrexianwalker
5954,76.09,69.99,61.45,Vampiric Tutor,Visions,vampirictutor
282281,10.89,,8.96,Dark Ritual,Introductory Two-Player Set,darkritual
5020,9.79,12.99,7.29,Cursed Totem,Mirage,cursedtotem
5019,9.36,9.49,5.21,Crystal Vein,Mirage,crystalvein
5024,3.71,4.49,2.08,Dark Ritual,Mirage,darkritual
5051,36.89,47.99,30.55,Enlightened Tutor,Mirage,enlightenedtutor
5063,21.05,18.99,13.32,Final Fortune,Mirage,finalfortune
5129,816.91,899.99,750.24,Lion's Eye Diamond,Mirage,lionseyediamond
5159,18.3,22.99,15.07,Mystical Tutor,Mirage,mysticaltutor
5226,99.75,159.99,104.2,Shallow Grave,Mirage,shallowgrave
5291,0.5,0.99,0.2,Wall of Roots,Mirage,wallofroots
5300,35.65,42.99,24.22,Worldly Tutor,Mirage,worldlytutor
4131,5.21,4.99,2.91,Elvish Spirit Guide,Alliances,elvishspiritguide
4146,75.01,94.99,59.09,Force of Will,Alliances,forceofwill
4217,4.94,4.99,2.62,Pyrokinesis,Alliances,pyrokinesis
4486,0.34,0.39,0.15,Dwarven Trader,Homelands,dwarventrader
4617,1.41,1.29,0.77,Burnt Offering,Ice Age,burntoffering
4611,2.17,3.49,1.45,Brainstorm,Ice Age,brainstorm
4639,16.48,18.99,9.97,Dance of the Dead,Ice Age,danceofthedead
4641,4.99,4.49,2.08,Dark Ritual,Ice Age,darkritual
4644,8.45,8.99,5.21,Demonic Consultation,Ice Age,demonicconsultation
4694,3.02,4.49,1.05,Fyndhorn Elves,Ice Age,fyndhornelves
4727,4.16,6.99,2.66,Hydroblast,Ice Age,hydroblast
4751,8.69,9.49,4.28,Jeweled Amulet,Ice Age,jeweledamulet
4819,50.54,49.99,39.550000000000004,Necropotence,Ice Age,necropotence
4815,9.16,11.99,7.05,Mystic Remora,Ice Age,mysticremora
4849,3.51,3.99,1.28,Pyroclasm,Ice Age,pyroclasm
4848,7.91,12.99,8.040000000000001,Pyroblast,Ice Age,pyroblast
4881,3.47,3.99,1.6400000000000001,Snow-Covered Island,Ice Age,snowcoveredisland
4880,3.14,1.99,0.93,Snow-Covered Forest,Ice Age,snowcoveredforest
4882,1.92,1.79,0.78,Snow-Covered Mountain,Ice Age,snowcoveredmountain
4884,2.39,1.99,0.8300000000000001,Snow-Covered Swamp,Ice Age,snowcoveredswamp
4907,18.81,18.99,9.34,Sulfurous Springs,Ice Age,sulfuroussprings
4912,13.15,16.99,6.0600000000000005,Swords to Plowshares,Ice Age,swordstoplowshares
4925,33.78,24.99,14.66,Underground River,Ice Age,undergroundriver
4927,8.72,11.99,5.26,Urza's Bauble,Ice Age,urzasbauble
4919,1.76,0.99,0.5,Tinder Wall,Ice Age,tinderwall
3368,8.33,11.99,6.68,Blood Moon,Chronicles,bloodmoon
3360,15.26,16.99,11.97,Ashnod's Altar,Chronicles,ashnodsaltar
3376,34.79,37.99,21.06,City of Brass,Chronicles,cityofbrass
1643,8.03,7.99,4.68,Animate Dead,Fourth Edition,animatedead
1659,17.1,21.99,12.34,Birds of Paradise,Fourth Edition,birdsofparadise
1667,1.49,1.29,0.59,Blue Elemental Blast,Fourth Edition,blueelementalblast
1712,3.32,4.49,1.56,Dark Ritual,Fourth Edition,darkritual
1747,3.18,2.99,1.56,Fellwar Stone,Fourth Edition,fellwarstone
1828,0.62,0.79,0.2,Llanowar Elves,Fourth Edition,llanowarelves
1825,1.95,2.29,0.52,Lightning Bolt,Fourth Edition,lightningbolt
1839,96.9,119.99,75.02,Mana Vault,Fourth Edition,manavault
1849,9.21,11.99,4.14,Mishra's Factory,Fourth Edition,mishrasfactory
1867,0.41,0.99,0.26,Ornithopter,Fourth Edition,ornithopter
1898,3.44,4.99,2.96,Red Elemental Blast,Fourth Edition,redelementalblast
1944,6.65,6.49,2.7,Swords to Plowshares,Fourth Edition,swordstoplowshares
1938,17.42,19.99,13.540000000000001,Strip Mine,Fourth Edition,stripmine
1945,34.57,37.99,27.07,Sylvan Library,Fourth Edition,sylvanlibrary
109485,,,,Animate Dead,Fourth Edition (Foreign Black Border),animatedead
109369,,,,Birds of Paradise,Fourth Edition (Foreign Black Border),birdsofparadise
109231,,,17.09,Blue Elemental Blast,Fourth Edition (Foreign Black Border),blueelementalblast
109245,,,,Dark Ritual,Fourth Edition (Foreign Black Border),darkritual
109522,,,,Fellwar Stone,Fourth Edition (Foreign Black Border),fellwarstone
109287,,,20.82,Llanowar Elves,Fourth Edition (Foreign Black Border),llanowarelves
109286,,,,Lightning Bolt,Fourth Edition (Foreign Black Border),lightningbolt
109428,,,,Mana Vault,Fourth Edition (Foreign Black Border),manavault
109546,,,,Mishra's Factory,Fourth Edition (Foreign Black Border),mishrasfactory
109551,,,,Ornithopter,Fourth Edition (Foreign Black Border),ornithopter
109311,,,,Red Elemental Blast,Fourth Edition (Foreign Black Border),redelementalblast
109572,,,,Strip Mine,Fourth Edition (Foreign Black Border),stripmine
109459,,,,Sylvan Library,Fourth Edition (Foreign Black Border),sylvanlibrary
109573,,,,Swords to Plowshares,Fourth Edition (Foreign Black Border),swordstoplowshares
109107,,,,Animate Dead,Fourth Edition (Foreign White Border),animatedead
108991,,,,Birds of Paradise,Fourth Edition (Foreign White Border),birdsofparadise
108853,,,,Blue Elemental Blast,Fourth Edition (Foreign White Border),blueelementalblast
108867,,,,Dark Ritual,Fourth Edition (Foreign White Border),darkritual
109144,,,,Fellwar Stone,Fourth Edition (Foreign White Border),fellwarstone
108908,,,,Lightning Bolt,Fourth Edition (Foreign White Border),lightningbolt
108909,,,,Llanowar Elves,Fourth Edition (Foreign White Border),llanowarelves
109050,,,,Mana Vault,Fourth Edition (Foreign White Border),manavault
109168,,,,Mishra's Factory,Fourth Edition (Foreign White Border),mishrasfactory
109173,,,,Ornithopter,Fourth Edition (Foreign White Border),ornithopter
108933,,,,Red Elemental Blast,Fourth Edition (Foreign White Border),redelementalblast
109194,,,,Strip Mine,Fourth Edition (Foreign White Border),stripmine
109195,,,,Swords to Plowshares,Fourth Edition (Foreign White Border),swordstoplowshares
109081,,,,Sylvan Library,Fourth Edition (Foreign White Border),sylvanlibrary
3622,3.96,5.99,1.95,Dwarven Armorer,Fallen Empires,dwarvenarmorer
3665,1.22,1.29,0.19,Havenwood Battleground,Fallen Empires,havenwoodbattleground
3484,68.44,89.99,41.68,Blood Moon,The Dark,bloodmoon
3507,21.2,29.99,11.88,Elves of Deep Shadow,The Dark,elvesofdeepshadow
3512,21.0,21.99,8.91,Fellwar Stone,The Dark,fellwarstone
3825,1183.06,1399.99,1094.1000000000001,Chains of Mephistopheles,Legends,chainsofmephistopheles
3896,14.78,24.99,8.33,Hammerheim,Legends,hammerheim
3951,249.61,,164.64000000000001,Mana Drain,Legends,manadrain
3963,507.99,599.99,656.44,Nether Void,Legends,nethervoid
4035,167.0,199.99,120.35000000000001,Sylvan Library,Legends,sylvanlibrary
4046,2899.99,4299.99,2917.58,The Tabernacle at Pendrell Vale,Legends,thetabernacleatpendrellvale
211780,,,,Animate Dead,Summer Magic,animatedead
211746,,,,Badlands,Summer Magic,badlands
211671,,,,Basalt Monolith,Summer Magic,basaltmonolith
211903,,,,Birds of Paradise,Summer Magic,birdsofparadise
211748,,,,Bayou,Summer Magic,bayou
211838,,,,Blue Elemental Blast,Summer Magic,blueelementalblast
211842,,,,Copy Artifact,Summer Magic,copyartifact
211791,,,,Dark Ritual,Summer Magic,darkritual
211801,,,,Demonic Tutor,Summer Magic,demonictutor
211911,,,,Lightning Bolt,Summer Magic,lightningbolt
211954,,,,Llanowar Elves,Summer Magic,llanowarelves
211713,,,,Mana Vault,Summer Magic,manavault
211724,500.0,,,Ornithopter,Summer Magic,ornithopter
211749,,,,Plateau,Summer Magic,plateau
211925,4.0,,,Red Elemental Blast,Summer Magic,redelementalblast
211830,,,,Sacrifice,Summer Magic,sacrifice
211752,,,,Savannah,Summer Magic,savannah
211753,,,,Scrubland,Summer Magic,scrubland
211733,,,,Sol Ring,Summer Magic,solring
211757,,,,Taiga,Summer Magic,taiga
211769,,,,Swords to Plowshares,Summer Magic,swordstoplowshares
211758,,,,Tropical Island,Summer Magic,tropicalisland
211763,,,,Tundra,Summer Magic,tundra
211765,,,,Underground Sea,Summer Magic,undergroundsea
211766,,,,Volcanic Island,Summer Magic,volcanicisland
211957,,,,Wheel of Fortune,Summer Magic,wheeloffortune
110120,,,,Animate Dead,Revised Edition (Foreign White Border),animatedead
110005,,,,Badlands,Revised Edition (Foreign White Border),badlands
110121,,,,Basalt Monolith,Revised Edition (Foreign White Border),basaltmonolith
110007,,,,Bayou,Revised Edition (Foreign White Border),bayou
110008,,,,Birds of Paradise,Revised Edition (Foreign White Border),birdsofparadise
109909,,,,Blue Elemental Blast,Revised Edition (Foreign White Border),blueelementalblast
110016,,,,Copy Artifact,Revised Edition (Foreign White Border),copyartifact
109917,,,,Dark Ritual,Revised Edition (Foreign White Border),darkritual
110141,,,,Demonic Tutor,Revised Edition (Foreign White Border),demonictutor
109947,,,,Llanowar Elves,Revised Edition (Foreign White Border),llanowarelves
109946,,,,Lightning Bolt,Revised Edition (Foreign White Border),lightningbolt
110063,,,,Mana Vault,Revised Edition (Foreign White Border),manavault
110174,,,,Ornithopter,Revised Edition (Foreign White Border),ornithopter
110077,,,,Plateau,Revised Edition (Foreign White Border),plateau
109962,,,,Red Elemental Blast,Revised Edition (Foreign White Border),redelementalblast
110182,,,,Sacrifice,Revised Edition (Foreign White Border),sacrifice
110089,,,,Scrubland,Revised Edition (Foreign White Border),scrubland
110087,,,,Savannah,Revised Edition (Foreign White Border),savannah
110189,,,,Sol Ring,Revised Edition (Foreign White Border),solring
110193,,,,Swords to Plowshares,Revised Edition (Foreign White Border),swordstoplowshares
110098,,,,Taiga,Revised Edition (Foreign White Border),taiga
110103,,,,Tropical Island,Revised Edition (Foreign White Border),tropicalisland
110105,,,,Underground Sea,Revised Edition (Foreign White Border),undergroundsea
110104,,,,Tundra,Revised Edition (Foreign White Border),tundra
110110,,,,Volcanic Island,Revised Edition (Foreign White Border),volcanicisland
110113,,,,Wheel of Fortune,Revised Edition (Foreign White Border),wheeloffortune
109814,,,,Animate Dead,Revised Edition (Foreign Black Border),animatedead
109699,,,,Badlands,Revised Edition (Foreign Black Border),badlands
109701,,,,Bayou,Revised Edition (Foreign Black Border),bayou
109702,,,,Birds of Paradise,Revised Edition (Foreign Black Border),birdsofparadise
109815,,,,Basalt Monolith,Revised Edition (Foreign Black Border),basaltmonolith
109603,,,,Blue Elemental Blast,Revised Edition (Foreign Black Border),blueelementalblast
