productId,name,set,tcgplayer,cardkingdom,manapool,ck_pct,mp_pct,source,band
233371,Demonic Tutor,Strixhaven: Mystical Archive,79.26,94.99,67.05,19.846076204895265,-15.404996214988651,top-5000 GMV,$50-100
687365,Faerie Mastermind,Commander: Secrets of Strixhaven,11.92,15.99,10.6,34.144295302013425,-11.073825503355708,top-5000 GMV,$10-20
679211,Donnie's Bo - Shadowspear (Borderless),Teenage Mutant Ninja Turtles Source Material,19.81,27.99,20.6,41.29227662796568,3.9878849066128352,top-5000 GMV,$10-20
517603,Cavern of Souls (0269),The Lost Caverns of Ixalan,47.56,54.99,45.66,15.622371740958789,-3.994953742640887,top-5000 GMV,$20-50
509518,Rhystic Study,Wilds of Eldraine: Enchanting Tales,82.79,84.99,80.35000000000001,2.6573257639811434,-2.947215847324553,top-5000 GMV,$50-100
697396,"Tippy-Toe, Terrific Partner",Commander: Marvel Super Heroes,6.05,9.49,5.19,56.85950413223141,-14.21487603305784,top-5000 GMV,$5-10
518158,Tom Bombadil (Borderless Poster),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,268.08,329.99,316.37,23.09385258131902,18.01327961802448,top-5000 GMV,$200+
552852,Phyrexian Tower,Modern Horizons 3,27.8,39.99,25.47,43.84892086330935,-8.381294964028783,top-5000 GMV,$20-50
696304,"Mjolnir, Hammer of Thor (Borderless) (0339)",Marvel Super Heroes,41.84,59.99,41.66,43.37954110898661,-0.4302103250478174,top-5000 GMV,$20-50
98395,Mox Opal,Modern Masters 2015,234.22,299.99,207.09,28.080437195798822,-11.583126974639226,top-5000 GMV,$200+
696671,Cosmic Cube,Marvel Super Heroes,12.43,17.99,11.46,44.73049074818986,-7.803700724054698,top-5000 GMV,$10-20
697431,Swordsman's Steel,Commander: Marvel Super Heroes,20.11,23.99,18.65,19.293883639980105,-7.260069617105922,top-5000 GMV,$20-50
91106,"Urborg, Tomb of Yawgmoth",Magic 2015 (M15),54.52,79.99,55.29,46.71680117388113,1.412325752017601,top-5000 GMV,$50-100
