productId,name,set,key,tcg_market
671173,Endurance,Commander: Lorwyn Eclipsed,endurance,3.78
94441,Thran Dynamo,Commander 2014,thran dynamo,3.79
582671,Submerge,The List Reprints,submerge,3.79
558331,"Glarb, Calamity's Augur",Bloomburrow,glarb calamitys augur,3.8
269717,"Tivit, Seller of Secrets",Commander: Streets of New Capenna,tivit seller of secrets,3.82
192543,Veil of Summer,Core Set 2020,veil of summer,3.87
60035,Clock of Omens,Magic 2013 (M13),clock of omens,3.92
118757,Carrion Feeder,Eternal Masters,carrion feeder,3.93
187125,Emergence Zone,War of the Spark,emergence zone,3.93
541424,Bottle-Cap Blast,Universes Beyond: Fallout,bottlecap blast,3.95
3622,Dwarven Armorer,Fallen Empires,dwarven armorer,3.96
524416,Spelunking,The Lost Caverns of Ixalan,spelunking,3.99
39521,Gitaxian Probe,New Phyrexia,gitaxian probe,3.99
240166,Dauthi Voidwalker,Modern Horizons 2,dauthi voidwalker,4.02
519239,Fiery Islet,Universes Beyond: Doctor Who,fiery islet,4.04
498680,Borne Upon a Wind,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,borne upon a wind,4.11
239836,Liquimetal Torque,Modern Horizons 2,liquimetal torque,4.11
233956,Magus of the Moon,Time Spiral: Remastered,magus of the moon,4.13
6553,Hickory Woodlot,Mercadian Masques,hickory woodlot,4.16
4727,Hydroblast,Ice Age,hydroblast,4.16
212622,"Winota, Joiner of Forces",Ikoria: Lair of Behemoths,winota joiner of forces,4.31
67429,Blind Obedience,Gatecrash,blind obedience,4.32
47629,Phantasmal Image,Magic 2012 (M12),phantasmal image,4.43
204183,Temporal Mastery,The List Reprints,temporal mastery,4.49
625741,Nature's Rhythm,Promo Pack: Tarkir: Dragonstorm,natures rhythm,4.49
193383,"Nicol Bolas, Dragon-God",Promo Pack: Core Set 2020,nicol bolas dragongod,4.54
188386,"Karn, the Great Creator",War of the Spark,karn the great creator,4.55
218810,Manamorphose,Double Masters,manamorphose,4.58
590835,High Fae Trickster,Foundations,high fae trickster,4.59
553202,Horizon of Progress,Commander: Modern Horizons 3,horizon of progress,4.68
145439,Windfall,Iconic Masters,windfall,4.71
15285,Root Maze,10th Edition,root maze,4.71
222434,Beseech the Queen,The List Reprints,beseech the queen,4.72
27069,Banishing Knack,Eventide,banishing knack,4.76
630862,The Darkness Crystal,FINAL FANTASY,the darkness crystal,4.79
161497,Summoner's Pact,Masters 25,summoners pact,4.81
693244,Six,Promo Pack: Secrets of Strixhaven,six,4.81
55910,Gavony Township,Innistrad,gavony township,4.84
35651,Pyretic Ritual,Magic 2011 (M11),pyretic ritual,4.85
544302,Torpor Orb,Outlaws of Thunder Junction: The Big Score,torpor orb,4.87
687375,Animate Dead,Commander: Secrets of Strixhaven,animate dead,4.87
548602,"Phelia, Exuberant Shepherd",Modern Horizons 3,phelia exuberant shepherd,4.87
552859,Springheart Nantuko,Modern Horizons 3,springheart nantuko,4.88
128644,Gifts Ungiven,Modern Masters 2017,gifts ungiven,4.98
226634,"Kediss, Emberclaw Familiar",Commander Legends,kediss emberclaw familiar,5.0
548578,Orim's Chant,Modern Horizons 3,orims chant,5.01
237419,Blade Historian,Promo Pack: Strixhaven,blade historian,5.03
552727,Shifting Woodland,Modern Horizons 3,shifting woodland,5.11
257009,Saw in Half,Unfinity,saw in half,5.13
229209,Blightstep Pathway,Kaldheim,blightstep pathway,5.15
191568,Ephemerate,Modern Horizons,ephemerate,5.15
262746,"Eiganjo, Seat of the Empire",Kamigawa: Neon Dynasty,eiganjo seat of the empire,5.16
39528,Gut Shot,New Phyrexia,gut shot,5.18
457153,Last Chance,Dominaria Remastered,last chance,5.19
175582,"Niv-Mizzet, Parun",Guilds of Ravnica,nivmizzet parun,5.19
548583,Sylvan Safekeeper,Modern Horizons 3,sylvan safekeeper,5.26
2514,Crystal Vein,Classic Sixth Edition,crystal vein,5.29
196533,Sudden Substitution,Commander 2019,sudden substitution,5.31
237407,Professor Onyx,Promo Pack: Strixhaven,professor onyx,5.39
513179,Counterbalance,The List Reprints,counterbalance,5.43
552582,Sink into Stupor,Modern Horizons 3,sink into stupor,5.52
490572,Hoarding Broodlord,March of the Machine,hoarding broodlord,5.55
268665,Professional Face-Breaker,Streets of New Capenna,professional facebreaker,5.57
27666,Ethersworn Canonist,Shards of Alara,ethersworn canonist,5.66
123975,"Bruse Tarl, Boorish Herder",Commander 2016,bruse tarl boorish herder,5.67
590526,Lotus Cobra,Foundations Jumpstart,lotus cobra,5.67
273460,Hullbreaker Horror,Commander Legends: Battle for Baldur's Gate,hullbreaker horror,5.68
124135,"Ishai, Ojutai Dragonspeaker",Commander 2016,ishai ojutai dragonspeaker,5.73
11976,Desperate Ritual,Champions of Kamigawa,desperate ritual,5.75
498305,"Boromir, Warden of the Tower",Universes Beyond: The Lord of the Rings: Tales of Middle-earth,boromir warden of the tower,5.79
512321,Blossoming Tortoise,Wilds of Eldraine,blossoming tortoise,5.79
578915,Gleeful Arsonist,Commander: Duskmourn: House of Horror,gleeful arsonist,5.83
14886,Fleshwrither,Future Sight,fleshwrither,5.84
14103,Rite of Flame,Coldsnap,rite of flame,5.94
218734,Chord of Calling,Double Masters,chord of calling,5.95
192617,Elvish Reclaimer,Core Set 2020,elvish reclaimer,5.99
10244,Dwarven Bloodboiler,Judgment,dwarven bloodboiler,5.99
126329,Whir of Invention,Aether Revolt,whir of invention,6.03
187194,"Teferi, Time Raveler",War of the Spark,teferi time raveler,6.23
553207,Lazotep Quarry,Commander: Modern Horizons 3,lazotep quarry,6.27
519996,Snuff Out,Universes Beyond: Doctor Who,snuff out,6.34
559733,Pollywog Prodigy,Commander: Bloomburrow,pollywog prodigy,6.39
451966,Defense Grid,The Brothers' War: Retro Frame Artifacts,defense grid,6.41
697454,Spectator Seating,Commander: Marvel Super Heroes,spectator seating,6.43
2424,Urza's Bauble,Fifth Edition,urzas bauble,6.49
656703,Hallowed Fountain,Lorwyn Eclipsed,hallowed fountain,6.49
504533,Imp's Mischief,Commander Masters,imps mischief,6.53
32748,Twincast,Magic 2010 (M10),twincast,6.55
614435,Willowrush Verge,Aetherdrift,willowrush verge,6.66
263105,Imposter Mech,Commander: Kamigawa: Neon Dynasty,imposter mech,6.66
582828,Rain of Filth,The List Reprints,rain of filth,6.75
646661,Multiversal Passage,Marvel's Spider-Man,multiversal passage,6.77
272914,Archivist of Oghma,Commander Legends: Battle for Baldur's Gate,archivist of oghma,6.87
12588,Blood Moon,9th Edition,blood moon,6.91
39555,Noxious Revival,New Phyrexia,noxious revival,6.93
673622,Cool but Rude,Teenage Mutant Ninja Turtles,cool but rude,7.01
66547,Deathrite Shaman,Return to Ravnica,deathrite shaman,7.01
190724,Flusterstorm,Buy-A-Box Promos,flusterstorm,7.03
603078,Force of Despair,Secret Lair Showdown,force of despair,7.14
31822,Time Sieve,Alara Reborn,time sieve,7.17
28556,Kederekt Parasite,Conflux,kederekt parasite,7.2
35659,Silence,Magic 2011 (M11),silence,7.23
46952,Stranglehold,Commander,stranglehold,7.24
131911,"Derevi, Empyrial Tactician",Commander Anthology,derevi empyrial tactician,7.3
1550,Sacrifice,Revised Edition,sacrifice,7.35
226122,"Tevesh Szat, Doom of Fools",Commander Legends,tevesh szat doom of fools,7.35
693603,Arena of Glory,The List Reprints,arena of glory,7.37
227296,"Nezahal, Primal Tide",Commander Legends,nezahal primal tide,7.4
631496,Walking Ballista,Commander: FINAL FANTASY,walking ballista,7.41
243290,Xorn,Adventures in the Forgotten Realms,xorn,7.43
175203,Temple Garden,Guilds of Ravnica,temple garden,7.46
226959,Command Beacon,Commander Legends,command beacon,7.49
488273,Mount Doom,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,mount doom,7.5
4307,Culling the Weak,Exodus,culling the weak,7.59
96362,"Sidisi, Undead Vizier",Dragons of Tarkir,sidisi undead vizier,7.59
222561,Training Grounds,The List Reprints,training grounds,7.71
499611,Reanimate,Commander: The Lord of the Rings: Tales of Middle-earth,reanimate,7.72
199288,Castle Garenbrig,Throne of Eldraine,castle garenbrig,7.73
656667,Formidable Speaker,Lorwyn Eclipsed,formidable speaker,7.73
519221,Flesh Duplicate,Universes Beyond: Doctor Who,flesh duplicate,7.77
226941,Wheel of Misfortune,Commander Legends,wheel of misfortune,7.8
631607,Starting Town,FINAL FANTASY,starting town,7.83
526909,"Chimil, the Inner Sun",Promo Pack: The Lost Caverns of Ixalan,chimil the inner sun,7.89
39544,Mindcrank,New Phyrexia,mindcrank,7.9
693443,Breath of Fury,Secret Lair Drop Series,breath of fury,7.95
4848,Pyroblast,Ice Age,pyroblast,7.96
192521,Scheming Symmetry,Core Set 2020,scheming symmetry,7.96
662013,Demonic Consultation,Secret Lair Countdown Kit,demonic consultation,7.99
544870,Force of Vigor,Outlaws of Thunder Junction: Breaking News,force of vigor,8.04
504491,"Sun Quan, Lord of Wu",Commander Masters,sun quan lord of wu,8.12
145267,Growing Rites of Itlimoc,Ixalan,growing rites of itlimoc,8.15
5753,Steal Enchantment,Tempest,steal enchantment,8.17
576504,Untimely Malfunction,Duskmourn: House of Horror,untimely malfunction,8.18
192896,Glint-Horn Buccaneer,Core Set 2020,glinthorn buccaneer,8.27
631106,Tataru Taru,Commander: FINAL FANTASY,tataru taru,8.4
196429,Sanctum of Eternity,Commander 2019,sanctum of eternity,8.4
583150,Paradise Mantle,The List Reprints,paradise mantle,8.49
262832,"Yoshimaru, Ever Faithful",Commander: Kamigawa: Neon Dynasty,yoshimaru ever faithful,8.51
284314,Chain of Smog,The List Reprints,chain of smog,8.53
39543,Mental Misstep,New Phyrexia,mental misstep,8.62
176839,Mnemonic Betrayal,Guilds of Ravnica,mnemonic betrayal,8.62
4751,Jeweled Amulet,Ice Age,jeweled amulet,8.69
642791,Swan Song,Commander: Edge of Eternities,swan song,8.71
273676,Deep Gnome Terramancer,Commander Legends: Battle for Baldur's Gate,deep gnome terramancer,8.77
656709,Overgrown Tomb,Lorwyn Eclipsed,overgrown tomb,8.93
448834,"Slicer, Hired Muscle",Universes Beyond: Transformers,slicer hired muscle,8.94
187141,"Jace, Wielder of Mysteries",War of the Spark,jace wielder of mysteries,8.97
123979,"Kraum, Ludevic's Opus",Commander 2016,kraum ludevics opus,8.98
638911,Godless Shrine,Edge of Eternities,godless shrine,9.01
656687,Blood Crypt,Lorwyn Eclipsed,blood crypt,9.06
638914,Watery Grave,Edge of Eternities,watery grave,9.07
698193,Birds of Paradise,Commander: Marvel Super Heroes,birds of paradise,9.12
4815,Mystic Remora,Ice Age,mystic remora,9.16
192644,"Vilis, Broker of Blood",Core Set 2020,vilis broker of blood,9.19
544838,Mindbreak Trap,Outlaws of Thunder Junction: Breaking News,mindbreak trap,9.23
541279,"Ajani, Nacatl Pariah",Modern Horizons 3,ajani nacatl pariah,9.27
698116,Luxury Suite,Commander: Marvel Super Heroes,luxury suite,9.32
575076,"Kaito, Bane of Nightmares",Duskmourn: House of Horror,kaito bane of nightmares,9.39
638910,Breeding Pool,Edge of Eternities,breeding pool,9.41
192222,"Chandra, Awakened Inferno",Core Set 2020,chandra awakened inferno,9.5
123981,"Silas Renn, Seeker Adept",Commander 2016,silas renn seeker adept,9.63
222030,Shatterskull Smashing,Zendikar Rising,shatterskull smashing,9.68
276798,Forbidden Orchard,Double Masters 2022,forbidden orchard,9.72
206642,Underworld Breach,Theros Beyond Death,underworld breach,9.89
190867,Goblin Engineer,Modern Horizons,goblin engineer,9.94
532911,Raucous Theater,Murders at Karlov Manor,raucous theater,9.95
648709,Redirect Lightning,Avatar: The Last Airbender,redirect lightning,9.99
67321,Sacred Foundry,Gatecrash,sacred foundry,10.04
698008,Black Market Connections,Commander: Marvel Super Heroes,black market connections,10.07
230206,Tibalt's Trickery,Kaldheim,tibalts trickery,10.1
576518,Gloomlake Verge,Duskmourn: House of Horror,gloomlake verge,10.26
116371,Cryptolith Rite,Shadows over Innistrad,cryptolith rite,10.44
98387,Noble Hierarch,Modern Masters 2015,noble hierarch,10.59
14311,Ophidian Eye,Time Spiral,ophidian eye,10.59
161473,Eladamri's Call,Masters 25,eladamris call,10.62
452480,Rootpath Purifier,Commander: The Brothers' War,rootpath purifier,10.67
688831,Ad Nauseam,Secrets of Strixhaven: Mystical Archive,ad nauseam,10.84
552320,Jet Medallion,Modern Horizons 3,jet medallion,10.99
287522,Clown Car,Unfinity,clown car,11.0
39423,Praetor's Grasp,New Phyrexia,praetors grasp,11.03
190865,Giver of Runes,Modern Horizons,giver of runes,11.14
687365,Faerie Mastermind,Commander: Secrets of Strixhaven,faerie mastermind,11.17
697059,"Shang-Chi, Master of Kung Fu",Marvel Super Heroes,shangchi master of kung fu,11.25
12811,Seething Song,9th Edition,seething song,11.27
92832,Windswept Heath,Khans of Tarkir,windswept heath,11.38
671780,Moonshadow,Lorwyn Eclipsed,moonshadow,11.45
66420,Steam Vents,Return to Ravnica,steam vents,11.52
262420,"Takenuma, Abandoned Mire",Kamigawa: Neon Dynasty,takenuma abandoned mire,11.56
149174,Misdirection,Duel Decks: Merfolk vs. Goblins,misdirection,11.73
553171,Eldrazi Confluence,Commander: Modern Horizons 3,eldrazi confluence,11.79
498682,"Lotho, Corrupt Shirriff",Universes Beyond: The Lord of the Rings: Tales of Middle-earth,lotho corrupt shirriff,11.89
109194,Strip Mine,Fourth Edition (Foreign White Border),strip mine,12.0
679620,City of Brass,Commander: Teenage Mutant Ninja Turtles,city of brass,12.07
10221,Balthor the Defiled,Judgment,balthor the defiled,12.17
14406,Trickbind,Time Spiral,trickbind,12.35
490335,Invasion of Ikoria,March of the Machine,invasion of ikoria,12.41
455226,Emiel the Blessed,Jumpstart 2022,emiel the blessed,12.55
207719,Idyllic Tutor,Promo Pack: Theros Beyond Death,idyllic tutor,12.55
284318,Contamination,The List Reprints,contamination,12.61
580688,Enduring Vitality,Prerelease Cards,enduring vitality,12.65
545340,Sphere of Resistance,Secret Lair Drop Series,sphere of resistance,12.79
203020,Bloom Tender,The List Reprints,bloom tender,12.86
285803,Marneus Calgar,"Universes Beyond: Warhammer 40,000",marneus calgar,12.98
580718,Abhorrent Oculus,Promo Pack: Duskmourn: House of Horror,abhorrent oculus,13.15
9616,Cabal Ritual,Torment,cabal ritual,13.16
662089,Wasteland,Secret Lair Countdown Kit,wasteland,13.21
10327,Chain of Vapor,Onslaught,chain of vapor,13.35
12249,Disrupting Shoal,Betrayers of Kamigawa,disrupting shoal,13.49
212623,"Kinnan, Bonder Prodigy",Ikoria: Lair of Behemoths,kinnan bonder prodigy,13.54
532905,Undercity Sewers,Murders at Karlov Manor,undercity sewers,13.56
135056,"Razaketh, the Foulblooded",Hour of Devastation,razaketh the foulblooded,13.58
580722,"Valgavoth, Terror Eater",Promo Pack: Duskmourn: House of Horror,valgavoth terror eater,13.85
644286,Icetill Explorer,Edge of Eternities,icetill explorer,13.92
282840,"Dihada, Binder of Wills",Commander: Dominaria United,dihada binder of wills,13.98
239769,Imperial Recruiter,Modern Horizons 2,imperial recruiter,13.98
683153,Warren Soultrader,Promo Pack: Lorwyn Eclipsed,warren soultrader,14.06
212115,Drannith Magistrate,Ikoria: Lair of Behemoths,drannith magistrate,14.1
132193,Thousand-Year Elixir,Commander Anthology,thousandyear elixir,14.28
696324,King T'Challa,Marvel Super Heroes,king tchalla,14.33
6461,Cave-In,Mercadian Masques,cavein,14.33
504612,Ashnod's Altar,Commander Masters,ashnods altar,14.37
221351,Vault of Champions,Commander Legends,vault of champions,14.39
240045,"Yavimaya, Cradle of Growth",Modern Horizons 2,yavimaya cradle of growth,14.53
92828,Flooded Strand,Khans of Tarkir,flooded strand,14.7
254611,"Shinka, the Bloodsoaked Keep",The List Reprints,shinka the bloodsoaked keep,14.7
3896,Hammerheim,Legends,hammerheim,14.78
9748,Insidious Dreams,Torment,insidious dreams,14.84
457091,"Urza, Lord High Artificer",Dominaria Remastered,urza lord high artificer,14.96
479312,All Will Be One,Phyrexia: All Will Be One,all will be one,15.25
532918,Thundering Falls,Murders at Karlov Manor,thundering falls,15.46
2559,Final Fortune,Classic Sixth Edition,final fortune,15.49
52206,Snapcaster Mage,Innistrad,snapcaster mage,15.59
161358,Chalice of the Void,Masters 25,chalice of the void,15.72
167811,Spellseeker,Battlebond,spellseeker,15.8
221884,"Ashaya, Soul of the Wild",Zendikar Rising,ashaya soul of the wild,15.83
239741,Subtlety,Modern Horizons 2,subtlety,15.87
187187,Bolas's Citadel,War of the Spark,bolass citadel,16.01
503577,Grand Abolisher,Commander Masters,grand abolisher,16.29
697202,Impossible Man,Commander: Marvel Super Heroes,impossible man,16.37
180772,Gamble,Ultimate Masters,gamble,16.43
4639,Dance of the Dead,Ice Age,dance of the dead,16.47
457199,Mystical Tutor,Dominaria Remastered,mystical tutor,16.53
541277,Wooded Foothills,Modern Horizons 3,wooded foothills,16.61
57248,Entomb,Premium Deck Series: Graveborn,entomb,16.64
453952,Diabolic Intent,Promo Pack: The Brothers' War,diabolic intent,16.65
643701,Knuckles the Echidna,Secret Lair Drop Series,knuckles the echidna,16.87
221359,Training Center,Commander Legends,training center,17.14
233786,Pact of Negation,Time Spiral: Remastered,pact of negation,17.24
240841,Grand Arbiter Augustin IV,The List Reprints,grand arbiter augustin iv,17.28
623897,Voice of Victory,Tarkir: Dragonstorm,voice of victory,17.28
277214,Warrior's Oath,Double Masters 2022,warriors oath,17.32
92830,Bloodstained Mire,Khans of Tarkir,bloodstained mire,17.58
451928,Altar of Dementia,The Brothers' War: Retro Frame Artifacts,altar of dementia,17.78
5890,Necromancy,Visions,necromancy,17.85
267055,Sea of Clouds,Commander Legends: Battle for Baldur's Gate,sea of clouds,17.86
514313,Beseech the Mirror,Promo Pack: Wilds of Eldraine,beseech the mirror,17.93
226314,Opposition Agent,Commander Legends,opposition agent,17.99
695490,"Boseiju, Who Shelters All",Secret Lair Drop Series,boseiju who shelters all,18.11
657755,Super Shredder,Teenage Mutant Ninja Turtles,super shredder,18.12
495606,"Ob Nixilis, Captive Kingpin",March of the Machine: The Aftermath,ob nixilis captive kingpin,18.32
230163,"Esika, God of the Tree",Kaldheim,esika god of the tree,18.45
541274,Polluted Delta,Modern Horizons 3,polluted delta,18.69
9604,Tarnished Citadel,Odyssey,tarnished citadel,18.74
11802,Grinding Station,Fifth Dawn,grinding station,19.0
454840,Pirated Copy,Jumpstart 2022,pirated copy,19.45
645523,"Tezzeret, Cruel Captain",Promo Pack: Edge of Eternities,tezzeret cruel captain,19.88
216559,"Linvala, Keeper of Silence",Jumpstart,linvala keeper of silence,20.06
541369,"Lumra, Bellow of the Woods",Bloomburrow,lumra bellow of the woods,20.1
33265,Bloodchief Ascension,Zendikar,bloodchief ascension,20.16
614418,Riverpyre Verge,Aetherdrift,riverpyre verge,20.32
671005,Hexing Squelcher,Lorwyn Eclipsed,hexing squelcher,20.38
550812,Goblin Welder,Secret Lair Drop Series,goblin welder,21.9
525710,Charismatic Conqueror,Commander: The Lost Caverns of Ixalan,charismatic conqueror,22.25
70787,Tangle Wire,From the Vault: Twenty,tangle wire,22.31
282900,Tiller Engine,Commander: Dominaria United,tiller engine,23.92
206926,Thassa's Oracle,Theros Beyond Death,thassas oracle,23.95
648732,The Cabbage Merchant,Avatar: The Last Airbender: Eternal-Legal,the cabbage merchant,24.05
5814,City of Solitude,Visions,city of solitude,24.52
504569,"Mikaeus, the Unhallowed",Commander Masters,mikaeus the unhallowed,24.8
696856,Prismatic Vista,Secret Lair Drop Series,prismatic vista,25.22
2804,Worldly Tutor,Classic Sixth Edition,worldly tutor,25.42
215341,Grim Tutor,Core Set 2021,grim tutor,25.66
552852,Phyrexian Tower,Modern Horizons 3,phyrexian tower,26.08
249500,The Meathook Massacre,Promo Pack: Innistrad: Midnight Hunt,the meathook massacre,26.25
495610,"Nissa, Resurgent Animist",March of the Machine: The Aftermath,nissa resurgent animist,26.56
625928,Deadly Rollick,Secret Lair Drop Series,deadly rollick,26.62
238611,Verdant Catacombs,Modern Horizons 2,verdant catacombs,26.94
262434,"Otawara, Soaring City",Kamigawa: Neon Dynasty,otawara soaring city,27.2
39050,Green Sun's Zenith,Mirrodin Besieged,green suns zenith,27.26
730,Natural Order,Portal,natural order,27.57
118417,Sylvan Library,Eternal Masters,sylvan library,27.66
11981,Dosan the Falling Leaf,Champions of Kamigawa,dosan the falling leaf,27.68
166662,Morphic Pool,Battlebond,morphic pool,28.0
222163,Agadeem's Awakening,Zendikar Rising,agadeems awakening,28.62
124011,Tymna the Weaver,Commander 2016,tymna the weaver,28.69
238607,Arid Mesa,Modern Horizons 2,arid mesa,28.7
553235,Talon Gates of Madara,Commander: Modern Horizons 3,talon gates of madara,29.32
66473,Cyclonic Rift,Return to Ravnica,cyclonic rift,29.53
11660,Trinisphere,Darksteel,trinisphere,29.56
662017,Field of the Dead,Secret Lair Countdown Kit,field of the dead,29.58
498414,Delighted Halfling,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,delighted halfling,29.68
512079,Serra Ascendant,The List Reprints,serra ascendant,30.18
238608,Marsh Flats,Modern Horizons 2,marsh flats,30.51
272901,Displacer Kitten,Commander Legends: Battle for Baldur's Gate,displacer kitten,30.87
457084,"Yawgmoth, Thran Physician",Dominaria Remastered,yawgmoth thran physician,31.09
39058,Consecrated Sphinx,Mirrodin Besieged,consecrated sphinx,31.26
457191,Exploration,Dominaria Remastered,exploration,32.2
235648,Tainted Pact,Strixhaven: Mystical Archive,tainted pact,32.54
230903,"Birgi, God of Storytelling",Kaldheim,birgi god of storytelling,32.57
82224,Mana Confluence,Journey Into Nyx,mana confluence,32.7
226675,Scroll Rack,Commander Legends,scroll rack,32.85
536706,"Delney, Streetwise Lookout",Promo Pack: Murders at Karlov Manor,delney streetwise lookout,33.24
240037,Solitude,Modern Horizons 2,solitude,33.5
453931,Portal to Phyrexia,Promo Pack: The Brothers' War,portal to phyrexia,33.64
124661,"Thrasios, Triton Hero",Commander 2016,thrasios triton hero,33.76
18012,Maralen of the Mornsong,Morningtide,maralen of the mornsong,33.8
5615,Lotus Petal,Tempest,lotus petal,33.98
227010,Sakashima of a Thousand Faces,Commander Legends,sakashima of a thousand faces,34.39
222356,Enlightened Tutor,The List Reprints,enlightened tutor,35.01
238609,Misty Rainforest,Modern Horizons 2,misty rainforest,35.53
660516,"Wan Shi Tong, Librarian",Avatar: The Last Airbender,wan shi tong librarian,35.87
514318,Agatha's Soul Cauldron,Promo Pack: Wilds of Eldraine,agathas soul cauldron,36.08
2290,Necropotence,Fifth Edition,necropotence,36.75
217288,Chromatic Orrery,Promo Pack: Core Set 2021,chromatic orrery,37.24
533194,Ranger-Captain of Eos,The List Reprints,rangercaptain of eos,37.73
631015,Vivi Ornitier,FINAL FANTASY,vivi ornitier,37.78
238610,Scalding Tarn,Modern Horizons 2,scalding tarn,38.31
222038,Sea Gate Restoration,Zendikar Rising,sea gate restoration,40.05
273798,Jeska's Will,Commander Legends: Battle for Baldur's Gate,jeskas will,40.53
552863,Ocelot Pride,Modern Horizons 3,ocelot pride,40.69
238619,Urza's Saga,Modern Horizons 2,urzas saga,41.59
276918,Food Chain,Double Masters 2022,food chain,42.64
239857,"Ragavan, Nimble Pilferer",Modern Horizons 2,ragavan nimble pilferer,43.41
276270,Sensei's Divining Top,Double Masters 2022,senseis divining top,43.41
200253,Finale of Devastation,Promo Pack: Throne of Eldraine,finale of devastation,44.54
168720,Scapeshift,Core Set 2019,scapeshift,47.06
210402,Amulet of Vigor,The List Reprints,amulet of vigor,49.24
660570,Badgermole Cub,Avatar: The Last Airbender,badgermole cub,49.35
498367,Orcish Bowmasters,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,orcish bowmasters,49.47
526899,Roaming Throne,Promo Pack: The Lost Caverns of Ixalan,roaming throne,49.48
109050,Mana Vault,Fourth Edition (Foreign White Border),mana vault,50.0
183033,Smothering Tithe,Ravnica Allegiance,smothering tithe,50.01
262050,"Boseiju, Who Endures",Kamigawa: Neon Dynasty,boseiju who endures,50.05
276322,Allosaurus Shepherd,Double Masters 2022,allosaurus shepherd,50.6
14244,Gemstone Caverns,Time Spiral,gemstone caverns,50.65
229291,Cavern of Souls,The List Reprints,cavern of souls,51.51
190647,Force of Negation,Modern Horizons,force of negation,52.12
71039,"Nykthos, Shrine to Nyx",Theros,nykthos shrine to nyx,52.15
544246,Mana Drain,Outlaws of Thunder Junction: Breaking News,mana drain,52.66
226134,Vampiric Tutor,Commander Legends,vampiric tutor,53.35
6027,Firestorm,Weatherlight,firestorm,53.58
212218,Fierce Guardianship,Commander 2020,fierce guardianship,53.89
210357,"Minamo, School at Water's Edge",The List Reprints,minamo school at waters edge,54.84
91106,"Urborg, Tomb of Yawgmoth",Magic 2015 (M15),urborg tomb of yawgmoth,55.55
240035,Esper Sentinel,Modern Horizons 2,esper sentinel,57.79
7357,Rhystic Study,Prophecy,rhystic study,61.53
448932,Copy Artifact,30th Anniversary Edition,copy artifact,61.75
449583,Force of Will,Dominaria Remastered,force of will,62.64
1388,Demonic Tutor,Revised Edition,demonic tutor,63.94
212191,Deflecting Swat,Commander 2020,deflecting swat,65.34
697204,"Loki, Lord of Misrule",Commander: Marvel Super Heroes,loki lord of misrule,67.05
513295,"Greymond, Avacyn's Stalwart",SLX Cards,greymond avacyns stalwart,67.34
162125,Mox Amber,Dominaria,mox amber,75.78
282800,"Sheoldred, the Apocalypse",Dominaria United,sheoldred the apocalypse,96.04
5226,Shallow Grave,Mirage,shallow grave,99.75
487805,The One Ring,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,the one ring,106.14
6076,Null Rod,Weatherlight,null rod,113.7
248672,Ancient Tomb,The List Reprints,ancient tomb,125.97
118410,Chrome Mox,Eternal Masters,chrome mox,152.41
276288,Imperial Seal,Double Masters 2022,imperial seal,163.39
449167,Savannah,30th Anniversary Edition,savannah,195.82
449165,Plateau,30th Anniversary Edition,plateau,200.0
110113,Wheel of Fortune,Revised Edition (Foreign White Border),wheel of fortune,210.0
449164,Bayou,30th Anniversary Edition,bayou,232.81
98395,Mox Opal,Modern Masters 2015,mox opal,234.22
449163,Badlands,30th Anniversary Edition,badlands,235.61
7118,Yawgmoth's Will,Urza's Saga,yawgmoths will,245.26
5529,Earthcraft,Tempest,earthcraft,260.45
449170,Tropical Island,30th Anniversary Edition,tropical island,275.0
449171,Tundra,30th Anniversary Edition,tundra,278.32
449169,Taiga,30th Anniversary Edition,taiga,300.0
449173,Volcanic Island,30th Anniversary Edition,volcanic island,305.76
449168,Scrubland,30th Anniversary Edition,scrubland,314.6
5593,Intuition,Tempest,intuition,356.55
449172,Underground Sea,30th Anniversary Edition,underground sea,393.31
3330,Transmute Artifact,Antiquities,transmute artifact,396.45
4416,Survival of the Fittest,Exodus,survival of the fittest,396.95
6323,Grim Monolith,Urza's Legacy,grim monolith,470.23
3963,Nether Void,Legends,nether void,507.99
4303,City of Traitors,Exodus,city of traitors,538.42
448965,Timetwister,30th Anniversary Edition,timetwister,798.33
5129,Lion's Eye Diamond,Mirage,lions eye diamond,816.91
5382,Mox Diamond,Stronghold,mox diamond,1128.58
3825,Chains of Mephistopheles,Legends,chains of mephistopheles,1183.06
6883,Gaea's Cradle,Urza's Saga,gaeas cradle,1622.57
4046,The Tabernacle at Pendrell Vale,Legends,the tabernacle at pendrell vale,2899.99
