card,tcg,ck_price,mp_price,ck_pct,mp_pct,units,origin,ck_cal,ck_cal_pct,band,mp_market,productId
Moment of Reckoning,0.24,0.49,0.15,104.16666666666669,-37.5,1218.0,live,0.41944,74.76666666666667,$0-1,0.15,689080.0
Awaken the Woods,14.18,18.99,14.32,33.92101551480958,0.9873060648801169,980.0,live,16.25544,14.636389280677012,$10-20,14.0,688843.0
"Shredder, Shadow Master",0.89,1.99,0.32,123.59550561797754,-64.04494382022472,1174.0,live,1.70344,91.39775280898876,$0-1,0.55,679112.0
Mistrise Village,9.29,13.99,7.36,50.592034445640486,-20.77502691065661,1036.0,live,11.97544,28.906781485468265,$5-10,8.42,624267.0
Mountain (0290),0.29,0.69,0.15,137.9310344827586,-48.27586206896552,3119.0,live,0.5906399999999999,103.66896551724136,$0-1,,648728.0
Basilisk Collar,4.55,6.49,3.95,42.63736263736265,-13.18681318681318,1197.0,live,5.55544,22.09758241758242,$2-5,3.99,591076.0
High Noon,5.6,8.99,4.73,60.53571428571431,-15.535714285714272,1390.0,live,7.69544,37.41857142857143,$5-10,4.59,544336.0
Applied Geometry,0.3,0.49,0.15,63.33333333333334,-50.0,1459.0,live,0.41944,39.81333333333333,$0-1,0.15,688814.0
Anger,0.49,1.49,0.43,204.08163265306123,-12.244897959183673,1506.0,live,1.27544,160.29387755102042,$0-1,0.47,687401.0
Arcane Lighthouse,1.75,3.49,1.03,99.42857142857144,-41.14285714285714,1818.0,live,2.9874400000000003,70.71085714285717,$1-2,1.12,687667.0
Scientist Supreme of A.I.M.,0.28,0.49,0.15,74.99999999999997,-46.42857142857144,1652.0,live,0.41944,49.799999999999976,$0-1,0.2,696650.0
Guardian of Faith,0.52,1.79,0.26,244.2307692307692,-50.0,1490.0,live,1.53224,194.66153846153847,$0-1,0.32,687422.0
Witty Roastmaster,1.81,1.49,0.89,-17.679558011049725,-50.82872928176796,1292.0,live,1.27544,-29.53370165745857,$1-2,1.15,268790.0
Earth's Mightiest Heroes,0.93,1.29,0.3,38.70967741935484,-67.74193548387098,1406.0,live,1.10424,18.735483870967748,$0-1,0.89,696664.0
Prologue to Phyresis,0.78,0.99,0.15,26.92307692307692,-80.76923076923077,1375.0,live,0.84744,8.646153846153839,$0-1,0.65,479581.0
Sodden Verdure,0.39,0.49,0.26,25.64102564102563,-33.33333333333333,1615.0,live,0.41944,7.54871794871794,$0-1,0.37,687541.0
Valley Floodcaller,3.51,5.99,3.03,70.65527065527067,-13.675213675213676,1025.0,live,5.12744,46.08091168091169,$2-5,3.89,559146.0
Underworld Breach (Borderless),7.58,10.99,7.77,44.9868073878628,2.506596306068595,994.0,live,9.40744,24.108707124010547,$5-10,,679234.0
Masked Vandal,1.44,2.29,1.23,59.02777777777779,-14.583333333333332,1746.0,live,1.96024,36.12777777777778,$1-2,1.5,230134.0
Reprieve,1.58,2.29,0.93,44.93670886075949,-41.13924050632911,1186.0,live,1.96024,24.06582278481012,$1-2,1.36,686566.0
Diamond Pick-Axe,0.97,1.49,0.78,53.608247422680414,-19.587628865979376,1162.0,live,1.27544,31.488659793814428,$0-1,1.05,525223.0
Decanter of Endless Water,4.6,4.99,3.06,8.478260869565231,-33.47826086956521,1129.0,live,4.27144,-7.142608695652164,$2-5,3.99,273372.0
Trouble in Pairs (Borderless),15.09,20.99,15.98,39.09874088800529,5.897945659377075,1011.0,live,17.96744,19.06852220013253,$10-20,,679072.0
The Regalia,1.66,2.49,1.4,50.00000000000002,-15.66265060240964,1085.0,live,2.13144,28.40000000000001,$1-2,1.71,633410.0
Eye of Nidhogg,2.05,2.99,1.78,45.85365853658539,-13.170731707317064,1026.0,live,2.55944,24.85073170731708,$2-5,,631216.0
Defiling Daemogoth,0.79,0.79,0.72,0.0,-8.860759493670892,1248.0,live,0.6762400000000001,-14.399999999999997,$0-1,0.75,687341.0
"Ms. Marvel, Kamala Khan (Borderless)",0.69,0.69,0.15,0.0,-78.26086956521738,1085.0,live,0.5906399999999999,-14.400000000000002,$0-1,,696553.0
Darksteel Mutation,0.8,1.79,0.51,123.75,-36.25000000000001,1754.0,live,1.53224,91.53,$0-1,0.66,687396.0
Exemplar of Light (0011),1.88,3.99,1.04,112.23404255319151,-44.68085106382978,1206.0,live,3.4154400000000003,81.67234042553194,$1-2,,589747.0
Isolated Chapel,0.36,0.99,0.3,175.0,-16.666666666666664,1351.0,live,0.84744,135.4,$0-1,0.57,631324.0
Tree of Perdition,2.59,5.49,2.3000000000000003,111.969111969112,-11.19691119691118,1189.0,live,4.69944,81.44555984555986,$2-5,2.49,671135.0
Proft's Eidetic Memory,1.93,4.99,2.15,158.54922279792748,11.398963730569948,1143.0,live,4.27144,121.31813471502592,$1-2,2.78,533895.0
Plains (0287),0.27,0.79,0.15,192.59259259259247,-44.44444444444445,2960.0,live,0.6762400000000001,150.45925925925928,$0-1,,648725.0
The Seriema,1.01,1.99,0.2,97.02970297029702,-80.19801980198021,1384.0,live,1.70344,68.65742574257426,$1-2,0.6,638897.0
Utopia Sprawl,1.73,2.49,1.26,43.9306358381503,-27.167630057803464,1252.0,live,2.13144,23.20462427745665,$1-2,1.55,513067.0
"Carnage, Crimson Chaos",2.19,1.99,0.25,-9.1324200913242,-88.58447488584474,1150.0,live,1.70344,-22.21735159817351,$2-5,0.6,651336.0
Repel Calamity,0.22,0.35,0.15,59.09090909090908,-31.818181818181824,1292.0,live,0.2996,36.18181818181817,$0-1,0.15,688920.0
Path to Exile,2.03,2.79,1.15,37.43842364532021,-43.34975369458128,1786.0,live,2.38824,17.647290640394107,$2-5,1.2,687458.0
Caltrops,25.15,19.99,18.57,-20.5168986083499,-26.163021868787272,1123.0,live,17.111439999999998,-31.96246520874752,$20-50,20.25,6150.0
Armor Wars,0.29,0.49,0.15,68.96551724137932,-48.27586206896552,1540.0,live,0.41944,44.63448275862069,$0-1,0.2,696316.0
Summon: Bahamut,23.76,32.99,20.63,38.84680134680135,-13.173400673400684,984.0,live,28.23944,18.85286195286195,$20-50,20.0,630917.0
Great Divide Guide,1.21,1.79,0.29,47.93388429752067,-76.03305785123966,1354.0,live,1.53224,26.63140495867769,$1-2,0.76,662545.0
"Vito, Thorn of the Dusk Rose",12.04,13.99,8.84,16.196013289036554,-26.578073089701,984.0,live,11.97544,-0.5362126245847043,$10-20,8.17,215384.0
Open the Armory,2.72,3.99,2.6,46.69117647058823,-4.411764705882357,981.0,live,3.4154400000000003,25.56764705882353,$2-5,2.76,227128.0
"Narset, Parter of Veils",0.95,1.49,0.41,56.842105263157904,-56.842105263157904,1407.0,live,1.27544,34.25684210526315,$0-1,0.86,188705.0
Eviscerator's Insight,0.27,0.59,0.15,118.51851851851848,-44.44444444444445,2020.0,live,0.5050399999999999,87.05185185185181,$0-1,0.24,552853.0
Crackle with Power,7.7,9.49,6.76,23.246753246753247,-12.207792207792211,958.0,live,8.12344,5.499220779220782,$5-10,7.68,688884.0
Lotus Petal,33.86,44.99,28.04,32.87064382752511,-17.188422917897224,1154.0,live,38.51144,13.737271116361493,$20-50,,5615.0
"Appa, Steadfast Guardian",6.44,9.99,6.38,55.12422360248447,-0.931677018633548,1036.0,live,8.55144,32.78633540372669,$5-10,6.95,648645.0
Aerith Gainsborough,2.27,2.29,1.35,0.8810572687224677,-40.52863436123348,1059.0,live,1.96024,-13.645814977973568,$2-5,1.65,630864.0
Spirit Link,0.35,0.59,0.15,68.57142857142857,-57.14285714285714,1398.0,live,0.5050399999999999,44.297142857142845,$0-1,0.34,457215.0
"Slash, Reptile Rampager",1.03,1.29,0.31,25.24271844660194,-69.90291262135922,1198.0,live,1.10424,7.20776699029127,$1-2,0.78,673646.0
Heroic Intervention,17.1,17.99,12.5,5.204678362573081,-26.90058479532164,978.0,live,15.399439999999998,-9.944795321637445,$10-20,12.59,499755.0
"Toph, Hardheaded Teacher",0.85,1.49,0.2,75.29411764705883,-76.47058823529412,1148.0,live,1.27544,50.05176470588235,$0-1,,662611.0
Bolt Bend,3.26,5.49,2.89,68.40490797546013,-11.349693251533733,1015.0,live,4.69944,44.15460122699388,$2-5,2.99,188345.0
Slip Out the Back,3.86,6.49,3.92,68.13471502590674,1.5544041450777215,1101.0,live,5.55544,43.92331606217617,$2-5,4.37,268915.0
Underworld Dreams,1.92,1.99,1.86,3.645833333333337,-3.124999999999991,1085.0,live,1.70344,-11.27916666666666,$1-2,2.05,207162.0
Thousand-Year Storm,1.12,1.29,0.45,15.178571428571422,-59.82142857142858,1044.0,live,1.10424,-1.4071428571428566,$1-2,0.75,591779.0
Raise the Palisade,10.54,11.99,9.28,13.757115749525628,-11.954459203036052,1066.0,live,10.26344,-2.623908918406072,$10-20,9.47,499572.0
Firebrand Archer,0.28,0.39,0.15,39.28571428571428,-46.42857142857144,1384.0,live,0.33384,19.228571428571424,$0-1,0.16,591775.0
Cleansing Wildfire,0.57,0.79,0.37,38.59649122807019,-35.08771929824561,2348.0,live,0.6762400000000001,18.63859649122809,$0-1,,221913.0
Open the Way,0.93,1.29,0.22,38.70967741935484,-76.34408602150538,1893.0,live,1.10424,18.735483870967748,$0-1,0.6,687551.0
Worn Powerstone,0.37,0.69,0.15,86.48648648648647,-59.45945945945946,1455.0,live,0.5906399999999999,59.63243243243242,$0-1,0.37,552629.0
Kang the Conqueror,0.51,0.99,0.15,94.11764705882352,-70.58823529411764,1478.0,live,0.84744,66.16470588235293,$0-1,0.17,696272.0
Vernal Fen,0.53,1.29,0.44,143.39622641509433,-16.981132075471702,1496.0,live,1.10424,108.34716981132078,$0-1,0.43,687573.0
Coin of Mastery,1.95,2.49,1.04,27.692307692307704,-46.66666666666666,1305.0,live,2.13144,9.304615384615389,$1-2,1.52,679603.0
Herald's Horn,4.97,5.99,4.49,20.523138832998,-9.65794768611669,991.0,live,5.12744,3.1678068410462825,$2-5,4.71,499815.0
Nether Traitor,0.8,2.29,0.41,186.25,-48.75000000000001,1366.0,live,1.96024,145.03,$0-1,0.42,687454.0
Thrumming Hivepool,0.91,1.29,0.19,41.75824175824176,-79.12087912087912,1563.0,live,1.10424,21.345054945054954,$0-1,0.36,641746.0
Doom Variant - Roaming Throne (Borderless),53.1,69.99,54.88,31.807909604519764,3.3521657250470827,950.0,live,59.91143999999999,12.827570621468908,$50-100,,700738.0
Island (0288),0.33,0.99,0.15,200.0,-54.54545454545456,3073.0,live,0.84744,156.79999999999995,$0-1,,648726.0
Woodland Cemetery,0.51,1.49,0.51,192.156862745098,0.0,1670.0,live,1.27544,150.0862745098039,$0-1,0.5,687585.0
The Earth King,1.53,1.79,0.26,16.99346405228758,-83.00653594771242,1109.0,live,1.53224,0.1464052287581712,$1-2,,662051.0
Ghoulish Impetus,0.48,0.79,0.15,64.58333333333334,-68.74999999999999,1723.0,live,0.6762400000000001,40.88333333333335,$0-1,0.37,687411.0
Benevolent Hydra,0.94,1.79,0.26,90.42553191489364,-72.34042553191489,1342.0,live,1.53224,63.00425531914895,$0-1,,687451.0
"Quintorius, History Chaser (Borderless)",0.87,0.99,0.26,13.79310344827586,-70.11494252873564,1777.0,live,0.84744,-2.5931034482758646,$0-1,,686630.0
Colossus Hammer,0.66,1.79,0.62,171.2121212121212,-6.060606060606066,1839.0,live,1.53224,132.15757575757576,$0-1,0.7,631225.0
Lavaspur Boots,1.4,1.99,0.6900000000000001,42.142857142857146,-50.71428571428571,1244.0,live,1.70344,21.674285714285727,$1-2,1.19,544354.0
Priest of Forgotten Gods,0.54,0.99,0.26,83.33333333333331,-51.85185185185185,1610.0,live,0.84744,56.93333333333332,$0-1,0.43,687487.0
Chaos Warp,0.39,0.99,0.29,153.84615384615384,-25.64102564102565,1404.0,live,0.84744,117.29230769230767,$0-1,0.3,687360.0
"Echo, Perceptive Prodigy",0.19,0.35,0.15,84.21052631578945,-21.052631578947373,1586.0,live,0.2996,57.68421052631577,$0-1,0.15,696271.0
Doppelgang,1.56,2.99,1.55,91.66666666666669,-0.6410256410256416,1049.0,live,2.55944,64.06666666666666,$1-2,1.63,533901.0
"Zimone, Infinite Analyst (Borderless)",0.93,1.29,0.15,38.70967741935484,-83.87096774193549,1080.0,live,1.10424,18.735483870967748,$0-1,,686633.0
Fire Lord Azula,0.95,0.99,0.46,4.210526315789478,-51.57894736842105,1085.0,live,0.84744,-10.79578947368421,$0-1,0.6,660594.0
Assassin's Trophy,0.73,1.49,0.6900000000000001,104.10958904109587,-5.479452054794511,1508.0,live,1.27544,74.71780821917807,$0-1,0.75,687603.0
Dovin's Veto,3.19,3.99,1.76,25.078369905956123,-44.82758620689656,996.0,live,3.4154400000000003,7.067084639498443,$2-5,,187186.0
Triumph of the Hordes,12.71,16.99,12.88,33.67427222659321,1.3375295043273008,942.0,live,14.54344,14.425177025963787,$10-20,12.28,689364.0
Tempest Hawk,0.68,0.99,0.15,45.58823529411764,-77.94117647058823,2872.0,live,0.84744,24.623529411764693,$0-1,0.74,624065.0
PuPu UFO,0.43,0.99,0.15,130.2325581395349,-65.11627906976744,1357.0,live,0.84744,97.07906976744188,$0-1,0.38,632703.0
Delighted Halfling,29.32,37.99,26.03,29.570259208731247,-11.22100954979536,970.0,live,32.51944,10.912141882673952,$20-50,27.65,498414.0
"Joshua, Phoenix's Dominant",1.68,1.79,0.76,6.547619047619054,-54.76190476190476,999.0,live,1.53224,-8.795238095238089,$1-2,,633170.0
Glasswing Grace,0.32,0.35,0.15,9.374999999999991,-53.125,1113.0,live,0.2996,-6.375000000000009,$0-1,,552644.0
Cyclonic Rift,33.97,39.99,31.33,17.721518987341785,-7.771563143950547,926.0,live,34.23144,0.769620253164558,$20-50,33.94,689345.0
Annie Joins Up,4.39,3.49,3.3000000000000003,-20.501138952164,-24.829157175398624,961.0,live,2.9874400000000003,-31.948974943052377,$2-5,4.6,544668.0
"Ulamog, the Defiler",16.39,18.99,14.37,15.863331299572897,-12.324588163514344,985.0,live,16.25544,-0.8209884075655917,$10-20,15.79,552309.0
Endless Foot Assault,2.88,3.49,1.82,21.180555555555568,-36.80555555555555,1170.0,live,2.9874400000000003,3.7305555555555694,$2-5,2.1,679568.0
Forest (0257),0.6,1.29,0.35,115.0,-41.66666666666667,3091.0,live,1.10424,84.04000000000002,$0-1,,657790.0
Refurbished Familiar,0.31,0.39,0.15,25.80645161290323,-51.61290322580645,2271.0,live,0.33384,7.69032258064517,$0-1,0.25,553237.0
Parting Gust,1.02,1.99,0.28,95.09803921568628,-72.54901960784314,1198.0,live,1.70344,67.00392156862746,$1-2,0.81,558346.0
Ethereal Armor,0.38,0.59,0.15,55.26315789473684,-60.526315789473685,1267.0,live,0.5050399999999999,32.90526315789472,$0-1,0.29,575288.0
"Green Goblin, Revenant",0.36,0.69,0.15,91.66666666666666,-58.333333333333336,1026.0,live,0.5906399999999999,64.06666666666666,$0-1,0.17,646616.0
Gathering Stone,0.7,1.49,0.15,112.85714285714288,-78.57142857142857,1257.0,live,1.27544,82.20571428571428,$0-1,0.55,671536.0
High Score,1.52,1.29,0.8200000000000001,-15.13157894736842,-46.05263157894737,1225.0,live,1.10424,-27.35263157894736,$1-2,1.19,679158.0
Black Mage's Rod,0.23,0.35,0.15,52.17391304347825,-34.78260869565218,1467.0,live,0.2996,30.260869565217373,$0-1,0.28,630932.0
Stridehangar Automaton,2.35,3.99,2.11,69.7872340425532,-10.212765957446818,1263.0,live,3.4154400000000003,45.33787234042554,$2-5,2.42,615206.0
Cascade Bluffs,0.5,0.99,0.26,98.0,-48.0,1594.0,live,0.84744,69.488,$0-1,0.33,687670.0
Defile,1.42,2.79,1.0,96.47887323943664,-29.57746478873239,1197.0,live,2.38824,68.18591549295776,$1-2,1.47,191582.0
Harbinger of the Seas,1.72,1.99,0.44,15.69767441860465,-74.4186046511628,1383.0,live,1.70344,-0.9627906976744132,$1-2,0.96,552618.0
"Rootha, Mastering the Moment (Borderless)",0.58,0.99,0.2,70.68965517241381,-65.51724137931035,1140.0,live,0.84744,46.11034482758621,$0-1,,686632.0
Wildgrowth Archaic (Borderless),0.8,0.49,0.15,-38.75000000000001,-81.25,1050.0,live,0.41944,-47.57000000000001,$0-1,,688983.0
Drossforge Bridge,0.91,2.29,0.77,151.64835164835165,-15.384615384615383,1761.0,live,1.96024,115.410989010989,$0-1,0.92,239716.0
Tragedy Feaster,0.29,0.49,0.15,68.96551724137932,-48.27586206896552,1261.0,live,0.41944,44.63448275862069,$0-1,0.15,689053.0
Nature's Rhythm,5.17,6.99,4.0,35.20309477756287,-22.63056092843327,1062.0,live,5.98344,15.73384912959381,$5-10,4.24,624738.0
Asceticism,6.3,6.99,4.22,10.95238095238096,-33.01587301587302,1152.0,live,5.98344,-5.024761904761904,$5-10,4.69,499776.0
Immoral Bargain,0.51,0.69,0.17,35.29411764705881,-66.66666666666666,1374.0,live,0.5906399999999999,15.81176470588234,$0-1,0.27,687583.0
Mithril Coat,31.19,42.99,28.57,37.832638666239184,-8.40012824623277,922.0,live,36.79944,17.984738698300745,$20-50,28.67,499456.0
Orcish Bowmasters,44.37,49.99,44.69,12.66621591165203,0.7212080234392615,1051.0,live,42.79144,-3.5577191796258645,$20-50,46.75,498367.0
Razorkin Needlehead,4.53,8.99,4.09,98.45474613686534,-9.713024282560715,970.0,live,7.69544,69.87726269315672,$2-5,4.74,575069.0
Quandrix Charm,0.33,0.35,0.15,6.060606060606049,-54.54545454545456,1402.0,live,0.2996,-9.212121212121223,$0-1,0.2,686602.0
Forsaken Miner,1.29,1.99,1.03,54.26356589147287,-20.155038759689923,1414.0,live,1.70344,32.049612403100774,$1-2,1.18,544475.0
Realmwalker,1.23,2.79,1.04,126.82926829268293,-15.44715447154471,1469.0,live,2.38824,94.1658536585366,$1-2,1.11,671236.0
Training Regimen,0.26,0.35,0.15,34.615384615384606,-42.30769230769232,1318.0,live,0.2996,15.230769230769218,$0-1,0.15,697062.0
Pest Rescuer,0.84,1.29,0.64,53.57142857142858,-23.809523809523807,1285.0,live,1.10424,31.45714285714288,$0-1,0.79,687398.0
Simian Spirit Guide,3.26,3.49,2.9,7.055214723926394,-11.04294478527607,1142.0,live,2.9874400000000003,-8.360736196319003,$2-5,3.42,233914.0
"Iron Lad, Diverging Destiny",0.24,0.35,0.15,45.83333333333333,-37.5,1157.0,live,0.2996,24.83333333333333,$0-1,0.15,696547.0
The Legend of Roku,10.16,16.99,9.88,67.22440944881888,-2.7559055118110174,1050.0,live,14.54344,43.14409448818896,$10-20,,660549.0
Wild Growth,0.51,0.99,0.33,94.11764705882352,-35.29411764705882,1402.0,live,0.84744,66.16470588235293,$0-1,0.44,457137.0
Heaven-Sent Marvel - Archangel of Thune (Borderless),19.46,19.99,19.01,2.7235354573483943,-2.312435765673172,958.0,live,17.111439999999998,-12.068653648509777,$10-20,,697485.0
Bloodghast,0.72,1.29,0.51,79.16666666666667,-29.166666666666664,1813.0,live,1.10424,53.36666666666668,$0-1,,687391.0
Jhoira's Familiar,1.68,3.49,1.28,107.73809523809526,-23.809523809523807,1025.0,live,2.9874400000000003,77.82380952380954,$1-2,,162257.0
Essenceknit Scholar,0.27,0.35,0.15,29.62962962962961,-44.44444444444445,1195.0,live,0.2996,10.962962962962948,$0-1,0.2,689522.0
Horizon Explorer,2.36,3.49,2.53,47.881355932203405,7.203389830508472,1153.0,live,2.9874400000000003,26.586440677966124,$2-5,2.62,641983.0
Blight Mound,0.39,0.79,0.15,102.56410256410258,-61.53846153846154,1593.0,live,0.6762400000000001,73.3948717948718,$0-1,0.25,687382.0
Elvish Mystic,0.43,1.29,0.47,200.00000000000009,9.302325581395344,1436.0,live,1.10424,156.80000000000004,$0-1,0.49,687499.0
Mountain (0305),0.27,1.29,0.15,377.77777777777777,-44.44444444444445,3054.0,live,1.10424,308.9777777777778,$0-1,,630898.0
High Perfect Morcant,1.11,1.29,0.19,16.21621621621621,-82.8828828828829,982.0,live,1.10424,-0.5189189189189177,$1-2,0.87,668578.0
Reliquary Tower,4.9,5.99,3.43,22.244897959183668,-30.000000000000004,985.0,live,5.12744,4.641632653061216,$2-5,3.34,687486.0
Secret Invasion,0.27,0.49,0.15,81.48148148148147,-44.44444444444445,1501.0,live,0.41944,55.34814814814813,$0-1,0.15,696277.0
Peregrine Drake,0.28,0.79,0.15,182.1428571428572,-46.42857142857144,1311.0,live,0.6762400000000001,141.5142857142857,$0-1,0.26,458178.0
Shielded by Faith,0.38,0.99,0.15,160.52631578947367,-60.526315789473685,1526.0,live,0.84744,123.01052631578946,$0-1,0.35,687526.0
"Evendo, Waking Haven",16.2,21.99,12.85,35.74074074074074,-20.67901234567901,950.0,live,18.82344,16.194074074074067,$10-20,12.99,643049.0
Pinnacle Emissary,1.27,2.49,0.15,96.06299212598428,-88.18897637795277,1521.0,live,2.13144,67.82992125984252,$1-2,0.56,643621.0
Slickshot Show-Off,5.81,9.49,4.37,63.33907056798624,-24.784853700516344,1302.0,live,8.12344,39.81824440619623,$5-10,5.78,544208.0
Cultivate,0.5,0.99,0.36,98.0,-28.000000000000004,1120.0,live,0.84744,69.488,$0-1,0.4,499506.0
Growing Rites of Itlimoc,8.43,13.99,8.61,65.95492289442468,2.135231316725976,956.0,live,11.97544,42.057413997627535,$5-10,,524220.0
"Midgar, City of Mako",1.94,2.99,1.3,54.123711340206206,-32.98969072164948,1003.0,live,2.55944,31.92989690721649,$1-2,,634034.0
Dark Ritual,4.59,4.99,2.32,8.714596949891074,-49.455337690631815,1256.0,live,4.27144,-6.940305010893241,$2-5,,1381.0
Swords to Plowshares,1.46,2.49,1.39,70.54794520547946,-4.79452054794521,1523.0,live,2.13144,45.989041095890414,$1-2,1.36,624152.0
"Sephiroth, Fabled SOLDIER",31.65,34.99,26.05,10.552922590837294,-17.693522906793042,953.0,live,29.95144,-5.366698262243276,$20-50,,630950.0
Forgotten Ancient,0.37,0.79,0.26,113.51351351351352,-29.729729729729726,1258.0,live,0.6762400000000001,82.7675675675676,$0-1,0.34,687504.0
Helm of the Host,8.37,8.49,7.140000000000001,1.4336917562724134,-14.6953405017921,958.0,live,7.26744,-13.17275985663082,$5-10,6.99,559849.0
Puresteel Paladin,0.74,0.99,0.61,33.78378378378378,-17.56756756756757,1148.0,live,0.84744,14.518918918918915,$0-1,0.71,631130.0
Sunderflock,1.78,1.99,1.0,11.797752808988765,-43.82022471910113,1173.0,live,1.70344,-4.301123595505615,$1-2,1.84,671473.0
Farseek,0.8,1.49,0.66,86.25,-17.5,1392.0,live,1.27544,59.42999999999999,$0-1,0.7,559948.0
The Unagi of Kyoshi Island,1.37,2.49,0.71,81.75182481751825,-48.17518248175183,1084.0,live,2.13144,55.579562043795605,$1-2,,661945.0
Traveling Chocobo,19.44,21.99,17.76,13.117283950617267,-8.641975308641973,950.0,live,18.82344,-3.1716049382716216,$10-20,17.25,630929.0
An Offer You Can't Refuse,2.56,4.99,2.41,94.921875,-5.8593749999999964,973.0,live,4.27144,66.853125,$2-5,2.52,590828.0
Thundering Falls,15.54,20.99,15.61,35.070785070785064,0.4504504504504523,999.0,live,17.96744,15.620592020592024,$10-20,15.5,532918.0
Loki Laufeyson,0.17,0.35,0.15,105.88235294117644,-11.764705882352953,1272.0,live,0.2996,76.23529411764703,$0-1,0.15,697030.0
Feather of Flight,0.37,1.29,0.15,248.64864864864865,-59.45945945945946,1368.0,live,1.10424,198.44324324324327,$0-1,0.38,559040.0
Big Score,0.39,1.49,0.25,282.05128205128204,-35.8974358974359,1687.0,live,1.27544,227.03589743589737,$0-1,0.43,688726.0
Arcane Signet,0.45,0.99,0.42,120.0,-6.666666666666672,2108.0,live,0.84744,88.32,$0-1,0.5,687531.0
Expressive Iteration,1.0,1.29,0.32,29.000000000000004,-68.0,1051.0,live,1.10424,10.42400000000001,$1-2,0.97,689407.0
Mind Stone,0.39,0.99,0.22,153.84615384615384,-43.58974358974359,1289.0,live,0.84744,117.29230769230767,$0-1,0.25,463303.0
Feign Death,1.51,2.29,0.51,51.65562913907284,-66.22516556291392,1116.0,live,1.96024,29.81721854304635,$1-2,1.0,243205.0
High Market,0.4,1.29,0.31,222.5,-22.500000000000007,1581.0,live,1.10424,176.06,$0-1,0.37,687689.0
Sudden Breakthrough,0.27,0.69,0.15,155.55555555555551,-44.44444444444445,1029.0,live,0.5906399999999999,118.75555555555552,$0-1,0.25,235670.0
"Tezzeret, Cruel Captain",19.88,27.99,17.45,40.794768611670015,-12.223340040241448,1032.0,live,23.95944,20.52032193158953,$10-20,17.79,638908.0
Roaming Throne,51.72,57.99,46.59,12.122969837587014,-9.91879350348027,915.0,live,49.63944,-4.022737819025519,$50-100,45.0,525238.0
Viscera Seer,0.51,1.29,0.26,152.94117647058826,-49.01960784313725,1515.0,live,1.10424,116.51764705882354,$0-1,,687505.0
Rogue's Passage,0.39,0.99,0.39,153.84615384615384,0.0,1570.0,live,0.84744,117.29230769230767,$0-1,0.39,590880.0
Talisman of Indulgence,1.89,2.79,1.71,47.61904761904763,-9.52380952380952,1111.0,live,2.38824,26.36190476190477,$1-2,2.1,631550.0
Commercial District,7.89,10.99,7.18,39.29024081115337,-8.99873257287706,1030.0,live,9.40744,19.23244613434728,$5-10,8.07,532880.0
Claim the Kingdom,0.27,0.35,0.15,29.62962962962961,-44.44444444444445,1426.0,live,0.2996,10.962962962962948,$0-1,0.15,696569.0
"Mai, Scornful Striker",0.94,1.79,0.26,90.42553191489364,-72.34042553191489,1051.0,live,1.53224,63.00425531914895,$0-1,0.5,661961.0
Firebender Ascension,0.91,0.99,0.2,8.791208791208787,-78.02197802197801,1072.0,live,0.84744,-6.874725274725281,$0-1,0.6,661951.0
Nature's Lore,2.26,4.49,2.4,98.67256637168144,6.194690265486732,1052.0,live,3.84344,70.06371681415932,$2-5,2.47,687543.0
Geometer's Arthropod (Borderless),0.82,0.49,0.15,-40.24390243902439,-81.70731707317073,989.0,live,0.41944,-48.84878048780487,$0-1,,688829.0
Champion's Helm,1.22,2.79,1.03,128.68852459016392,-15.573770491803272,1167.0,live,2.38824,95.75737704918036,$1-2,1.33,631208.0
"Anti-Venom, Horrifying Healer",7.2,7.99,5.1000000000000005,10.97222222222222,-29.166666666666664,994.0,live,6.83944,-5.007777777777784,$5-10,6.0,646522.0
Strength of Will,1.71,2.49,1.04,45.61403508771932,-39.1812865497076,1064.0,live,2.13144,24.64561403508772,$1-2,1.38,651996.0
"Ashling, Flame Dancer",5.38,9.49,5.1000000000000005,76.39405204460968,-5.204460966542739,918.0,live,8.12344,50.99330855018589,$5-10,5.47,552857.0
Vengeful Bloodwitch,0.31,0.39,0.15,25.80645161290323,-51.61290322580645,1363.0,live,0.33384,7.69032258064517,$0-1,0.17,563893.0
Selfless Spirit,0.44,0.99,0.29,125.0,-34.09090909090909,1577.0,live,0.84744,92.6,$0-1,0.31,687503.0
Cryogen Relic,0.31,0.69,0.15,122.5806451612903,-51.61290322580645,1734.0,live,0.5906399999999999,90.5290322580645,$0-1,0.22,643478.0
Thought Vessel,2.5,3.49,2.43,39.60000000000001,-2.7999999999999936,1364.0,live,2.9874400000000003,19.497600000000013,$2-5,2.56,631303.0
"Braids, Arisen Nightmare",4.09,6.49,4.16,58.67970660146701,1.711491442542794,1160.0,live,5.55544,35.82982885085575,$2-5,4.65,641961.0
"Ishgard, the Holy See",1.78,2.49,1.03,39.88764044943821,-42.13483146067416,926.0,live,2.13144,19.7438202247191,$1-2,,635622.0
Druid Class,1.92,2.79,1.43,45.31250000000001,-25.52083333333333,2183.0,live,2.38824,24.387500000000014,$1-2,1.81,243352.0
Deceit,3.19,7.99,3.08,150.4702194357367,-3.448275862068962,1260.0,live,6.83944,114.4025078369906,$2-5,4.8,656681.0
Infectious Bite,1.22,1.79,0.39,46.72131147540984,-68.0327868852459,1203.0,live,1.53224,25.593442622950825,$1-2,,479034.0
