card,tcg,ck_price,mp_price,ck_pct,mp_pct,units,origin,ck_cal,ck_cal_pct,band,mp_market,productId
Academy Manufactor,6.78,9.49,6.59,39.97050147492625,-2.802359882005905,770.0,live,8.12344,19.814749262536875,$5-10,6.33,240047.0
Scalding Tarn,38.39,42.99,39.66,11.982287053920295,3.30815316488668,843.0,live,36.79944,-4.143162281844221,$20-50,38.45,238610.0
Quirion Ranger,1.37,2.29,1.14,67.15328467153283,-16.788321167883225,1154.0,live,1.96024,43.08321167883211,$1-2,,239776.0
Changeling Wayfinder,0.25,0.35,0.15,39.99999999999999,-40.0,1371.0,live,0.2996,19.83999999999999,$0-1,0.19,672033.0
With Great Power . . .,1.23,1.49,0.15,21.138211382113823,-87.8048780487805,932.0,live,1.27544,3.6943089430894247,$1-2,0.76,651378.0
Goldlust Triad,5.71,7.99,5.19,39.92994746059545,-9.106830122591935,819.0,live,6.83944,19.780035026269697,$5-10,5.57,624325.0
"Bugenhagen, Wise Elder",0.44,1.29,0.4,193.18181818181824,-9.090909090909086,1406.0,live,1.10424,150.9636363636364,$0-1,0.57,631113.0
"Arana, Heart of the Spider",0.77,1.29,0.39,67.53246753246754,-49.35064935064935,837.0,live,1.10424,43.40779220779222,$0-1,,651999.0
Thassa's Oracle,23.72,27.99,19.79,18.001686340640806,-16.568296795952783,734.0,live,23.95944,1.009443507588526,$20-50,18.62,206926.0
"Aurelia, the Law Above",1.44,2.29,1.45,59.02777777777779,0.6944444444444451,820.0,live,1.96024,36.12777777777778,$1-2,1.65,529989.0
Horn of Greed (Borderless),8.32,9.49,7.81,14.0625,-6.1298076923077005,778.0,live,8.12344,-2.362499999999998,$5-10,,668492.0
Archfiend of Depravity,0.4,0.99,0.15,147.5,-62.5,918.0,live,0.84744,111.86,$0-1,,631223.0
Winter Moon,0.41,0.99,0.15,141.46341463414635,-63.41463414634146,1032.0,live,0.84744,106.69268292682928,$0-1,0.57,548574.0
Extinguisher Battleship,0.48,1.29,0.2,168.75000000000003,-58.33333333333333,873.0,live,1.10424,130.05,$0-1,0.47,641726.0
Moogles' Valor,0.65,0.69,0.23,6.153846153846142,-64.61538461538461,814.0,live,0.5906399999999999,-9.132307692307704,$0-1,0.54,631823.0
"Shang-Chi, Master of Kung Fu (Borderless) (0370)",14.63,18.99,14.68,29.801777170198207,0.3417634996582292,753.0,live,16.25544,11.110321257689671,$10-20,,697067.0
Emrakul's Messenger,0.35,0.69,0.15,97.14285714285714,-57.14285714285714,927.0,live,0.5906399999999999,68.75428571428571,$0-1,0.28,552822.0
Lessons from Life,0.32,0.35,0.15,9.374999999999991,-53.125,1128.0,live,0.2996,-6.375000000000009,$0-1,0.25,679600.0
Patriarch's Bidding,3.87,4.99,2.08,28.9405684754522,-46.253229974160206,770.0,live,4.27144,10.37312661498708,$2-5,,239757.0
White Lotus Tile,4.75,6.99,3.01,47.15789473684211,-36.631578947368425,781.0,live,5.98344,25.967157894736843,$2-5,3.27,660532.0
Primal Vigor,10.99,10.99,10.32,0.0,-6.096451319381255,748.0,live,9.40744,-14.400000000000007,$10-20,10.59,513893.0
Phyrexian Tower,27.8,39.99,25.47,43.84892086330935,-8.381294964028783,788.0,live,34.23144,23.1346762589928,$20-50,25.74,552852.0
Secluded Courtyard,0.38,0.39,0.15,2.6315789473684235,-60.526315789473685,1149.0,live,0.33384,-12.147368421052626,$0-1,0.2,525821.0
Freed from the Real,8.2,11.99,6.7700000000000005,46.219512195121965,-17.43902439024389,766.0,live,10.26344,25.1639024390244,$5-10,7.19,12437.0
Swords to Plowshares,1.39,2.49,1.4,79.13669064748204,0.7194244604316554,1164.0,live,2.13144,53.34100719424462,$1-2,1.4,624152.0
Cyberdrive Awakener (Borderless),4.16,4.99,3.81,19.95192307692308,-8.41346153846154,755.0,live,4.27144,2.6788461538461537,$2-5,,697488.0
Namor the Sub-Mariner (Borderless) (0362),14.35,16.99,14.41,18.397212543554,0.4181184668989581,772.0,live,14.54344,1.3480139372822226,$10-20,,696288.0
Sheoldred's Edict,1.29,1.79,0.78,38.75968992248062,-39.53488372093023,912.0,live,1.53224,18.77829457364341,$1-2,1.43,689361.0
Sterling Grove,3.48,5.49,3.28,57.75862068965518,-5.747126436781615,787.0,live,4.69944,35.04137931034483,$2-5,3.87,240050.0
Buried Ruin,0.38,0.99,0.37,160.52631578947367,-2.6315789473684235,1304.0,live,0.84744,123.01052631578946,$0-1,0.45,642848.0
Thornspire Verge,5.5,7.49,4.87,36.18181818181819,-11.454545454545451,835.0,live,6.41144,16.57163636363636,$5-10,5.31,576530.0
Claim Jumper,0.35,0.49,0.15,40.00000000000001,-57.14285714285714,1114.0,live,0.41944,19.840000000000003,$0-1,0.27,687388.0
"Miirym, Sentinel Wyrm",6.35,4.99,6.19,-21.41732283464566,-2.519685039370067,797.0,live,4.27144,-32.73322834645669,$5-10,7.86,273196.0
Summon: Leviathan,1.4,2.29,0.54,63.57142857142859,-61.42857142857142,808.0,live,1.96024,40.01714285714287,$1-2,1.6,631807.0
Squirrel Sanctuary,0.36,0.79,0.15,119.44444444444446,-58.333333333333336,845.0,live,0.6762400000000001,87.84444444444446,$0-1,0.4,239441.0
Auroral Procession,0.48,1.49,0.15,210.41666666666669,-68.74999999999999,1170.0,live,1.27544,165.71666666666667,$0-1,0.36,624254.0
Dragonskull Summit,0.61,0.79,0.26,29.508196721311485,-57.377049180327866,997.0,live,0.6762400000000001,10.859016393442635,$0-1,,631583.0
Ocelot Pride,41.39,54.99,40.79,32.85817830393815,-1.4496255134090394,900.0,live,47.07144,13.72660062817106,$20-50,39.73,552863.0
Peregrin Took (Showcase),0.4,1.29,0.17,222.5,-57.49999999999999,900.0,live,1.10424,176.06,$0-1,,498615.0
Shivan Reef,0.4,0.99,0.28,147.5,-30.0,1013.0,live,0.84744,111.86,$0-1,0.32,624216.0
Kalonian Hydra,5.66,7.49,5.14,32.332155477031804,-9.187279151943471,803.0,live,6.41144,13.276325088339217,$5-10,6.0,559916.0
Archaeomancer's Map,1.06,1.99,0.96,87.73584905660377,-9.433962264150953,925.0,live,1.70344,60.70188679245283,$1-2,0.96,687374.0
Deduce,0.17,0.35,0.15,105.88235294117644,-11.764705882352953,988.0,live,0.2996,76.23529411764703,$0-1,0.15,686635.0
Whispersilk Cloak,4.09,3.99,1.5,-2.444987775061116,-63.32518337408312,850.0,live,3.4154400000000003,-16.492909535452313,$2-5,1.43,11597.0
Summon: Fenrir,0.65,0.59,0.15,-9.23076923076924,-76.92307692307692,975.0,live,0.5050399999999999,-22.30153846153848,$0-1,0.39,630923.0
"Liliana, Dreadhorde General",7.19,10.99,6.92,52.85118219749651,-3.755215577190549,742.0,live,9.40744,30.840611961057007,$5-10,7.48,588098.0
Pest Infestation,0.52,0.79,0.46,51.92307692307693,-11.538461538461538,959.0,live,0.6762400000000001,30.046153846153857,$0-1,0.59,687560.0
Dina's Guidance (Extended Art),1.55,1.29,0.78,-16.7741935483871,-49.67741935483871,827.0,live,1.10424,-28.758709677419347,$1-2,,689111.0
Curious Forager,0.36,0.59,0.15,63.888888888888886,-58.333333333333336,920.0,live,0.5050399999999999,40.28888888888888,$0-1,0.15,559117.0
Diary of Dreams,0.28,0.35,0.15,24.999999999999982,-46.42857142857144,1110.0,live,0.2996,6.999999999999981,$0-1,0.15,686572.0
Mishra's Bauble,2.36,2.99,0.72,26.694915254237305,-69.49152542372882,1102.0,live,2.55944,8.450847457627122,$2-5,,451925.0
Ringsight,0.41,0.99,0.19,141.46341463414635,-53.65853658536584,832.0,live,0.84744,106.69268292682928,$0-1,0.4,498527.0
Lava Dart,0.98,1.99,0.56,103.0612244897959,-42.85714285714285,2115.0,live,1.70344,73.82040816326531,$0-1,,190635.0
Ghostly Prison,5.69,5.99,4.16,5.272407732864672,-26.889279437609844,837.0,live,5.12744,-9.886818980667844,$5-10,4.27,687413.0
"Kilo, Apogee Mind (Borderless)",1.81,2.49,0.3,37.56906077348067,-83.42541436464089,1196.0,live,2.13144,17.759116022099445,$1-2,,638906.0
The Emperor of Palamecia,0.3,0.35,0.15,16.666666666666664,-50.0,873.0,live,0.2996,-0.1333333333333371,$0-1,,631005.0
Nulldrifter,1.2,2.29,0.39,90.83333333333334,-67.5,928.0,live,1.96024,63.35333333333334,$1-2,0.97,548590.0
Red Elemental Blast,3.51,5.49,3.25,56.41025641025642,-7.407407407407401,1280.0,live,4.69944,33.887179487179495,$2-5,,1537.0
Talisman of Conviction,0.38,0.59,0.2,55.26315789473684,-47.368421052631575,1103.0,live,0.5050399999999999,32.90526315789472,$0-1,0.32,631187.0
Skirk Prospector,0.29,0.69,0.15,137.9310344827586,-48.27586206896552,1259.0,live,0.5906399999999999,103.66896551724136,$0-1,0.25,462963.0
Lush Portico,5.11,7.99,4.67,56.360078277886494,-8.61056751467711,833.0,live,6.83944,33.84422700587083,$5-10,5.36,532881.0
"Etali, Primal Storm",0.47,0.79,0.37,68.08510638297875,-21.276595744680847,879.0,live,0.6762400000000001,43.88085106382981,$0-1,0.37,559824.0
Carrion Feeder,3.8,4.99,3.66,31.315789473684223,-3.684210526315781,810.0,live,4.27144,12.406315789473693,$2-5,3.86,191578.0
Mountain (0303),0.25,0.59,0.15,136.0,-40.0,2602.0,live,0.5050399999999999,102.01599999999998,$0-1,,630895.0
Dour Port-Mage,2.44,4.49,1.96,84.01639344262296,-19.672131147540984,770.0,live,3.84344,57.51803278688526,$2-5,2.23,559503.0
The Endstone,2.02,3.49,1.82,72.77227722772278,-9.9009900990099,873.0,live,2.9874400000000003,47.89306930693071,$2-5,2.01,641744.0
Return to the Ranks,0.35,0.49,0.15,40.00000000000001,-57.14285714285714,794.0,live,0.41944,19.840000000000003,$0-1,0.39,688933.0
Crop Rotation,3.69,3.99,3.08,8.130081300813014,-16.531165311653112,888.0,live,3.4154400000000003,-7.440650406504057,$2-5,3.67,688886.0
Day of Black Sun,0.8,1.29,0.15,61.24999999999999,-81.25,924.0,live,1.10424,38.03000000000001,$0-1,0.35,660525.0
Elvish Spirit Guide,3.02,2.99,2.33,-0.993377483443702,-22.84768211920529,869.0,live,2.55944,-15.250331125827818,$2-5,2.37,457270.0
Twenty-Toed Toad,6.11,6.99,2.91,14.402618657937804,-52.373158756137485,935.0,live,5.98344,-2.0713584288052447,$5-10,,559999.0
Avenger of Zendikar,0.42,1.29,0.41,207.1428571428572,-2.380952380952383,1191.0,live,1.10424,162.91428571428577,$0-1,0.46,671181.0
"The Mighty Thor, Jane Foster (Extended Art)",1.6,2.29,1.19,43.125,-25.625000000000007,794.0,live,1.96024,22.515,$1-2,,696647.0
Madame Hydra (Borderless),0.29,0.35,0.15,20.6896551724138,-48.27586206896552,889.0,live,0.2996,3.3103448275862064,$0-1,,696333.0
Shipwreck Marsh,6.57,10.99,6.640000000000001,67.27549467275495,1.0654490106544945,761.0,live,9.40744,43.18782343987822,$5-10,6.66,247826.0
Planar Engineering (Extended Art),2.75,1.49,1.11,-45.81818181818182,-59.63636363636363,803.0,live,1.27544,-53.62036363636364,$2-5,,688688.0
"Splinter, Radical Rat",0.92,0.49,0.15,-46.73913043478261,-83.69565217391303,818.0,live,0.41944,-54.40869565217392,$0-1,0.21,673673.0
"Aang, at the Crossroads",0.8,0.79,0.2,-1.250000000000001,-75.00000000000001,828.0,live,0.6762400000000001,-15.469999999999995,$0-1,,660583.0
Chaos Warp (Borderless),5.3,5.49,5.05,3.584905660377366,-4.716981132075472,760.0,live,4.69944,-11.331320754716977,$5-10,,668487.0
Whispersilk Cloak,3.63,2.99,2.33,-17.63085399449035,-35.81267217630854,897.0,live,2.55944,-29.492011019283748,$2-5,2.3,11597.0
Nature's Lore,3.22,3.99,2.58,23.913043478260867,-19.87577639751553,754.0,live,3.4154400000000003,6.069565217391306,$2-5,2.9,687543.0
Galazeth Prismari,0.37,0.99,0.15,167.56756756756758,-59.45945945945946,1192.0,live,0.84744,129.03783783783786,$0-1,0.2,687631.0
Origin of the Avengers (Borderless),0.53,0.49,0.15,-7.547169811320761,-71.69811320754717,863.0,live,0.41944,-20.86037735849057,$0-1,,696475.0
Kazuul's Fury,0.57,1.79,0.5700000000000001,214.0350877192983,1.9477596923248362e-14,973.0,live,1.53224,168.81403508771933,$0-1,,222039.0
Miles Morales,5.15,4.99,3.42,-3.106796116504857,-33.59223300970874,782.0,live,4.27144,-17.059417475728157,$5-10,,646579.0
"Thanos, the Mad Titan (Borderless) (0376)",11.96,9.99,9.02,-16.47157190635452,-24.58193979933112,718.0,live,8.55144,-28.49966555183948,$10-20,,696338.0
Ugin's Labyrinth,13.4,20.99,11.64,56.6417910447761,-13.134328358208952,1038.0,live,17.96744,34.08537313432836,$10-20,12.29,548589.0
Lightning Greaves,4.96,6.49,4.07,30.84677419354839,-17.943548387096765,772.0,live,5.55544,12.00483870967742,$2-5,4.21,687611.0
"Mjolnir, Storm Hammer",2.43,3.99,2.08,64.19753086419753,-14.403292181069965,836.0,live,3.4154400000000003,40.553086419753086,$2-5,,556330.0
Razorgrass Ambush,0.36,0.49,0.15,36.11111111111112,-58.333333333333336,1096.0,live,0.41944,16.51111111111111,$0-1,,552581.0
Leo's Katana - Sword of Sinew and Steel (Borderless),3.17,2.29,2.05,-27.7602523659306,-35.33123028391167,792.0,live,1.96024,-38.1627760252366,$2-5,,679212.0
Seat of the Synod,0.8,1.49,0.61,86.25,-23.750000000000007,1156.0,live,1.27544,59.42999999999999,$0-1,0.7,642862.0
"Taskmaster, Mercenary Mimic (Extended Art)",2.2,2.79,1.04,26.81818181818181,-52.727272727272734,781.0,live,2.38824,8.556363636363635,$2-5,,696871.0
Monstrous Vortex,0.41,0.39,0.15,-4.878048780487796,-63.41463414634146,919.0,live,0.33384,-18.57560975609755,$0-1,0.27,552868.0
Brokers Hideout,1.21,1.79,0.61,47.93388429752067,-49.58677685950413,851.0,live,1.53224,26.63140495867769,$1-2,1.04,269107.0
It That Heralds the End,0.42,0.59,0.15,40.47619047619048,-64.28571428571429,1034.0,live,0.5050399999999999,20.24761904761904,$0-1,0.23,548595.0
Bojuka Bog,1.81,2.29,1.03,26.519337016574585,-43.0939226519337,996.0,live,1.96024,8.300552486187842,$1-2,1.19,687669.0
"Tinybones, Bauble Burglar",1.32,1.29,0.44,-2.2727272727272747,-66.66666666666667,798.0,live,1.10424,-16.34545454545454,$1-2,0.76,589379.0
Octopus Form,0.22,0.35,0.15,59.09090909090908,-31.818181818181824,1111.0,live,0.2996,36.18181818181817,$0-1,0.15,661802.0
Maelstrom Artisan,0.24,0.49,0.15,104.16666666666669,-37.5,1119.0,live,0.41944,74.76666666666667,$0-1,,688523.0
Firebending Student,0.35,0.99,0.15,182.8571428571429,-57.14285714285714,927.0,live,0.84744,142.1257142857143,$0-1,0.3,660544.0
"Carnage, Crimson Chaos (Borderless)",3.21,2.99,1.12,-6.853582554517127,-65.10903426791276,821.0,live,2.55944,-20.26666666666667,$2-5,,651351.0
Planar Incision,0.38,1.29,0.26,239.4736842105264,-31.57894736842105,928.0,live,1.10424,190.58947368421056,$0-1,0.35,262784.0
"Ajani, Nacatl Pariah",9.44,13.99,7.99,48.19915254237289,-15.360169491525417,921.0,live,11.97544,26.8584745762712,$5-10,,541279.0
Tibalt's Trickery,9.85,17.99,10.42,82.63959390862942,5.786802030456856,734.0,live,15.399439999999998,56.33949238578679,$5-10,10.75,230206.0
Vandalblast,1.52,2.29,1.23,50.6578947368421,-19.07894736842105,819.0,live,1.96024,28.96315789473684,$1-2,1.5,631188.0
Coastal Peak,0.32,0.49,0.15,53.12499999999999,-53.125,1317.0,live,0.41944,31.074999999999992,$0-1,0.16,687592.0
Famished Worldsire,2.75,4.49,2.6,63.27272727272728,-5.454545454545452,740.0,live,3.84344,39.76145454545455,$2-5,2.69,642982.0
Swamp,1.73,1.99,0.5,15.028901734104046,-71.09826589595376,2504.0,live,1.70344,-1.5352601156069317,$1-2,0.3,206024.0
The One Ring (Borderless) (LTR Bundle),88.96,129.99,125.02,46.12185251798564,40.53507194244605,739.0,live,111.27144,25.080305755395703,$50-100,,488270.0
Summon: Yojimbo,1.12,2.49,1.04,122.32142857142856,-7.142857142857148,1699.0,live,2.13144,90.30714285714284,$1-2,1.24,631165.0
Cultivate,0.4,0.99,0.35,147.5,-12.50000000000001,1258.0,live,0.84744,111.86,$0-1,0.45,499506.0
Political Triumph,0.22,0.35,0.15,59.09090909090908,-31.818181818181824,1753.0,live,0.2996,36.18181818181817,$0-1,0.16,696476.0
Dark Ritual,4.39,4.49,2.08,2.277904328018236,-52.61958997722095,901.0,live,3.84344,-12.45011389521639,$2-5,,1381.0
Reckoner's Bargain,1.43,2.49,0.78,74.12587412587415,-45.45454545454545,1575.0,live,2.13144,49.05174825174826,$1-2,,262771.0
Devoted Druid,0.39,1.29,0.36,230.7692307692308,-7.692307692307699,1564.0,live,1.10424,183.1384615384616,$0-1,0.42,671202.0
Sanguine Bond,5.84,6.49,5.5200000000000005,11.130136986301377,-5.479452054794511,883.0,live,5.55544,-4.872602739726027,$5-10,4.81,499501.0
Maskwood Nexus,0.97,2.29,1.17,136.08247422680412,20.61855670103093,1066.0,live,1.96024,102.08659793814434,$0-1,1.3,553540.0
Hedge Maze,10.27,16.99,9.27,65.43330087633883,-9.737098344693282,791.0,live,14.54344,41.61090555014605,$10-20,10.9,532916.0
March of Swirling Mist,3.73,6.49,3.78,73.9946380697051,1.340482573726537,778.0,live,5.55544,48.93941018766756,$2-5,4.6,262791.0
Erebor Flamesmith,0.36,0.99,0.3,175.0,-16.666666666666664,1101.0,live,0.84744,135.4,$0-1,0.35,499920.0
Abundant Countryside,3.05,4.99,2.76,63.6065573770492,-9.508196721311476,1525.0,live,4.27144,40.04721311475411,$2-5,3.12,671180.0
Fangs of Kalonia,0.32,0.49,0.15,53.12499999999999,-53.125,890.0,live,0.41944,31.074999999999992,$0-1,0.27,552812.0
Battlefield Forge,0.34,0.79,0.18,132.35294117647058,-47.05882352941177,1034.0,live,0.6762400000000001,98.89411764705883,$0-1,0.24,624204.0
All That Glitters (Borderless),0.39,1.29,0.4,230.7692307692308,2.5641025641025665,803.0,live,1.10424,183.1384615384616,$0-1,,507185.0
Mechanized Production (Borderless),4.4,3.99,2.05,-9.318181818181822,-53.40909090909092,734.0,live,3.4154400000000003,-22.376363636363635,$2-5,,696414.0
Decanter of Endless Water (Showcase),2.51,4.49,2.56,78.88446215139444,1.9920318725099708,913.0,live,3.84344,53.12509960159365,$2-5,,273423.0
Narset's Reversal,2.57,3.99,2.28,55.25291828793776,-11.284046692607005,804.0,live,3.4154400000000003,32.896498054474726,$2-5,2.19,624156.0
"Susur Secundi, Void Altar",3.56,6.49,2.88,82.30337078651687,-19.101123595505623,774.0,live,5.55544,56.05168539325842,$2-5,,641742.0
Call Damage Control,0.21,0.35,0.15,66.66666666666666,-28.57142857142857,1760.0,live,0.2996,42.66666666666666,$0-1,0.15,697044.0
Ashling's Command,0.54,0.79,0.26,46.29629629629629,-51.85185185185185,904.0,live,0.6762400000000001,25.229629629629635,$0-1,,656679.0
"Splinter, the Mentor (0003) (Borderless)",2.16,4.99,0.78,131.0185185185185,-63.88888888888889,1193.0,live,4.27144,97.75185185185184,$2-5,,657756.0
Ornithopter,0.32,0.69,0.16,115.62499999999996,-50.0,1918.0,live,0.5906399999999999,84.57499999999997,$0-1,0.19,457188.0
Mycoloth,0.39,0.99,0.25,153.84615384615384,-35.8974358974359,1225.0,live,0.84744,117.29230769230767,$0-1,0.25,687538.0
Plumb the Forbidden,0.34,0.79,0.19,132.35294117647058,-44.117647058823536,1008.0,live,0.6762400000000001,98.89411764705883,$0-1,0.2,687481.0
Glint-Horn Buccaneer,8.59,13.99,7.38,62.86379511059372,-14.086146682188591,718.0,live,11.97544,39.41140861466823,$5-10,7.9,192896.0
"Zul Ashur, Lich Lord",0.68,1.49,0.15,119.11764705882352,-77.94117647058823,802.0,live,1.27544,87.56470588235291,$0-1,0.54,589382.0
Nomad Outpost,0.3,0.69,0.15,129.99999999999997,-50.0,919.0,live,0.5906399999999999,96.88,$0-1,0.21,624269.0
"Ashling, Rekindled",1.02,0.99,0.43,-2.9411764705882377,-57.84313725490197,891.0,live,0.84744,-16.917647058823533,$1-2,,656663.0
Simic Ascendancy,0.49,1.49,0.31,204.08163265306123,-36.734693877551024,888.0,live,1.27544,160.29387755102042,$0-1,0.49,559899.0
"Eirdu, Carrier of Dawn",2.73,3.99,2.25,46.15384615384616,-17.58241758241758,754.0,live,3.4154400000000003,25.10769230769232,$2-5,,656563.0
Seize the Day (Borderless),3.88,5.99,4.1,54.38144329896908,5.670103092783499,742.0,live,5.12744,32.15051546391753,$2-5,,696420.0
"Wiccan, Rising Magician",0.22,0.35,0.15,59.09090909090908,-31.818181818181824,1358.0,live,0.2996,36.18181818181817,$0-1,0.15,696993.0
"Aziza, Mage Tower Captain",0.27,0.49,0.15,81.48148148148147,-44.44444444444445,850.0,live,0.41944,55.34814814814813,$0-1,0.15,688667.0
"Sting, the Glinting Dagger",3.29,4.99,3.19,51.671732522796354,-3.039513677811553,796.0,live,4.27144,29.83100303951368,$2-5,3.41,499878.0
"Katara, the Fearless",0.69,0.59,0.15,-14.492753623188404,-78.26086956521738,838.0,live,0.5050399999999999,-26.80579710144928,$0-1,0.3,648735.0
Tithing Blade,0.53,0.69,0.26,30.188679245283,-50.943396226415096,1329.0,live,0.5906399999999999,11.441509433962247,$0-1,,526379.0
Sulfurous Springs,1.18,2.29,1.19,94.06779661016952,0.8474576271186449,1348.0,live,1.96024,66.12203389830509,$1-2,1.24,631594.0
Armored Skyhunter,0.39,0.79,0.15,102.56410256410258,-61.53846153846154,1274.0,live,0.6762400000000001,73.3948717948718,$0-1,0.25,687380.0
Sanctum Weaver,3.65,6.49,3.64,77.80821917808221,-0.2739726027397202,725.0,live,5.55544,52.203835616438354,$2-5,4.07,240032.0
Armor Wars (Borderless),0.51,0.49,0.15,-3.921568627450984,-70.58823529411764,804.0,live,0.41944,-17.756862745098047,$0-1,,696332.0
Ignoble Hierarch,1.27,2.29,0.52,80.31496062992126,-59.055118110236215,1054.0,live,1.96024,54.3496062992126,$1-2,,671175.0
Ethereal Armor,0.49,0.59,0.25,20.40816326530612,-48.97959183673469,1080.0,live,0.5050399999999999,3.0693877551020288,$0-1,0.33,575288.0
"Hawkeye, Trick Shot (Borderless)",4.8,5.49,3.84,14.37500000000001,-20.0,709.0,live,4.69944,-2.094999999999996,$2-5,,699616.0
"Toph, the Blind Bandit",0.25,0.35,0.15,39.99999999999999,-40.0,930.0,live,0.2996,19.83999999999999,$0-1,0.15,649616.0
Scute Swarm,9.84,11.99,7.86,21.849593495934965,-20.12195121951219,741.0,live,10.26344,4.303252032520319,$5-10,7.77,222131.0
Cosmic Spider-Man,3.96,2.99,1.81,-24.494949494949488,-54.292929292929294,796.0,live,2.55944,-35.36767676767677,$2-5,1.93,652002.0
Swords to Plowshares,1.52,2.49,1.25,63.81578947368423,-17.763157894736842,1077.0,live,2.13144,40.22631578947368,$1-2,1.43,624152.0
Corrupted Conviction,2.04,1.79,0.2,-12.254901960784313,-90.19607843137256,847.0,live,1.53224,-24.89019607843137,$2-5,,544718.0
Great Furnace,2.35,3.99,2.6,69.7872340425532,10.638297872340424,1051.0,live,3.4154400000000003,45.33787234042554,$2-5,2.64,642853.0
The Ruinous Wrecking Crew,0.32,0.49,0.15,53.12499999999999,-53.125,1132.0,live,0.41944,31.074999999999992,$0-1,0.18,696489.0
Curiosity,0.8,1.79,0.41,123.75,-48.75000000000001,882.0,live,1.53224,91.53,$0-1,1.04,509516.0
"Niv-Mizzet, Visionary",6.45,9.49,5.37,47.13178294573643,-16.74418604651163,745.0,live,8.12344,25.944806201550392,$5-10,5.47,589357.0
"Takenuma, Abandoned Mire",12.53,16.99,9.37,35.59457302474062,-25.219473264166005,711.0,live,14.54344,16.068954509177967,$10-20,,262420.0
Unnatural Growth,4.35,4.49,2.5,3.218390804597714,-42.5287356321839,803.0,live,3.84344,-11.645057471264357,$2-5,2.73,559887.0
Groundchuck & Dirtbag,0.58,0.49,0.15,-15.51724137931034,-74.13793103448275,951.0,live,0.41944,-27.68275862068965,$0-1,0.55,673560.0
Viscera Seer,0.79,1.29,0.32,63.291139240506325,-59.493670886075954,816.0,live,1.10424,39.77721518987343,$0-1,0.4,687505.0
Blade of Selves,3.12,5.49,2.94,75.96153846153845,-5.769230769230775,821.0,live,4.69944,50.62307692307692,$2-5,2.86,624341.0
"Otawara, Soaring City",27.69,42.99,29.99,55.25460455037919,8.30624774286745,708.0,live,36.79944,32.897941495124606,$20-50,28.79,262434.0
Heroes in a Half Shell (0006) (Borderless),1.68,3.99,0.51,137.50000000000006,-69.64285714285714,1477.0,live,3.4154400000000003,103.3,$1-2,,657766.0
Heroic Intervention (0079) (Borderless),8.13,13.99,9.69,72.07872078720786,19.1881918819188,761.0,live,11.97544,47.299384993849934,$5-10,,668490.0
All That Glitters,0.74,1.29,0.41,74.32432432432434,-44.5945945945946,821.0,live,1.10424,49.22162162162164,$0-1,0.6,198548.0
"Jhoira, Weatherlight Captain",0.47,1.29,0.36,174.468085106383,-23.40425531914893,795.0,live,1.10424,134.94468085106385,$0-1,,642818.0
Thought Vessel,3.53,3.99,2.8000000000000003,13.031161473087831,-20.6798866855524,843.0,live,3.4154400000000003,-3.2453257790368144,$2-5,2.7,631303.0
Omni-Changeling,0.31,0.39,0.15,25.80645161290323,-51.61290322580645,935.0,live,0.33384,7.69032258064517,$0-1,0.25,671470.0
Wave of Reckoning,0.44,0.49,0.15,11.36363636363636,-65.90909090909092,1432.0,live,0.41944,-4.672727272727277,$0-1,0.3,687357.0
"Mysterio, Master of Illusion",0.41,0.49,0.15,19.512195121951223,-63.41463414634146,1019.0,live,0.41944,2.302439024390245,$0-1,0.32,651345.0
Pongify,1.73,4.49,1.67,159.53757225433526,-3.4682080924855523,889.0,live,3.84344,122.164161849711,$1-2,1.99,688725.0
Charcoal Diamond,0.48,0.99,0.26,106.25,-45.83333333333333,1232.0,live,0.84744,76.55,$0-1,0.59,226319.0
Evolution Sage,2.91,3.49,2.08,19.93127147766323,-28.52233676975945,717.0,live,2.9874400000000003,2.661168384879731,$2-5,2.0,671204.0
Forensic Gadgeteer,1.79,3.49,1.28,94.97206703910616,-28.49162011173184,997.0,live,2.9874400000000003,66.89608938547488,$1-2,1.66,534617.0
Cultivate,0.47,0.79,0.35,68.08510638297875,-25.53191489361702,1014.0,live,0.6762400000000001,43.88085106382981,$0-1,0.45,499506.0
Thran Power Suit,0.9,1.79,1.54,98.88888888888889,71.11111111111111,1179.0,live,1.53224,70.2488888888889,$0-1,,452246.0
Sol Ring,1.86,2.79,1.37,49.99999999999999,-26.344086021505376,1932.0,live,2.38824,28.4,$1-2,1.49,687542.0
Cover of Darkness,7.4,12.99,7.28,75.54054054054053,-1.621621621621623,704.0,live,11.11944,50.26270270270269,$5-10,7.32,541326.0
Ephemerate (Borderless),4.85,7.49,5.19,54.43298969072167,7.0103092783505305,806.0,live,6.41144,32.19463917525774,$2-5,,668481.0
Moldervine Reclamation,0.34,0.35,0.19,2.9411764705882213,-44.117647058823536,981.0,live,0.2996,-11.882352941176483,$0-1,0.29,687640.0
Ride the Shoopuf,0.34,0.39,0.15,14.705882352941172,-55.88235294117647,880.0,live,0.33384,-1.8117647058823525,$0-1,0.29,633393.0
Selfless Safewright,0.52,0.99,0.21,90.38461538461536,-59.61538461538463,896.0,live,0.84744,62.96923076923076,$0-1,,671080.0
Foundry Inspector,0.36,1.29,0.34,258.33333333333337,-5.555555555555546,1300.0,live,1.10424,206.7333333333334,$0-1,0.65,227121.0
Silundi Vision,0.45,1.29,0.41,186.66666666666663,-8.888888888888896,847.0,live,1.10424,145.3866666666667,$0-1,,222102.0
