productId,name,set,transactions,units,gmv_sale
456562,Dark Ritual (1170),Secret Lair Drop Series,67,69,11475.42
696305,The Scarlet Witch (Borderless),Marvel Super Heroes,1319,1381,11460.33
267058,Luxury Suite,Commander Legends: Battle for Baldur's Gate,398,406,11450.41
4046,The Tabernacle at Pendrell Vale,Legends,4,4,11422.48
697399,"Wolverine, Claws Out",Commander: Marvel Super Heroes,655,664,11411.49
696356,Training Compound,Marvel Super Heroes,1877,3397,11404.52
631843,"The Emperor, Hell Tyrant - Yawgmoth, Thran Physician (Showcase)",FINAL FANTASY: Through the Ages,261,266,11395.48
671526,Wistfulness (Borderless),Lorwyn Eclipsed,624,794,11390.14
227048,Commander's Plate,Commander Legends,251,252,11389.23
679162,"Michelangelo, the Heart (0092) (Borderless) (Surge Foil)",Commander: Teenage Mutant Ninja Turtles,43,43,11382.54
528288,Sol Ring (1494) (Galaxy Foil),Secret Lair Drop Series,70,70,11376.86
621158,"Green Goblin, Nemesis (Borderless)",Marvel's Spider-Man: Eternal-Legal,1250,1433,11367.87
499960,Lorien Revealed,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,1763,2952,11349.28
5506,Cursed Scroll,Tempest,107,159,11287.07
687598,Turbulent Fen,Commander: Secrets of Strixhaven,1079,1481,11276.97
285866,"Ghyrson Starn, Kelermorph","Universes Beyond: Warhammer 40,000",296,303,11253.56
525773,Black Market Connections,Commander: The Lost Caverns of Ixalan,593,610,11249.18
687570,"Bitterthorn, Nissa's Animus",Commander: Secrets of Strixhaven,1399,1993,11248.62
631018,"Lightning, Army of One (0320) (Borderless)",FINAL FANTASY,270,276,11241.74
578053,Abhorrent Oculus,Duskmourn: House of Horror,567,786,11235.53
504164,Cyclonic Rift,Commander Masters,344,354,11232.68
517244,Galadriel's Dismissal (Borderless),Commander: The Lord of the Rings: Tales of Middle-earth,417,440,11228.14
282741,"Sheoldred, the Apocalypse (Phyrexian)",Dominaria United,136,139,11206.5
552900,Ocelot Pride (Borderless),Modern Horizons 3,107,126,11197.88
10500,Bloodstained Mire,Onslaught,89,121,11196.11
633133,"Kefka Palazzo - Purphoros, God of the Forge (Showcase)",FINAL FANTASY: Through the Ages,289,289,11193.1
687353,Moonshaker Cavalry,Commander: Secrets of Strixhaven,1600,2036,11184.52
623881,Craterhoof Behemoth,Tarkir: Dragonstorm,537,543,11184.12
212115,Drannith Magistrate,Ikoria: Lair of Behemoths,728,795,11182.52
92828,Flooded Strand,Khans of Tarkir,531,685,11170.26
633062,Kefka's Tower - Bolas's Citadel (Showcase),FINAL FANTASY: Through the Ages,547,560,11167.32
688906,Daze (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,204,213,11161.0
631042,Vivi Ornitier (Extended Art),FINAL FANTASY,163,165,11153.59
541301,Polluted Delta (Borderless),Modern Horizons 3,211,235,11141.26
457191,Exploration,Dominaria Remastered,321,334,11137.56
498460,"Dol Amroth - Minamo, School at Water's Edge (Borderless)",Commander: The Lord of the Rings: Tales of Middle-earth,181,184,11130.24
679167,Food Chain (Borderless),Commander: Teenage Mutant Ninja Turtles,465,481,11128.0
39050,Green Sun's Zenith,Mirrodin Besieged,370,441,11127.64
696242,M.O.D.O.K.,Marvel Super Heroes,1758,2096,11085.77
215673,Terror of the Peaks,Core Set 2021,355,362,11080.13
498682,"Lotho, Corrupt Shirriff",Universes Beyond: The Lord of the Rings: Tales of Middle-earth,812,827,11074.89
648711,Redirect Lightning (Showcase),Avatar: The Last Airbender,543,549,11065.12
562099,Urza's Saga,Game Day & Store Championship Promos,23,23,11057.03
484652,"Atraxa, Praetors' Voice",March of the Machine: Multiverse Legends,332,410,11051.77
541307,Polluted Delta (Retro Frame),Modern Horizons 3,172,203,11042.82
504154,Finale of Devastation (Borderless),Commander Masters,133,133,11034.52
671076,Bloom Tender (0390) (Showcase),Lorwyn Eclipsed,185,186,11028.38
191568,Ephemerate,Modern Horizons,1591,2175,11026.24
630936,Traveling Chocobo (Borderless),FINAL FANTASY,294,296,11011.19
7070,Time Spiral,Urza's Saga,109,125,11008.11
168749,Crucible of Worlds,Core Set 2019,332,341,11005.88
559638,Caretaker's Talent,Bloomburrow,1105,1164,10985.03
552580,Fell the Profane,Modern Horizons 3,2485,3100,10972.41
679138,All Will Be One (Borderless),Teenage Mutant Ninja Turtles Source Material,813,841,10958.44
687354,Stensian Sanguinist,Commander: Secrets of Strixhaven,1170,1342,10947.95
675586,Mathemagics,Secrets of Strixhaven,1962,2219,10918.68
215443,Chromatic Orrery,Core Set 2021,302,310,10914.46
498356,Nazgul (0333),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,463,484,10899.65
282739,"Sheoldred, the Apocalypse (Textured Foil)",Dominaria United,80,80,10892.91
671263,"Chimil, the Inner Sun",Commander: Lorwyn Eclipsed,1361,1907,10857.78
10361,Biorhythm,Onslaught,321,334,10856.49
278719,"Nykthos, Shrine to Nyx",Pro Tour Promos,104,104,10851.41
504559,Smothering Tithe,Commander Masters,182,186,10842.07
227010,Sakashima of a Thousand Faces,Commander Legends,316,316,10820.21
662780,The Cabbage Merchant (Extended Art),Avatar: The Last Airbender: Eternal-Legal,359,367,10819.77
239179,Urza's Saga (Showcase),Modern Horizons 2,221,247,10811.45
240045,"Yavimaya, Cradle of Growth",Modern Horizons 2,681,709,10810.04
110722,Ancient Tomb,Zendikar Expeditions,26,29,10786.77
696401,The Fantastic Four,Commander: Marvel Super Heroes,417,420,10783.67
262765,Tamiyo's Safekeeping,Kamigawa: Neon Dynasty,1729,2163,10781.38
122600,Inventors' Fair,Kaladesh,730,750,10751.36
559757,Stormchaser's Talent,Bloomburrow,1109,1578,10727.69
696339,"Wolverine, Fierce Fighter (Borderless)",Marvel Super Heroes,1388,1495,10726.8
679197,"Krang, Utrom Warlord (Borderless)",Teenage Mutant Ninja Turtles,468,481,10722.13
532907,Meticulous Archive,Murders at Karlov Manor,812,964,10719.39
4703,Glacial Chasm,Ice Age,568,588,10713.73
179536,"Urborg, Tomb of Yawgmoth",Ultimate Masters,166,170,10704.58
517522,"Ghalta, Stampede Tyrant",The Lost Caverns of Ixalan,414,424,10698.06
633148,Aettir and Priwen,FINAL FANTASY,1107,1168,10691.04
509515,Necropotence,Wilds of Eldraine: Enchanting Tales,247,251,10659.21
6609,Misdirection,Mercadian Masques,94,99,10650.97
525601,Savage Order (Borderless),Universes Beyond: Jurassic World Collection,287,291,10646.41
501915,Goblin Matron (Rainbow Foil),Secret Lair Drop Series,187,187,10641.06
688656,Restoration Seminar,Secrets of Strixhaven,2050,2297,10629.85
630781,"Yuna, Grand Summoner (Borderless)",Commander: FINAL FANTASY,222,224,10622.7
662550,The Walls of Ba Sing Se (Borderless),Avatar: The Last Airbender,297,301,10621.62
509563,Smothering Tithe (Anime Borderless) (Confetti Foil),Wilds of Eldraine: Enchanting Tales,6,6,10615.74
498357,Nazgul (0334),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,426,436,10600.24
633137,The Earth Crystal (Borderless),FINAL FANTASY,520,523,10592.73
641801,Mana Confluence (0025) (Borderless),Edge of Eternities: Stellar Sights,280,284,10584.6
632190,"Cloud Strife - Najeela, the Blade-Blossom (Showcase)",FINAL FANTASY: Through the Ages,333,346,10554.93
631051,"Yuna, Hope of Spira (Borderless) (Surge Foil)",FINAL FANTASY,72,73,10549.55
9145,Mox Pearl,Unlimited Edition,3,3,10539.98
532897,Shadowy Backstreet,Murders at Karlov Manor,780,910,10536.62
218812,Chrome Mox (Borderless),Double Masters,52,52,10519.36
4127,Dystopia,Alliances,171,255,10518.87
12383,Umezawa's Jitte,Betrayers of Kamigawa,288,375,10510.86
3211,Juzam Djinn,Arabian Nights,7,7,10495.18
235648,Tainted Pact,Strixhaven: Mystical Archive,304,310,10459.69
563253,Lotus Petal (Future Sight),Mystery Booster 2,239,253,10452.38
589815,"Aphelia, Viper Whisperer (Anime)",Foundations Jumpstart,586,677,10450.53
688689,Echocasting Symposium,Secrets of Strixhaven,1919,2144,10417.67
689280,Angel's Grace (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,198,200,10396.7
69119,Archangel of Thune,Magic 2014 (M14),184,187,10379.09
449604,Force of Will (Retro Frame),Dominaria Remastered,95,135,10370.96
212233,Surly Badgersaur,Commander 2020,815,854,10368.26
499510,Birds of Paradise,Commander: The Lord of the Rings: Tales of Middle-earth,750,846,10367.69
558443,"Lumra, Bellow of the Woods (Borderless) (Raised Foil)",Bloomburrow,13,13,10356.17
484937,The Ur-Dragon (Borderless),Commander Masters,188,228,10319.06
697019,"Black Widow, Super Spy (Borderless) (0393)",Marvel Super Heroes,244,246,10317.34
498360,Nazgul (0337),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,433,465,10309.71
544255,Scapeshift (Borderless),Special Guests,133,135,10305.08
478532,"Atraxa, Grand Unifier",Phyrexia: All Will Be One,520,667,10301.65
630951,Traveling Chocobo (Borderless) (Japanese Exclusive),FINAL FANTASY,2,2,10300.0
501922,"Muxus, Goblin Grandee",Secret Lair Drop Series,110,116,10297.88
488291,Sol Ring - Dwarven (0409),Commander: The Lord of the Rings: Tales of Middle-earth,19,19,10292.89
696673,Cosmic Cube (Borderless) (0337),Marvel Super Heroes,432,445,10292.08
633117,The Wind Crystal,FINAL FANTASY,1497,1589,10285.75
670976,Chronicle of Victory (Showcase),Lorwyn Eclipsed,379,392,10282.71
687601,Turbulent Springs,Commander: Secrets of Strixhaven,1243,1681,10261.98
631573,Reanimate,Commander: FINAL FANTASY,1215,1388,10253.73
558442,Artist's Talent,Bloomburrow,1143,1386,10229.24
230450,"Tergrid, God of Fright",Kaldheim,546,554,10207.15
512393,Fiery Emancipation,Wilds of Eldraine: Enchanting Tales,638,648,10186.26
679109,Super Shredder (Showcase) (Fracture Foil),Teenage Mutant Ninja Turtles,32,32,10185.1
498358,Nazgul (0335),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,429,446,10159.83
558341,"Maha, Its Feathers Night (Borderless)",Bloomburrow,261,265,10157.49
509556,Necropotence (Anime Borderless),Wilds of Eldraine: Enchanting Tales,159,165,10128.01
498464,Morgul-Knife - Shadowspear (Borderless),Commander: The Lord of the Rings: Tales of Middle-earth,137,139,10120.86
630953,The Cloudsea Djinn - Nyxbloom Ancient (Showcase),FINAL FANTASY: Through the Ages,273,273,10109.71
499316,Minas Morgul - Cabal Coffers (Borderless),Commander: The Lord of the Rings: Tales of Middle-earth,184,185,10038.64
688842,Armageddon,Secrets of Strixhaven: Mystical Archive,1009,1053,10038.48
5589,Humility,Tempest,160,172,10030.54
696435,"Storm, Force of Nature (Borderless)",Marvel Universe Eternal-Legal,782,797,10027.24
175202,Steam Vents,Guilds of Ravnica,672,836,10025.35
646824,Crucible of Worlds (2110) (Galaxy Foil),Secret Lair Drop Series,323,333,10016.47
5789,Wasteland,Tempest,165,243,10011.92
693223,Roaming Throne,Secret Lair Drop Series,90,102,10005.77
14244,Gemstone Caverns,Time Spiral,164,175,10004.42
82278,Dictate of Erebos,Journey Into Nyx,522,549,9999.78
696335,King T'Challa (Borderless) (0346),Marvel Super Heroes,398,409,9983.71
499572,Raise the Palisade,Commander: The Lord of the Rings: Tales of Middle-earth,932,1066,9980.92
576518,Gloomlake Verge,Duskmourn: House of Horror,773,930,9951.34
227273,Sigarda's Aid,Commander Legends,504,519,9947.11
532938,Elegant Parlor,Murders at Karlov Manor,804,968,9925.72
631496,Walking Ballista,Commander: FINAL FANTASY,1206,1355,9890.09
498362,Nazgul (0339),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,454,466,9877.02
689495,Tablet of Discovery,Secrets of Strixhaven,3028,5808,9875.35
226675,Scroll Rack,Commander Legends,300,300,9868.94
623992,Marsh Flats (Borderless),Special Guests,173,173,9856.35
673656,The Ooze,Teenage Mutant Ninja Turtles,1664,1992,9849.2
532916,Hedge Maze,Murders at Karlov Manor,698,791,9847.67
632702,"Tidus, Zanarkand Fayth - Thrasios, Triton Hero (Showcase)",FINAL FANTASY: Through the Ages,275,280,9845.93
696540,Jennifer Walters (Borderless) (0355),Marvel Super Heroes,328,337,9843.64
633120,Blessing of the Oracle - Akroma's Will (Showcase),FINAL FANTASY: Through the Ages,221,222,9842.67
524277,"Indoraptor, the Perfect Hybrid (Borderless)",Universes Beyond: Jurassic World Collection,343,360,9833.25
552866,Ripples of Undeath,Modern Horizons 3,1588,1704,9831.32
590235,"Dionus, Elvish Archdruid (Anime)",Foundations Jumpstart,979,1232,9827.75
690169,Flusterstorm,Secrets of Strixhaven: Mystical Archive,872,917,9826.8
686655,Talisman of Hierarchy (Borderless),Commander: Secrets of Strixhaven,587,621,9818.0
687599,Turbulent Moor,Commander: Secrets of Strixhaven,1139,1568,9816.4
633131,The Fire Crystal,FINAL FANTASY,1459,1558,9808.77
688963,Spell Pierce (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,190,199,9799.19
504612,Ashnod's Altar,Commander Masters,592,635,9792.95
563225,Urza's Saga (White Border),Mystery Booster 2,246,283,9786.07
498382,"Sauron, the Dark Lord (Showcase)",Universes Beyond: The Lord of the Rings: Tales of Middle-earth,407,436,9776.89
698008,Black Market Connections,Commander: Marvel Super Heroes,645,883,9734.84
457276,Worldly Tutor (Borderless),Dominaria Remastered,339,345,9730.65
179462,Demonic Tutor,Ultimate Masters,142,143,9702.21
10493,Flooded Strand,Onslaught,53,76,9702.1
697124,"Captain Marvel, Shooting Star",Commander: Marvel Super Heroes,463,480,9688.24
688471,Abhorrent Oculus,Game Day & Store Championship Promos,87,89,9673.9
656542,"Jaws, Relentless Predator",Secret Lair Drop Series,62,62,9670.97
643699,Super State (Rainbow Foil),Secret Lair Drop Series,478,502,9666.5
490422,"Etali, Primal Conqueror (Showcase)",March of the Machine,326,326,9654.66
618858,Jumbo Cactuar,FINAL FANTASY,1295,1418,9631.17
253555,Kessig Flamebreather,Innistrad: Crimson Vow,1058,2467,9596.18
517446,"Aragorn, the Uniter (Borderless Poster)",Universes Beyond: The Lord of the Rings: Tales of Middle-earth,100,100,9581.34
212004,"Ghidorah, King of the Cosmos - Illuna, Apex of Wishes",Ikoria: Lair of Behemoths,108,108,9556.67
499376,Balin's Tomb - Ancient Tomb (Borderless) (Surge Foil),Commander: The Lord of the Rings: Tales of Middle-earth,25,25,9546.08
623986,Arid Mesa (Borderless),Special Guests,158,164,9540.56
624037,"Ugin, Eye of the Storms (Showcase)",Tarkir: Dragonstorm,86,120,9537.56
686538,"Ral Zarek, Guest Lecturer",Secrets of Strixhaven,1494,1812,9524.35
632148,Cloud's Buster Sword - Umezawa's Jitte (Rainbow Foil),Secret Lair Drop Series,287,444,9512.8
695488,Witch Enchanter,Secret Lair Drop Series,182,241,9502.77
687548,Ohran Frostfang,Commander: Secrets of Strixhaven,1471,1951,9478.31
499732,Cavern-Hoard Dragon,Commander: The Lord of the Rings: Tales of Middle-earth,633,708,9477.98
552348,Ruby Medallion (Borderless),Modern Horizons 3,336,367,9467.17
532911,Raucous Theater,Murders at Karlov Manor,793,871,9465.19
139830,Teferi's Protection,Commander 2017,193,193,9464.55
651337,"Electro, Assaulting Battery",Marvel's Spider-Man,1477,1603,9463.41
34444,Stoneforge Mystic,Worldwake,291,332,9456.93
517549,"Indominus Rex, Alpha (Borderless)",Universes Beyond: Jurassic World Collection,378,396,9450.57
643700,Super State,Secret Lair Drop Series,465,494,9449.69
630960,"Clive, Ifrit's Dominant (0318) (Borderless)",FINAL FANTASY,264,265,9448.15
541273,Psychic Frog,Modern Horizons 3,1295,1875,9447.23
614416,Riverpyre Verge (Borderless),Aetherdrift,343,393,9444.14
273002,Ancient Copper Dragon (Showcase),Commander Legends: Battle for Baldur's Gate,86,86,9435.78
687602,Turbulent Steppe,Commander: Secrets of Strixhaven,1173,1643,9420.26
688907,Dismember (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,211,214,9415.4
696652,The Serpent Society,Marvel Super Heroes,2031,3348,9407.67
686581,Stormcarved Coast,Secrets of Strixhaven,2575,3294,9405.92
638817,Swords to Plowshares (Borderless),MagicFest Cards,22,23,9404.15
265346,Jetmir's Garden,Streets of New Capenna,527,549,9391.55
615740,Monument to Endurance (Extended Art),Aetherdrift,510,536,9380.9
624139,Dracogenesis,Tarkir: Dragonstorm,726,753,9358.68
638816,Tifa Lockhart (Borderless),MagicFest Cards,4,4,9351.09
675584,"Lorehold, the Historian",Secrets of Strixhaven,1871,2087,9347.42
179517,Mana Vault,Ultimate Masters,80,82,9342.41
553539,The Reaver Cleaver,Commander: Modern Horizons 3,663,684,9341.96
690170,Flusterstorm (JP Alternate Art),Secrets of Strixhaven: Mystical Archive,260,268,9337.46
498359,Nazgul (0336),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,395,401,9335.03
33417,Scalding Tarn,Zendikar,193,232,9334.36
689363,Sheoldred's Edict (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,179,189,9326.77
623865,"Elspeth, Storm Slayer (Borderless)",Tarkir: Dragonstorm,207,214,9324.49
180774,Phyrexian Altar,Ultimate Masters,166,168,9319.31
187125,Emergence Zone,War of the Spark,1141,1345,9309.32
662388,Enlightened Tutor (Showcase),Avatar: The Last Airbender: Eternal-Legal,219,220,9299.52
630948,Traveling Chocobo (Borderless) (Neon Ink Blue),FINAL FANTASY,5,5,9295.0
624267,Mistrise Village,Tarkir: Dragonstorm,960,1036,9288.29
478277,"Mondrak, Glory Dominus (Showcase)",Phyrexia: All Will Be One,210,210,9276.06
517449,"Arwen, Mortal Queen (Borderless Poster)",Universes Beyond: The Lord of the Rings: Tales of Middle-earth,118,119,9274.21
498361,Nazgul (0338),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,395,406,9265.16
686617,"Quandrix, the Proof (Borderless)",Secrets of Strixhaven,754,769,9248.3
552407,Archon of Cruelty,Commander: Modern Horizons 3,836,1417,9246.81
641870,Sliver Overlord (Showcase),Special Guests,286,298,9243.1
541392,"Lumra, Bellow of the Woods (Borderless) (0342)",Bloomburrow,127,127,9240.45
478315,"Sheoldred, the Apocalypse (Concept Praetor) (Step-And-Compleat Foil)",Phyrexia: All Will Be One,34,34,9225.93
641612,"Bhujerba, Floating City - City of Brass",Game Day & Store Championship Promos,40,41,9217.86
643901,Green Sun's Zenith (Showcase),Special Guests,252,270,9215.49
686589,Swamp (0269),Secrets of Strixhaven,2420,6901,9213.73
589385,"General Kreat, the Boltbringer (Anime)",Foundations Jumpstart,982,1230,9202.27
554649,Encore Electromancer - Snapcaster Mage,Secret Lair Drop Series,6,6,9198.97
687556,"Ozolith, the Shattered Spire",Commander: Secrets of Strixhaven,1607,1915,9198.38
541291,Wooded Foothills (Retro Frame),Modern Horizons 3,177,208,9196.35
575065,"Valgavoth, Terror Eater",Duskmourn: House of Horror,532,562,9186.05
541285,Flooded Strand (Retro Frame),Modern Horizons 3,172,192,9178.87
632636,Summon: Knights of Round (Borderless),FINAL FANTASY,345,350,9175.37
696303,"Thor, God of Thunder (Borderless) (0338)",Marvel Super Heroes,400,403,9173.22
671075,Goblin Sharpshooter (Borderless),Special Guests,335,339,9168.18
503467,Deadly Rollick (Borderless),Commander Masters,242,242,9166.22
286158,Bloodthirster,"Universes Beyond: Warhammer 40,000",277,280,9161.09
272576,Irenicus's Vile Duplication,Commander Legends: Battle for Baldur's Gate,725,764,9118.42
9627,Cabal Coffers,Torment,279,289,9117.75
686608,"Silverquill, the Disputant",Secrets of Strixhaven,1741,1900,9115.14
688848,Berserk,Secrets of Strixhaven: Mystical Archive,1041,1125,9104.18
1372,Copy Artifact,Revised Edition,180,186,9103.3
698116,Luxury Suite,Commander: Marvel Super Heroes,556,776,9099.87
240300,"Ragavan, Nimble Pilferer (Borderless)",Modern Horizons 2,121,133,9087.24
513420,Throne of Eldraine,Commander: Wilds of Eldraine,267,269,9086.98
630713,"Tifa, Martial Artist (Borderless)",Commander: FINAL FANTASY,214,214,9079.43
10527,Mana Echoes,Onslaught,165,169,9078.27
679230,Undercity Sewers (Borderless),Teenage Mutant Ninja Turtles Source Material,768,868,9072.05
267055,Sea of Clouds,Commander Legends: Battle for Baldur's Gate,468,472,9071.15
532966,Thundering Falls (Borderless),Murders at Karlov Manor,328,361,9067.33
679576,"Irma, Part-Time Mutant",Commander: Teenage Mutant Ninja Turtles,1269,1712,9064.91
679137,"Raphael, the Muscle (0091) (Borderless) (Surge Foil)",Commander: Teenage Mutant Ninja Turtles,40,40,9058.22
696288,Namor the Sub-Mariner (Borderless) (0362),Marvel Super Heroes,718,772,9056.14
686653,Talisman of Creativity (Borderless),Commander: Secrets of Strixhaven,590,623,9054.18
662547,Ba Sing Se,Avatar: The Last Airbender,1502,1824,9050.84
276254,Teferi's Protection,Double Masters 2022,168,168,9032.59
204134,Rhystic Study,The List Reprints,137,140,9018.34
499218,Palantir of Orthanc,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,386,392,9007.17
619643,Mox Jasper,Tarkir: Dragonstorm,562,650,9001.69
630867,Aerith Gainsborough (Borderless) (Surge Foil),FINAL FANTASY,163,166,8986.27
519739,Cybermen Squadron,Universes Beyond: Doctor Who,490,534,8974.39
451976,Unwinding Clock,The Brothers' War: Retro Frame Artifacts,453,458,8968.21
262128,Kodama of the West Tree,Kamigawa: Neon Dynasty,404,407,8963.96
591203,Banner of Kinship,Foundations,1410,1574,8959.01
624655,Seedborn Muse,Commander: Tarkir: Dragonstorm,619,641,8945.89
518156,"Anduril, Flame of the West (Borderless Poster)",Universes Beyond: The Lord of the Rings: Tales of Middle-earth,103,111,8937.36
498352,Mirkwood Bats,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,2157,2781,8920.94
690167,Triumph of the Hordes (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,104,108,8918.15
11370,Quicksilver Elemental,Mirrodin,355,384,8903.75
588065,Adamantium Bonding Tank - The Ozolith (Rainbow Foil),Secret Lair Drop Series,126,126,8891.79
276270,Sensei's Divining Top,Double Masters 2022,194,198,8888.37
559037,Dawn's Truce,Bloomburrow,965,1038,8887.05
589427,Bloodthirsty Conqueror (Showcase),Foundations,76,76,8885.89
662789,Earthbending Student,Avatar: The Last Airbender: Eternal-Legal,322,324,8885.05
122771,Mana Crypt,Masterpiece Series: Kaladesh Inventions,21,21,8879.38
499188,Flowering of the White Tree,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,870,889,8863.69
641796,Ouroboroid (Extended Art),Edge of Eternities,154,168,8860.98
9439,Tainted Pact,Odyssey,142,142,8851.08
618881,"Tidus, Yuna's Guardian (Borderless)",Commander: FINAL FANTASY,221,222,8842.18
656729,"Cloud, Midgar Mercenary",Unique and Miscellaneous Promos,180,209,8839.66
267052,Ancient Brass Dragon,Commander Legends: Battle for Baldur's Gate,199,202,8836.47
524419,Bloodletter of Aclazotz (Borderless),The Lost Caverns of Ixalan,252,256,8833.01
623990,Arid Mesa (Borderless) (Dragonscale Foil),Special Guests,26,26,8832.77
449626,Force of Will (Borderless),Dominaria Remastered,115,122,8831.35
279241,Mystic Remora (Borderless),Secret Lair Drop Series,117,117,8828.33
3300,Mishra's Workshop,Antiquities,3,3,8824.44
11418,Krark-Clan Shaman,Mirrodin,569,1258,8824.1
535882,Jeska's Will,Commander: Murders at Karlov Manor,213,215,8815.45
513893,Primal Vigor,Wilds of Eldraine: Enchanting Tales,720,748,8814.14
452124,Diabolic Intent,The Brothers' War,492,523,8806.29
583907,"Miku, Divine Diva - Elspeth Tirel",Secret Lair Drop Series,133,194,8795.32
687584,Three Visits,Commander: Secrets of Strixhaven,1305,1612,8779.92
3957,Moat,Legends,12,12,8770.94
239195,Tiamat,Adventures in the Forgotten Realms,306,347,8757.48
646045,"Venom, Eddie Brock",Marvel's Spider-Man: Eternal-Legal,613,662,8750.77
687375,Animate Dead,Commander: Secrets of Strixhaven,1366,1821,8734.47
541295,Flooded Strand (Borderless),Modern Horizons 3,188,209,8713.78
71042,"Purphoros, God of the Forge",Theros,297,308,8712.37
696328,"Thanos, the Mad Titan",Marvel Super Heroes,1424,1681,8712.32
248212,The Meathook Massacre,Innistrad: Midnight Hunt,305,311,8707.87
504953,"Avacyn, Angel of Hope",Commander Masters,232,240,8695.38
38409,Chrome Mox,Grand Prix Promos,33,35,8690.39
559849,Helm of the Host,Commander: Bloomburrow,886,958,8677.53
490536,Tribute to the World Tree,March of the Machine,629,660,8674.87
696240,"Elektra, Daughter of the Hand (Borderless) (0395)",Marvel Super Heroes,241,245,8673.84
696284,Bruce Banner (Borderless) (0331),Marvel Super Heroes,314,319,8673.05
277161,Smothering Tithe,Double Masters 2022,153,153,8669.41
488292,Sol Ring - Human (0410),Commander: The Lord of the Rings: Tales of Middle-earth,20,20,8662.2
273396,Ancient Silver Dragon (Borderless),Commander Legends: Battle for Baldur's Gate,95,95,8660.85
541296,Bloodstained Mire (Borderless),Modern Horizons 3,192,205,8659.56
92832,Windswept Heath,Khans of Tarkir,605,731,8651.95
162284,Gaea's Cradle - 1999 Matt Linde (USG),World Championship Decks,31,33,8642.56
558384,Ms. Bumbleflower (Borderless),Commander: Bloomburrow,822,1416,8634.83
512614,Parallel Lives,Wilds of Eldraine: Enchanting Tales,221,222,8626.48
630934,Tifa Lockhart (Borderless),FINAL FANTASY,603,627,8615.78
624008,Verdant Catacombs (Borderless),Special Guests,154,161,8582.81
696286,Tony Stark (Borderless) (0350),Marvel Super Heroes,365,373,8579.55
692403,Forest (0035),Secret Lair Showdown,179,433,8571.31
509527,Greater Auramancy,Wilds of Eldraine: Enchanting Tales,247,249,8566.39
648745,"Katara, the Fearless (Borderless) (Neon Ink Foil)",Avatar: The Last Airbender,16,17,8565.38
7580,Phyrexian Altar,Invasion,122,122,8564.73
191735,Altar of Dementia,Modern Horizons,472,484,8553.57
457269,Worldly Tutor,Dominaria Remastered,297,306,8545.58
625928,Deadly Rollick,Secret Lair Drop Series,313,327,8543.77
648645,"Appa, Steadfast Guardian",Avatar: The Last Airbender,938,1036,8542.19
696442,Hidden Lair (Borderless),Marvel Super Heroes,1036,1346,8541.15
651362,Spectacular Spider-Man (0235) (Borderless) (Textured Foil),Marvel's Spider-Man,21,21,8523.34
10222,Cabal Therapy,Judgment,204,368,8514.89
272747,Avenging Hunter,Commander Legends: Battle for Baldur's Gate,770,1758,8514.15
517523,"Ghalta, Stampede Tyrant (Borderless)",The Lost Caverns of Ixalan,271,272,8512.4
591055,"Aurelia, the Warleader",Foundations,1209,1438,8502.9
448902,Necropotence,Secret Lair Countdown Kit,153,154,8502.44
623916,Ureni of the Unwritten (Borderless),Commander: Tarkir: Dragonstorm,772,910,8499.99
590879,Scrawling Crawler,Foundations,1328,1425,8496.06
548578,Orim's Chant,Modern Horizons 3,1029,1422,8495.33
631155,Clever Concealment,Commander: FINAL FANTASY,1139,1369,8482.05
60129,Ancient Tomb,From the Vault: Realms,57,58,8480.94
203369,Teferi's Protection,The List Reprints,165,166,8459.25
688844,Awaken the Woods (JP Alternate Art),Secrets of Strixhaven: Mystical Archive,259,266,8456.64
5717,Seeker of Skybreak,Tempest,1179,2598,8451.97
519544,Quantum Misalignment,Universes Beyond: Doctor Who,418,442,8436.13
660579,"Avatar Kyoshi, Earthbender",Avatar: The Last Airbender: Eternal-Legal,466,466,8433.33
239741,Subtlety,Modern Horizons 2,438,613,8431.77
631008,"Lightning, Army of One",FINAL FANTASY,774,813,8431.7
688657,Restoration Seminar (Borderless),Secrets of Strixhaven,871,924,8430.53
449583,Force of Will,Dominaria Remastered,120,126,8428.43
688687,Planar Engineering,Secrets of Strixhaven,2910,3866,8409.43
33365,Marsh Flats,Zendikar,230,253,8398.17
