productId,name,set,transactions,units,gmv_sale
548582,Orim's Chant (Borderless),Modern Horizons 3,310,359,6426.38
553184,Dryad of the Ilysian Grove,Commander: Modern Horizons 3,671,773,6425.51
11981,Dosan the Falling Leaf,Champions of Kamigawa,191,196,6421.15
212212,Twinning Staff,Commander 2020,369,373,6415.7
7783,Diabolic Intent,Planeshift,121,123,6413.63
689149,Brain Freeze,Secrets of Strixhaven: Mystical Archive,1552,1689,6412.15
454883,"Preston, the Vanisher",Jumpstart 2022,177,178,6407.91
679207,Sword of Hearth and Home (Borderless),Commander: Teenage Mutant Ninja Turtles,467,498,6405.87
656906,"Mog, Moogle Warrior (Borderless) (Chocobo Track Foil)",Commander: FINAL FANTASY,195,197,6401.82
212041,"Godzilla, King of the Monsters - Zilortha, Strength Incarnate",Buy-A-Box Promos,285,343,6400.77
183213,Guardian Project,Ravnica Allegiance,492,514,6398.89
590340,"Fumulus, the Infestation (Anime)",Foundations Jumpstart,660,725,6397.9
552310,"Ragavan, Nimble Pilferer (Retro Frame)",Modern Horizons 2,78,90,6394.13
10327,Chain of Vapor,Onslaught,316,389,6388.37
212696,Raugrin Triome (Showcase),Ikoria: Lair of Behemoths,317,322,6386.3
693228,Mountain (2419),Secret Lair Drop Series,310,873,6382.03
216047,Exquisite Blood,Jumpstart,178,178,6376.39
212690,Indatha Triome (Showcase),Ikoria: Lair of Behemoths,294,301,6373.49
679179,Dark Leo & Shredder (Borderless),Teenage Mutant Ninja Turtles,344,347,6373.24
14568,Claws of Gix,Timeshifted,269,371,6372.33
34365,Eye of Ugin,Worldwake,109,119,6369.63
122865,Sword of Feast and Famine,Masterpiece Series: Kaladesh Inventions,19,19,6369.59
276318,Cavern of Souls (Borderless),Double Masters 2022,102,105,6367.41
671011,Thousand-Year Elixir (Borderless),Special Guests,303,307,6366.58
632158,Tidus's Brotherhood Sword - Sword of Truth and Justice (Rainbow Foil),Secret Lair Drop Series,233,249,6365.83
475564,Plains (Phyrexian) - Full Art (Oil Slick Raised Foil),Phyrexia: All Will Be One,306,756,6359.8
532872,Warleader's Call,Murders at Karlov Manor,792,855,6357.73
656905,"Locke, Treasure Hunter (Borderless) (Chocobo Track Foil)",Commander: FINAL FANTASY,212,212,6357.44
578083,Enduring Vitality (Showcase) (Fracture Foil),Duskmourn: House of Horror,28,28,6355.24
455838,Violent Outburst,Secret Lair Drop Series,79,125,6349.44
679113,"Shredder, Shadow Master (Borderless) (Surge Foil)",Commander: Teenage Mutant Ninja Turtles,56,56,6348.86
688903,Preordain (JP Alternate Art),Secrets of Strixhaven: Mystical Archive,429,488,6345.24
268342,Ledger Shredder,Streets of New Capenna,743,823,6345.08
557904,Encore Electromancer - Snapcaster Mage (Rainbow Foil),Secret Lair Drop Series,4,4,6343.16
286481,"Celestine, the Living Saint","Universes Beyond: Warhammer 40,000",227,231,6342.66
552652,Warren Soultrader (Borderless),Modern Horizons 3,196,199,6332.29
634962,"Seymour Guado - Kinnan, Bonder Prodigy (Showcase)",FINAL FANTASY: Through the Ages,288,290,6329.29
578973,Ondu Spiritdancer,Commander: Duskmourn: House of Horror,488,590,6329.07
6703,Snuff Out,Mercadian Masques,472,722,6322.0
517524,"Ojer Axonil, Deepest Might (Showcase)",The Lost Caverns of Ixalan,212,217,6314.88
238612,Arid Mesa (Extended Art),Modern Horizons 2,153,169,6312.19
221807,Polluted Delta,Zendikar Rising Expeditions,100,107,6310.02
631020,"Kefka, Court Mage (0398) (Borderless)",FINAL FANTASY,349,354,6302.35
630966,"Clive, Ifrit's Dominant (Borderless) (Surge Foil) (0530)",FINAL FANTASY,99,102,6293.9
518128,Nazgul (0728) (Showcase Scrolls),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,72,73,6293.77
475522,"Elesh Norn, Mother of Machines (Borderless)",Phyrexia: All Will Be One,62,62,6291.95
503888,Archfiend of Despair,Commander Masters,246,260,6289.11
623871,Craterhoof Behemoth (Borderless),Tarkir: Dragonstorm,285,290,6285.48
3504,Dust to Dust,The Dark,354,714,6280.95
126214,Imperial Seal,Judge Promos,18,18,6277.2
630849,The Darkness Crystal (Borderless),FINAL FANTASY,509,517,6276.87
240038,Solitude (Borderless),Modern Horizons 2,108,139,6273.72
524311,Bonehoard Dracosaur,The Lost Caverns of Ixalan,426,435,6273.5
517257,"Minas Morgul, Dark Fortress (Borderless)",Commander: The Lord of the Rings: Tales of Middle-earth,344,348,6268.66
504045,Hammer of Nazahn,Commander Masters,398,404,6256.5
559624,Marrow-Gnawer (Borderless),Commander: Bloomburrow,229,232,6255.93
105018,Misty Rainforest,Zendikar Expeditions,21,21,6242.57
273015,Ancient Silver Dragon (Showcase),Commander Legends: Battle for Baldur's Gate,97,107,6241.21
233438,Chalice of the Void,Time Spiral: Remastered,170,293,6234.24
235660,Wandering Archaic,Strixhaven: School of Mages,590,606,6228.58
689541,Cauldron of Essence (Extended Art),Secrets of Strixhaven,991,1057,6227.62
144856,Primal Amulet,Ixalan,424,434,6226.01
518001,Nazgul (0724) (Showcase Scrolls),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,72,73,6223.68
633071,"Princess Sarah - Azusa, Lost but Seeking (Showcase)",FINAL FANTASY: Through the Ages,416,424,6221.55
219022,Mana Echoes,Double Masters,108,109,6213.04
273121,Kindred Discovery,Commander Legends: Battle for Baldur's Gate,467,473,6208.73
578887,Overlord of the Balemurk (Showcase),Duskmourn: House of Horror,70,101,6203.95
642112,"Dawnsire, Sunstar Dreadnought",Edge of Eternities,1061,1148,6203.42
451908,Ashnod's Altar,The Brothers' War: Retro Frame Artifacts,367,371,6201.64
276341,Allosaurus Shepherd (Borderless),Double Masters 2022,99,99,6200.58
18055,Scapeshift,Morningtide,88,104,6199.93
541370,Teferi's Protection (1691) (Rainbow Foil),Secret Lair Drop Series,111,113,6197.96
552307,Pearl Medallion,Modern Horizons 3,1241,1312,6193.88
688217,Turbulent Fen (Extended Art),Commander: Secrets of Strixhaven,621,707,6191.73
479511,"Solphim, Mayhem Dominus (Showcase)",Phyrexia: All Will Be One,221,221,6190.92
625926,"Deadpool, Trading Card (1753) (Rainbow Foil)",Secret Lair Drop Series,337,348,6190.57
687409,Firemane Commando,Commander: Secrets of Strixhaven,1046,1892,6190.35
689394,Deflecting Palm,Secrets of Strixhaven: Mystical Archive,1432,1551,6186.45
614490,Full Throttle,Aetherdrift,1053,1137,6181.56
511865,"Gisela, the Broken Blade",Secret Lair Drop Series,87,87,6177.12
641793,Terrasymbiosis (Borderless),Edge of Eternities,443,460,6175.75
524416,Spelunking,The Lost Caverns of Ixalan,1327,1540,6173.81
558441,"Ygra, Eater of All",Bloomburrow,555,577,6164.38
656538,Demonic Tutor (Rainbow Foil),Secret Lair Drop Series,46,46,6162.47
116371,Cryptolith Rite,Shadows over Innistrad,661,720,6161.74
696411,Steelshaper's Gift (Borderless),Marvel Universe Eternal-Legal,757,797,6161.37
39595,Triumph of the Hordes,New Phyrexia,431,461,6161.0
589737,Counterspell (0002),Media Promos,76,80,6151.62
688228,Stensian Sanguinist (Extended Art),Commander: Secrets of Strixhaven,613,650,6142.54
553266,Arena of Glory (Borderless),Modern Horizons 3,305,329,6142.36
575047,Enduring Innocence,Duskmourn: House of Horror,1070,1269,6140.8
591298,Authority of the Consuls,Foundations,1198,1369,6136.84
259261,Hunger of the Ancient One - Exquisite Blood,Secret Lair Drop Series,120,124,6134.68
514501,The First Sliver,Secret Lair Drop Series,94,94,6133.75
526899,Roaming Throne,Promo Pack: The Lost Caverns of Ixalan,119,121,6131.45
668657,Command Tower,WPN & Gateway Promos,522,702,6131.02
451929,Aetherflux Reservoir,The Brothers' War: Retro Frame Artifacts,222,227,6130.72
697352,"Spider-Man, Web-Spinner",Commander: Marvel Super Heroes,240,245,6123.53
541306,Windswept Heath (Borderless),Modern Horizons 3,191,200,6118.3
686549,Grave Researcher (Extended Art),Secrets of Strixhaven,871,938,6115.27
279273,Mana Confluence,Secret Lair Drop Series,102,103,6112.82
276386,Teferi's Protection (Borderless),Double Masters 2022,127,128,6107.79
457259,Mystical Tutor (Borderless),Dominaria Remastered,331,339,6097.97
615058,Renewed Solidarity,Commander: Aetherdrift,793,972,6097.17
457199,Mystical Tutor,Dominaria Remastered,335,349,6095.8
212304,The Ozolith (Extended Art),Ikoria: Lair of Behemoths,80,80,6094.7
257680,Swamp (297) - JP Full Art,Kamigawa: Neon Dynasty,637,1218,6093.71
267059,Reflecting Pool,Commander Legends: Battle for Baldur's Gate,362,374,6092.13
495610,"Nissa, Resurgent Animist",March of the Machine: The Aftermath,227,230,6091.73
643702,Knuckles the Echidna (Rainbow Foil),Secret Lair Drop Series,324,364,6084.63
633149,Aettir and Priwen (Borderless),FINAL FANTASY,402,407,6083.12
518152,Nazgul (0726) (Showcase Scrolls),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,64,65,6081.73
175205,Watery Grave,Guilds of Ravnica,508,548,6080.99
191131,"Yawgmoth, Thran Physician",Modern Horizons,173,174,6080.91
499611,Reanimate,Commander: The Lord of the Rings: Tales of Middle-earth,662,733,6080.61
638067,Gilded Lotus (Rainbow Foil) (909),Secret Lair Drop Series,119,143,6076.74
239611,Sword of Hearth and Home,Modern Horizons 2,324,334,6076.46
456592,Megatron - Blightsteel Colossus,Secret Lair Drop Series,121,122,6075.38
662027,Krark-Clan Ironworks,Secret Lair Countdown Kit,388,392,6073.9
191050,Sword of Truth and Justice,Modern Horizons,180,180,6072.63
461900,Gamble,Dominaria Remastered,376,387,6070.86
276897,City of Brass (Borderless),Double Masters 2022,153,160,6067.53
11660,Trinisphere,Darksteel,160,197,6064.02
686587,Island (0268),Secrets of Strixhaven,2281,6735,6060.97
651364,Spectacular Spider-Man (0236) (Borderless) (Textured Foil),Marvel's Spider-Man,20,21,6060.11
545126,Molten Duplication,Outlaws of Thunder Junction: The Big Score,426,430,6059.98
496052,"Zhulodok, Void Gorger (Extended Art)",Commander Masters,105,109,6053.07
499395,"The Dead Marshes - Urborg, Tomb of Yawgmoth (Borderless) (Surge Foil)",Commander: The Lord of the Rings: Tales of Middle-earth,18,18,6052.76
574873,"Minsc & Boo, Timeless Heroes (Rainbow Foil)",Secret Lair Drop Series,11,11,6052.3
12093,"Minamo, School at Water's Edge",Champions of Kamigawa,102,105,6052.04
126488,Heroic Intervention,Aether Revolt,413,429,6047.4
276940,Concordant Crossroads (Borderless),Double Masters 2022,176,178,6045.43
506749,Darksteel Monolith,Commander Masters,260,264,6039.95
185032,Rhystic Study,Judge Promos,25,25,6037.95
541305,Windswept Heath (Retro Frame),Modern Horizons 3,129,163,6037.94
559733,Pollywog Prodigy,Commander: Bloomburrow,765,1032,6026.96
696244,Doctor Doom (Borderless) (0336),Marvel Super Heroes,332,337,6020.81
687465,Unbound Flourishing,Commander: Secrets of Strixhaven,1088,1671,6012.89
239621,Force of Negation (Retro Frame),Modern Horizons,41,49,6009.43
161430,Red Elemental Blast,Masters 25,247,295,6006.93
643665,Strip Mine (0040) (Borderless),Edge of Eternities: Stellar Sights,267,267,6005.92
662418,"Joo Dee, Public Servant - Sakashima of a Thousand Faces (Borderless)",Avatar: The Last Airbender: Eternal-Legal,326,331,6005.87
496153,Delighted Halfling (Borderless),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,188,203,6005.87
448626,Animate Dead,Judge Promos,84,86,6000.51
687578,War Room,Commander: Secrets of Strixhaven,1341,2134,6000.44
35651,Pyretic Ritual,Magic 2011 (M11),741,925,6000.34
5333,Dream Halls,Stronghold,152,178,5999.76
135017,Solemnity,Hour of Devastation,532,551,5988.83
633118,The Wind Crystal (Borderless),FINAL FANTASY,469,487,5983.12
589452,Mossborn Hydra (Borderless),Foundations,270,285,5981.84
262885,Anointed Procession,The List Reprints,96,96,5978.8
512663,Impact Tremors,Wilds of Eldraine: Enchanting Tales,1467,1615,5978.0
455023,"Zask, Skittering Swarmlord",Jumpstart 2022,188,188,5977.42
175196,Overgrown Tomb,Guilds of Ravnica,506,573,5973.7
649653,The Ur-Dragon (Future Sight),MagicFest Cards,159,175,5973.39
697205,Multiversal Recruitment,Commander: Marvel Super Heroes,588,635,5965.6
139800,The Ur-Dragon,Commander 2017,178,179,5961.05
212695,Raugrin Triome,Ikoria: Lair of Behemoths,356,368,5955.84
265351,Ziatora's Proving Ground,Streets of New Capenna,494,518,5946.99
233786,Pact of Negation,Time Spiral: Remastered,273,291,5946.62
687592,Coastal Peak,Commander: Secrets of Strixhaven,701,1317,5939.61
548628,Ugin's Labyrinth (Borderless),Modern Horizons 3,230,277,5938.05
518101,Nazgul (0551) (Showcase Scrolls),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,63,63,5936.06
230163,"Esika, God of the Tree",Kaldheim,287,301,5934.27
245173,Bolas's Citadel (Retro Frame),WPN & Gateway Promos,550,591,5933.02
499597,Relic of Sauron,Commander: The Lord of the Rings: Tales of Middle-earth,611,768,5925.68
671244,"Selvala, Heart of the Wilds",Commander: Lorwyn Eclipsed,1305,1728,5925.43
558591,Sword of Fire and Ice (Borderless),Special Guests,122,122,5923.62
631025,"Yuna, Hope of Spira (Borderless)",FINAL FANTASY,303,306,5923.11
119260,"Emrakul, the Promised End",Eldritch Moon,300,330,5915.73
688219,Turbulent Moor (Extended Art),Commander: Secrets of Strixhaven,661,730,5914.29
238613,Marsh Flats (Extended Art),Modern Horizons 2,157,168,5912.16
689148,Angel's Grace,Secrets of Strixhaven: Mystical Archive,1390,1529,5905.77
662089,Wasteland,Secret Lair Countdown Kit,296,395,5903.85
686590,Mountain (0270),Secrets of Strixhaven,2306,6904,5899.98
4819,Necropotence,Ice Age,140,147,5898.37
229255,"Halvar, God of Battle (Showcase)",Kaldheim,196,196,5889.06
651851,Impostor Syndrome,Marvel's Spider-Man,810,849,5884.84
686652,Talisman of Conviction (Borderless),Commander: Secrets of Strixhaven,618,670,5883.56
630969,Fire Magic,FINAL FANTASY,1078,1642,5878.4
243389,Teleportation Circle,Adventures in the Forgotten Realms,594,609,5875.03
615224,Academy Ruins,Commander: Aetherdrift,1081,1183,5869.39
688479,Traumatic Critique,Secrets of Strixhaven,1868,2887,5855.4
276322,Allosaurus Shepherd,Double Masters 2022,114,115,5854.86
530802,Cyclonic Rift (Anime Borderless),Ravnica Remastered,85,99,5853.82
624014,Craterhoof Behemoth (Showcase),Tarkir: Dragonstorm,109,116,5846.64
4374,Plaguebearer,Exodus,126,171,5844.17
5159,Mystical Tutor,Mirage,341,359,5834.62
480502,"Azusa, Lost but Seeking",Secret Lair Drop Series,74,79,5832.71
560006,Scurry of Squirrels,Commander: Bloomburrow,1072,2362,5824.72
558448,Three Tree City (Borderless) (0340),Bloomburrow,98,98,5824.01
558586,"Alania, Divergent Storm (Borderless) (Raised Foil)",Bloomburrow,33,33,5821.59
6820,Claws of Gix,Urza's Saga,250,394,5821.28
273294,Breath Weapon,Commander Legends: Battle for Baldur's Gate,800,1339,5818.21
687595,Eclipsed Steppe,Commander: Secrets of Strixhaven,1229,1751,5813.76
455837,Lord Windgrace,Secret Lair Drop Series,57,57,5807.42
191349,Hall of Heliod's Generosity,Modern Horizons,457,479,5806.68
532954,Raucous Theater (Borderless),Murders at Karlov Manor,284,295,5803.18
591210,Swiftfoot Boots,Foundations,1698,2089,5801.09
688928,Return the Favor,Secrets of Strixhaven: Mystical Archive,3261,4947,5798.26
142005,Herald of Secret Streams,Ixalan,838,1027,5796.56
79620,Necropotence,Deckmasters Garfield vs Finkel,47,47,5796.56
221884,"Ashaya, Soul of the Wild",Zendikar Rising,341,345,5792.08
673630,Dark Leo & Shredder,Teenage Mutant Ninja Turtles,865,925,5789.91
674662,Mothman Egg - Mesmeric Orb,Secret Lair Drop Series,360,384,5788.41
18661,Helm of the Ghastlord,Shadowmoor,682,707,5787.54
673569,"Michelangelo, Weirdness to 11",Teenage Mutant Ninja Turtles,1304,1446,5785.97
498829,Morgul-Knife - Shadowspear (Borderless) (Surge Foil),Commander: The Lord of the Rings: Tales of Middle-earth,32,32,5783.48
503556,Heroic Intervention,Commander Masters,374,410,5782.0
6787,Argothian Enchantress,Urza's Saga,80,95,5781.97
239399,Force of Negation (Retro Frame) (Foil Etched),Modern Horizons,75,91,5777.58
644287,Icetill Explorer (Extended Art),Edge of Eternities,221,240,5773.87
221811,Marsh Flats,Zendikar Rising Expeditions,105,117,5772.16
558589,"Jace, the Mind Sculptor (Borderless) (Raised Foil)",Commander: Bloomburrow,14,14,5763.27
457202,Entomb (Borderless),Dominaria Remastered,356,361,5762.75
532976,Hedge Maze (Borderless),Murders at Karlov Manor,261,276,5761.17
617984,"Veyran, Voice of Duality (Rainbow Foil)",Secret Lair Drop Series,76,76,5760.95
633123,The Water Crystal,FINAL FANTASY,1388,1512,5760.64
10758,Graveborn Muse,Legions,208,328,5756.97
688840,Armageddon (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,104,104,5754.34
212623,"Kinnan, Bonder Prodigy",Ikoria: Lair of Behemoths,353,364,5749.95
631209,Darksteel Plate,Commander: FINAL FANTASY,1139,1278,5747.09
452700,"Myrel, Shield of Argive",The Brothers' War,302,307,5741.41
3068,Seeker of Skybreak,7th Edition,530,1084,5739.05
504554,Flawless Maneuver,Commander Masters,256,264,5738.51
488278,Sol Ring,Commander: The Lord of the Rings: Tales of Middle-earth,1706,2787,5738.3
577808,"Ashaya, Soul of the Wild",Commander: Duskmourn: House of Horror,353,379,5736.47
559736,Sol Ring,Commander: Bloomburrow,1420,2321,5735.37
524252,Underworld Breach (Borderless),Special Guests,142,142,5734.12
623900,Mountain (0290),Tarkir: Dragonstorm,242,315,5733.16
11802,Grinding Station,Fifth Dawn,268,282,5732.21
239186,Verdant Catacombs (Retro Frame),Modern Horizons 2,119,142,5730.6
66415,Hallowed Fountain,Return to Ravnica,585,697,5730.23
645290,Chaos Emerald - Lotus Petal (7031),Secret Lair Drop Series,24,24,5728.03
631136,Professional Face-Breaker,Commander: FINAL FANTASY,1017,1112,5726.37
11808,Krark-Clan Ironworks,Fifth Dawn,307,317,5720.74
687513,Goldvein Hydra,Commander: Secrets of Strixhaven,1210,1607,5717.66
588098,"Liliana, Dreadhorde General",Foundations,714,742,5710.37
6341,Memory Jar,Urza's Legacy,152,157,5706.13
524273,"Pantlaza, Sun-Favored (Borderless)",Commander: The Lost Caverns of Ixalan,254,256,5704.28
207337,Path to Exile,MagicFest Cards,523,610,5701.91
236401,Stinging Study,Commander 2021,298,315,5700.87
221808,Bloodstained Mire,Zendikar Rising Expeditions,102,113,5698.14
688474,Gilded Lotus,WPN & Gateway Promos,393,679,5695.38
687590,Currency Converter,Commander: Secrets of Strixhaven,1072,1907,5692.75
630905,Wastes,FINAL FANTASY,1321,4073,5691.43
475560,Forest (Phyrexian) - Full Art (Oil Slick Raised Foil),Phyrexia: All Will Be One,296,756,5686.38
222160,Sea Gate Restoration (Extended Art),Zendikar Rising,115,117,5684.22
526216,Akroma's Will,Commander: The Lost Caverns of Ixalan,382,385,5681.74
576519,Gloomlake Verge (Borderless),Duskmourn: House of Horror,315,346,5675.4
631576,Rise of the Dark Realms,Commander: FINAL FANTASY,1222,1491,5669.82
532951,Shadowy Backstreet (Borderless),Murders at Karlov Manor,273,278,5668.76
648689,"Katara, Waterbending Master",Avatar: The Last Airbender: Eternal-Legal,439,529,5663.44
541326,Cover of Darkness,Universes Beyond: Assassin's Creed,684,704,5661.59
221813,Verdant Catacombs,Zendikar Rising Expeditions,92,99,5660.48
630946,Traveling Chocobo (Borderless) (Neon Ink Yellow),FINAL FANTASY,3,3,5659.99
688226,Turbulent Wilderness (Extended Art),Commander: Secrets of Strixhaven,612,691,5659.4
575076,"Kaito, Bane of Nightmares",Duskmourn: House of Horror,365,426,5657.5
552708,Shifting Woodland (Borderless),Modern Horizons 3,406,427,5655.16
6445,Brainstorm,Mercadian Masques,225,397,5647.14
518091,Nazgul (0727) (Showcase Scrolls),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,71,74,5646.96
623960,"Elspeth, Storm Slayer (Showcase)",Tarkir: Dragonstorm,70,72,5644.88
688835,Akroma's Will (JP Alternate Art),Secrets of Strixhaven: Mystical Archive,260,263,5644.09
82887,Exploration,Conspiracy,162,168,5634.88
641774,Sacred Foundry (Borderless),Edge of Eternities,425,463,5630.25
457275,Worldly Tutor (Retro Frame),Dominaria Remastered,213,223,5626.23
267068,Morphic Pool (Extended Art),Commander Legends: Battle for Baldur's Gate,164,167,5622.43
478283,"Mondrak, Glory Dominus (Oil Slick Raised Foil)",Phyrexia: All Will Be One,62,62,5620.95
698225,Bountiful Promenade,Commander: Marvel Super Heroes,517,800,5596.37
110733,Mana Confluence,Zendikar Expeditions,29,31,5594.12
39596,Unwinding Clock,New Phyrexia,272,282,5592.18
697454,Spectator Seating,Commander: Marvel Super Heroes,558,832,5590.68
552383,Sapphire Medallion (Borderless),Modern Horizons 3,358,366,5588.98
218862,Stoneforge Mystic (Borderless),Double Masters,97,110,5588.23
1938,Strip Mine,Fourth Edition,354,374,5587.88
275183,Old Gnawbone,The List Reprints,107,109,5586.06
505829,Training Center,Commander Masters,331,338,5579.02
205260,"Arahbo, Roar of the World",Secret Lair Drop Series,86,87,5578.23
671070,Bloom Tender (0324) (Showcase),Lorwyn Eclipsed,362,373,5576.57
503225,An Offer You Can't Refuse,Secret Lair Showdown,357,373,5575.93
624738,Nature's Rhythm,Tarkir: Dragonstorm,906,1062,5575.47
7036,Show and Tell,Urza's Saga,70,102,5573.04
552351,Kaalia of the Vast (0343) (Borderless),Modern Horizons 3,103,103,5572.57
697319,"Karolina Dean, Runaway",Commander: Marvel Super Heroes,446,455,5566.15
224287,"Rick, Steadfast Leader",Secret Lair Drop Series,114,115,5564.32
475563,Island (Phyrexian) - Full Art (Oil Slick Raised Foil),Phyrexia: All Will Be One,325,658,5564.05
238616,Verdant Catacombs (Extended Art),Modern Horizons 2,152,162,5560.62
518064,Nazgul (0723) (Showcase Scrolls),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,51,51,5555.6
12437,Freed from the Real,Saviors of Kamigawa,719,766,5555.52
645294,Chaos Emerald - Lotus Petal (7035),Secret Lair Drop Series,37,37,5554.78
651376,Heroic Intervention (Borderless),Marvel Universe Eternal-Legal,351,360,5550.88
66412,Blood Crypt,Return to Ravnica,448,520,5550.63
5802,Anvil of Bogardan,Visions,124,137,5548.17
544888,Reanimate,Outlaws of Thunder Junction: Breaking News,597,632,5542.76
693226,Mountain (2418),Secret Lair Drop Series,295,701,5541.25
641771,Breeding Pool (Borderless),Edge of Eternities,396,417,5536.19
512238,"Alela, Cunning Conqueror",Commander: Wilds of Eldraine,382,394,5534.91
552583,Sundering Eruption,Modern Horizons 3,1875,3207,5532.86
4351,Mind Over Matter,Exodus,129,137,5531.92
688516,Mana Sculpt,Secrets of Strixhaven,2525,3456,5531.57
532973,Elegant Parlor (Borderless),Murders at Karlov Manor,287,313,5527.47
688917,Pyretic Ritual (JP Alternate Art),Secrets of Strixhaven: Mystical Archive,439,465,5523.74
578052,Abhorrent Oculus (Borderless),Duskmourn: House of Horror,250,328,5518.86
218965,Sword of Feast and Famine (Borderless),Double Masters,55,55,5508.23
453145,Urza's Workshop (Extended Art),Commander: The Brothers' War,299,319,5507.64
203005,Mana Crypt,The List Reprints,118,135,5504.09
660653,Planetarium of Wan Shi Tong,Avatar: The Last Airbender,858,916,5501.1
488303,Sol Ring - Dwarven (0409) (Serial Numbered),Commander: The Lord of the Rings: Tales of Middle-earth,2,2,5500.0
66417,Overgrown Tomb,Return to Ravnica,507,575,5499.41
240149,Strike It Rich,Modern Horizons 2,1405,1961,5496.77
696487,"Daredevil, Man Without Fear (Borderless) (0372)",Marvel Super Heroes,790,818,5496.11
276259,"Kozilek, Butcher of Truth",Double Masters 2022,121,121,5494.38
631256,Snuff Out,Commander: FINAL FANTASY,635,965,5493.4
662551,The Legend of Kyoshi,Avatar: The Last Airbender,869,929,5491.27
671890,Moonshadow (0396) (Showcase) (Fracture Foil),Lorwyn Eclipsed,35,37,5488.22
687525,Kami of Whispered Hopes,Commander: Secrets of Strixhaven,1338,1864,5485.41
563314,Cabal Coffers (White Border),Mystery Booster 2,241,256,5483.66
210357,"Minamo, School at Water's Edge",The List Reprints,106,106,5482.93
222030,Shatterskull Smashing,Zendikar Rising,547,628,5480.23
575069,Razorkin Needlehead,Duskmourn: House of Horror,901,970,5477.64
491202,Sheoldred,March of the Machine,302,302,5477.24
646613,"Doctor Octopus, Master Planner",Marvel's Spider-Man,1176,1349,5476.36
688691,Mind into Matter,Secrets of Strixhaven,1659,2341,5475.8
5890,Necromancy,Visions,327,337,5475.24
688873,Feed the Swarm,Secrets of Strixhaven: Mystical Archive,2395,3547,5470.16
696250,Dark Ritual,Commander: Marvel Super Heroes,408,433,5467.01
458224,Snap,Dominaria Remastered,1330,1594,5464.21
234216,Sliver Legion,Time Spiral: Remastered,128,132,5463.63
552334,Solitude (Retro Frame),Modern Horizons 2,95,114,5461.54
697486,Path to Exile (Borderless) (0047),Marvel Universe Eternal-Legal,729,762,5459.4
646522,"Anti-Venom, Horrifying Healer",Marvel's Spider-Man,876,994,5457.45
513295,"Greymond, Avacyn's Stalwart",SLX Cards,83,83,5453.9
688900,Preordain,Secrets of Strixhaven: Mystical Archive,1163,1377,5452.95
642114,Cosmogrand Zenith,Edge of Eternities,759,931,5452.47
544486,"Kambal, Profiteering Mayor",Outlaws of Thunder Junction,863,964,5451.62
677493,"Klauth, Unrivaled Ancient",Secret Lair Drop Series,213,232,5450.46
696578,"Storm, Windrider (Borderless)",Marvel Super Heroes,1253,1329,5449.61
10170,Prismatic Strands,Judgment,388,799,5446.44
563127,Pyroblast (Future Sight),Mystery Booster 2,232,262,5441.44
591057,Boros Charm,Foundations,879,1177,5440.01
105554,Polluted Delta,Zendikar Expeditions,11,11,5439.67
645293,Chaos Emerald - Lotus Petal (7034),Secret Lair Drop Series,27,27,5436.52
688897,Culling the Weak (JP Alternate Art),Secrets of Strixhaven: Mystical Archive,411,424,5427.03
11311,Vault of Whispers,Mirrodin,833,1450,5426.46
686570,Reprieve (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,174,178,5416.52
235245,Dark Ritual,Strixhaven: Mystical Archive,367,388,5413.77
4639,Dance of the Dead,Ice Age,392,420,5410.95
641867,Mana Confluence (0160) (Borderless) (Galaxy Foil),Edge of Eternities: Stellar Sights,15,15,5405.44
588064,Adamantium Bonding Tank - The Ozolith,Secret Lair Drop Series,77,78,5404.54
617854,"Miku, Font of Pop - Giada, Font of Hope (Rainbow Foil)",Secret Lair Drop Series,193,236,5403.17
577863,Giggling Skitterspike,Commander: Duskmourn: House of Horror,412,436,5397.81
518159,Dawn of a New Age (Borderless Poster),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,120,129,5395.73
633128,Darkness of Eternity - Dark Ritual (Showcase),FINAL FANTASY: Through the Ages,354,364,5394.02
182831,Hallowed Fountain,Ravnica Allegiance,555,625,5392.68
624504,Colossal Grave-Reaver,Commander: Tarkir: Dragonstorm,573,591,5392.3
624015,Craterhoof Behemoth (Showcase) (Halo Foil),Tarkir: Dragonstorm,23,23,5392.05
668491,Heroic Intervention (0080) (Borderless),Marvel Universe Eternal-Legal,667,738,5391.52
1898,Red Elemental Blast,Fourth Edition,713,1280,5390.15
553171,Eldrazi Confluence,Commander: Modern Horizons 3,449,501,5389.58
222131,Scute Swarm,Zendikar Rising,691,741,5389.14
590506,Kodama of the West Tree (Anime),Foundations Jumpstart,291,307,5387.57
641772,Godless Shrine (Borderless),Edge of Eternities,408,437,5384.28
518018,Nazgul (0729) (Showcase Scrolls),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,70,71,5384.23
