productId,name,set,transactions,units,gmv_sale
273674,Black Market Connections,Commander Legends: Battle for Baldur's Gate,206,216,4191.74
121620,Burgeoning,Conspiracy: Take the Crown,123,123,4190.44
145317,Serra Ascendant,Iconic Masters,128,130,4190.06
646008,"Spider-Man, Peter Parker",Marvel's Spider-Man: Eternal-Legal,315,326,4189.43
552883,Springheart Nantuko (Borderless),Modern Horizons 3,438,462,4189.19
541283,Psychic Frog (Borderless),Modern Horizons 3,160,206,4186.93
624149,Ghostly Prison,Commander: Tarkir: Dragonstorm,714,837,4185.68
563236,Final Fortune (Future Sight),Mystery Booster 2,270,279,4185.33
221816,Morphic Pool,Zendikar Rising Expeditions,101,102,4182.79
33265,Bloodchief Ascension,Zendikar,206,216,4182.26
257022,Blood Crypt (Borderless),Unfinity,131,136,4180.2
491025,"Ozolith, the Shattered Spire",March of the Machine,461,487,4178.88
697391,Return of the Mole Man,Commander: Marvel Super Heroes,386,401,4177.43
66421,Temple Garden,Return to Ravnica,457,530,4172.33
700798,Aggravated Assault (2691),Secret Lair Drop Series,168,239,4171.14
530858,"Niv-Mizzet, Parun (Anime Borderless)",Ravnica Remastered,271,279,4170.78
190649,Snow-Covered Island,Modern Horizons,596,2422,4169.45
77298,Mishra's Factory (Winter),Antiquities,8,8,4169.17
681215,Academy Manufactor (7094),Secret Lair Drop Series,369,418,4168.27
199506,The Great Henge (Extended Art),Throne of Eldraine,44,45,4167.03
635394,Tataru Taru (Extended Art),Commander: FINAL FANTASY,264,273,4165.77
230165,The World Tree,Kaldheim,509,553,4163.6
679157,"Michelangelo, Weirdness to 11 (Showcase) (Fracture Foil)",Teenage Mutant Ninja Turtles,28,28,4161.38
657761,"Raphael, Tag Team Tough",Commander: Teenage Mutant Ninja Turtles,555,603,4158.18
643881,Robe of Stars (Showcase),Special Guests,260,274,4153.95
114864,Eerie Interlude,Shadows over Innistrad,564,612,4153.85
257678,Island (295) - JP Full Art,Kamigawa: Neon Dynasty,621,1257,4151.72
175200,Sacred Foundry,Guilds of Ravnica,317,341,4149.25
262950,Umezawa's Jitte,The List Reprints,175,213,4148.65
643601,Knuckles's Gloves - The Reaver Cleaver (Rainbow Foil),Secret Lair Drop Series,301,316,4147.29
6060,Lotus Vale,Weatherlight,121,132,4143.6
105559,Windswept Heath,Zendikar Expeditions,21,24,4143.42
609707,Griselbrand (Showcase),Innistrad Remastered,193,208,4142.83
697516,Rejuvenating Springs,Commander: Marvel Super Heroes,555,1006,4142.68
452655,Awaken the Woods,The Brothers' War,217,221,4140.16
552881,Fanatic of Rhonas (Extended Art),Modern Horizons 3,271,322,4139.71
551455,Seedborn Muse (Rainbow Foil),Secret Lair Drop Series,46,47,4137.16
609769,Hullbreaker Horror (Borderless),Innistrad Remastered,336,350,4133.21
226907,Reshape the Earth,Commander Legends,289,303,4132.16
652015,Mindbreak Trap (Borderless),Marvel Universe Eternal-Legal,381,406,4132.06
214842,Doubling Season (Borderless),Double Masters,57,58,4131.95
457501,Counterspell,Dominaria Remastered,1215,1514,4131.77
524425,Chromatic Orrery (Borderless),Commander: The Lost Caverns of Ixalan,53,53,4131.59
625697,"Elspeth, Storm Slayer",Promo Pack: Tarkir: Dragonstorm,108,109,4131.43
542185,Dauthi Voidwalker,Game Day & Store Championship Promos,36,39,4129.19
453931,Portal to Phyrexia,Promo Pack: The Brothers' War,134,134,4129.02
556332,"Excalibur, Sword of Eden (Extended Art)",Universes Beyond: Assassin's Creed,267,276,4128.84
576513,Blazemire Verge (Borderless),Duskmourn: House of Horror,313,331,4124.99
512987,Sigarda's Aid,Secret Lair Drop Series,67,67,4124.92
118463,Green Sun's Zenith,Eternal Masters,141,152,4124.23
666502,Shu Jing Meteorite - Fellwar Stone (Rainbow Foil),Secret Lair Drop Series,363,385,4123.55
679819,"Bebop, Skull & Crossbones (Borderless) (Surge Foil)",Commander: Teenage Mutant Ninja Turtles,87,87,4122.5
590118,Ancient Greenwarden,Foundations Jumpstart,336,354,4121.72
528255,Mycosynth Golem (Rainbow Foil),Secret Lair Drop Series,97,97,4118.62
576530,Thornspire Verge,Duskmourn: House of Horror,717,835,4117.79
145283,"Kokusho, the Evening Star",Iconic Masters,166,166,4117.16
616932,"Animar, Soul of Elements (Rainbow Foil)",Secret Lair Drop Series,94,94,4116.72
499501,Sanguine Bond,Commander: The Lord of the Rings: Tales of Middle-earth,698,883,4116.05
78965,"Phenax, God of Deception",Born of the Gods,264,273,4114.81
562750,Enduring Tenacity (Extended Art),Duskmourn: House of Horror,310,325,4114.67
674549,"The Ghoul, Gunslinger",Secret Lair Drop Series,320,357,4110.26
686634,"Adrix and Nev, Twincasters (Borderless)",Special Guests,612,639,4108.33
686654,Talisman of Curiosity (Borderless),Commander: Secrets of Strixhaven,543,608,4106.59
10871,Pemmin's Aura,Scourge,292,311,4104.06
674653,Gitaxian Probe (2067),Secret Lair Drop Series,106,134,4102.01
233864,Thoughtseize,Time Spiral: Remastered,132,211,4100.17
285880,Nexos,"Universes Beyond: Warhammer 40,000",312,316,4099.68
696387,"Iron Man, Armored Avenger",Commander: Marvel Super Heroes,748,817,4098.98
179537,"Urborg, Tomb of Yawgmoth",Ultimate Masters: Box Toppers,24,24,4097.68
13261,Doubling Season,Ravnica: City of Guilds,103,106,4092.72
129978,Approach of the Second Sun,Amonkhet,819,921,4088.42
526081,Kindred Discovery,Commander: The Lost Caverns of Ixalan,293,295,4088.28
552345,Six (Borderless),Modern Horizons 3,224,227,4085.05
457226,Sylvan Library (Borderless),Dominaria Remastered,118,118,4084.7
609601,"Gisela, the Broken Blade",Innistrad Remastered,194,194,4084.51
535847,Seedborn Muse,Commander: Murders at Karlov Manor,266,276,4083.57
199288,Castle Garenbrig,Throne of Eldraine,525,567,4082.39
499810,Door of Destinies,Commander: The Lord of the Rings: Tales of Middle-earth,567,628,4082.1
66624,Sphere of Safety,Return to Ravnica,869,919,4081.46
498350,Minas Tirith,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,630,653,4080.89
183219,Rhythm of the Wild,Ravnica Allegiance,872,923,4080.86
686598,Sundown Pass (Borderless),Secrets of Strixhaven,1182,1347,4077.58
105550,Bloodstained Mire,Zendikar Expeditions,21,22,4074.07
658482,"Freya, Queen of the Valkyries - Iroas, God of Victory",Secret Lair Drop Series,255,257,4074.01
4644,Demonic Consultation,Ice Age,514,545,4072.17
575273,Ghost Vacuum,Duskmourn: House of Horror,734,874,4071.97
94339,Goblin Welder,Commander 2014,184,190,4070.7
557379,Leonardo da Vinci (Italian) (Serial Numbered),Universes Beyond: Assassin's Creed,2,2,4069.0
688942,Winds of Abandon,Secrets of Strixhaven: Mystical Archive,767,807,4068.23
697599,Three Visits,Commander: Marvel Super Heroes,536,922,4068.05
233914,Simian Spirit Guide,Time Spiral: Remastered,897,1142,4063.52
192521,Scheming Symmetry,Core Set 2020,429,459,4061.34
662391,Flawless Maneuver (Showcase),Avatar: The Last Airbender: Eternal-Legal,191,193,4059.77
686663,Subterranean Tremors (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,118,121,4059.23
679194,Rhythm of the Wild (Borderless),Teenage Mutant Ninja Turtles Source Material,773,823,4056.29
517896,"Westley, Dread Pirate Roberts - Fynn, the Fangbearer",Secret Lair Drop Series,76,76,4056.16
555976,Black Market Connections (Extended Art),Universes Beyond: Assassin's Creed,178,182,4054.86
548576,Nethergoyf,Modern Horizons 3,549,914,4054.0
679844,"Casey Jones, Back Alley Brute (Borderless) (Surge Foil)",Commander: Teenage Mutant Ninja Turtles,61,61,4053.88
128856,Cyclonic Rift,Modern Masters 2017,130,131,4052.63
539757,Silver Shroud Costume,Universes Beyond: Fallout,383,398,4052.48
687658,"Veyran, Voice of Duality",Commander: Secrets of Strixhaven,1140,1639,4050.84
696674,Castle Doom,Marvel Super Heroes,1545,3071,4049.45
39095,Inkmoth Nexus,Mirrodin Besieged,292,340,4048.93
651375,Arachnogenesis (Borderless),Marvel Universe Eternal-Legal,477,494,4048.35
498397,Witch-king of Angmar,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,408,466,4047.67
277181,Crucible of Worlds,Double Masters 2022,126,126,4047.01
216247,Lurking Predators,Jumpstart,207,227,4046.73
503407,Arcane Signet (Borderless),Commander Masters,488,540,4046.28
662023,Isochron Scepter,Secret Lair Countdown Kit,344,389,4046.01
700801,Aura Shards (2694),Secret Lair Drop Series,146,165,4045.06
641978,Exploration Broodship,Commander: Edge of Eternities,794,1123,4040.85
11640,Mycosynth Lattice,Darksteel,113,115,4035.49
475528,"Vorinclex, Monstrous Raider (Concept Praetor)",Phyrexia: All Will Be One,63,63,4034.34
129468,Coat of Arms,Duel Decks: Mind vs. Might,225,230,4033.85
630965,Summon: Primal Odin (Borderless),FINAL FANTASY,490,503,4031.92
257682,Mountain (299) - JP Full Art,Kamigawa: Neon Dynasty,585,1215,4031.35
496031,Call of the Ring,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,805,901,4031.2
656767,"Stiltzkin, Moogle Merchant (Borderless) (Chocobo Track Foil)",FINAL FANTASY,194,199,4028.63
1712,Dark Ritual,Fourth Edition,806,1099,4027.73
615204,Conjurer's Closet,Commander: Aetherdrift,870,1090,4025.44
544249,Mana Drain (Textured Foil),Outlaws of Thunder Junction: Breaking News,12,12,4025.22
57666,"Mikaeus, the Unhallowed",Dark Ascension,159,160,4024.36
557923,Omniscience,Foundations,618,683,4023.71
496137,"Nicol Bolas, the Ravager",Secret Lair Drop Series,72,72,4023.22
548592,Urza's Cave,Modern Horizons 3,1925,2726,4022.79
499327,Henneth Annun - Reflecting Pool (Borderless),Commander: The Lord of the Rings: Tales of Middle-earth,158,159,4020.76
600474,The Meathook Massacre (Retro Frame),Innistrad Remastered,145,147,4018.78
222167,Ancient Greenwarden,Zendikar Rising,306,314,4017.42
525784,Herald's Horn,Commander: The Lost Caverns of Ixalan,481,542,4014.51
128282,Scalding Tarn,Modern Masters 2017,101,104,4011.73
689400,Deflecting Palm (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,155,159,4009.85
641882,The Endstone (Showcase) (Fracture Foil),Edge of Eternities,50,55,4007.65
507093,Darksteel Monolith (Extended Art),Commander Masters,154,154,4007.37
4167,Helm of Obedience,Alliances,141,166,4006.63
631235,Lightning Greaves,Commander: FINAL FANTASY,742,905,4006.51
644790,Inventors' Fair (0021) (Borderless),Edge of Eternities: Stellar Sights,249,250,4005.46
448627,"Purphoros, God of the Forge",Judge Promos,129,129,4004.93
544435,Terror of the Peaks (Extended Art),Outlaws of Thunder Junction,84,88,4003.94
517657,Hallowed Fountain (Retro Frame),Ravnica Remastered,111,140,4003.11
233372,Demonic Tutor (Foil Etched),Strixhaven: Mystical Archive,33,33,4001.2
475505,Phyrexian Obliterator,Phyrexia: All Will Be One,387,417,4000.96
8842,Mox Jet,Beta Edition,1,1,4000.0
9234,Tropical Island,Unlimited Edition,4,5,3999.98
451928,Altar of Dementia,The Brothers' War: Retro Frame Artifacts,201,216,3999.91
37964,Gaea's Cradle,Judge Promos,1,1,3999.0
513890,Waste Not,Wilds of Eldraine: Enchanting Tales,563,580,3999.0
221308,Sylvan Library,Commander Collection: Green,140,143,3996.79
215963,Neyith of the Dire Hunt,Jumpstart,440,459,3993.99
698010,Kindred Dominance,Commander: Marvel Super Heroes,528,931,3991.4
517640,Blood Crypt (Retro Frame),Ravnica Remastered,103,127,3990.5
52170,Moonmist,Innistrad,1282,2100,3990.03
687507,"Gorma, the Gullet (Borderless)",Commander: Secrets of Strixhaven,1334,1523,3989.42
204758,"Purphoros, God of the Forge",The List Reprints,139,139,3987.11
679146,"Michelangelo, Improviser (Borderless)",Teenage Mutant Ninja Turtles,329,337,3986.72
36417,Grafted Exoskeleton,Scars of Mirrodin,603,682,3986.68
216140,Phyrexian Tower,Jumpstart,149,154,3986.51
552873,Boggart Trawler,Modern Horizons 3,1656,2703,3985.34
630902,"Firion, Swordmaster - Sram, Senior Edificer (Showcase)",FINAL FANTASY: Through the Ages,405,408,3984.32
240166,Dauthi Voidwalker,Modern Horizons 2,616,747,3984.29
555444,"Miku, Child of Song - Child of Alara (Rainbow Foil)",Secret Lair Drop Series,94,98,3984.26
693025,The Vision,Marvel Super Heroes,1998,2965,3981.74
578058,Withering Torment,Duskmourn: House of Horror,974,1079,3971.91
67323,Watery Grave,Gatecrash,301,334,3971.79
645292,Chaos Emerald - Lotus Petal (7033),Secret Lair Drop Series,24,24,3970.92
39544,Mindcrank,New Phyrexia,408,424,3969.86
687521,Hardened Scales,Commander: Secrets of Strixhaven,1268,1796,3969.3
662779,"Avatar Kyoshi, Earthbender (Extended Art)",Avatar: The Last Airbender: Eternal-Legal,172,174,3964.04
544432,"Bristly Bill, Spine Sower (Extended Art)",Outlaws of Thunder Junction,55,55,3962.02
1381,Dark Ritual,Revised Edition,887,1256,3961.43
499325,"Helm's Deep - Shinka, the Bloodsoaked Keep (Borderless)",Commander: The Lord of the Rings: Tales of Middle-earth,148,154,3960.99
286351,Sceptre of Eternal Glory,"Universes Beyond: Warhammer 40,000",200,204,3958.18
662007,Altar of the Brood,Secret Lair Countdown Kit,348,368,3957.57
12271,Goryo's Vengeance,Betrayers of Kamigawa,119,220,3955.81
10340,Chain of Smog,Onslaught,331,396,3955.12
624687,"SpongeBob SquarePants - Jodah, the Unifier (Rainbow Foil)",Secret Lair Drop Series,164,177,3954.48
641779,Weftstalker Ardent,Edge of Eternities,1524,2076,3954.45
617863,Swan Song (1591),Secret Lair Drop Series,99,109,3953.71
641778,Weapons Manufacturing,Edge of Eternities,989,1623,3953.08
162752,Mystical Tutor,Signature Spellbook: Jace,217,219,3951.25
10885,Carrion Feeder,Scourge,681,882,3951.02
200381,Princess Twilight Sparkle,Ponies: The Galloping,20,20,3950.95
234332,Akroma's Memorial,Time Spiral: Remastered,109,110,3950.71
279830,Plains (Showcase),Dominaria United,537,1359,3946.99
560228,Alchemist's Talent,Commander: Bloomburrow,733,1156,3946.84
480143,Blightsteel Colossus,The List Reprints,105,106,3945.34
214834,"Atraxa, Praetors' Voice (Borderless)",Double Masters,61,61,3941.47
673579,"Mutagen Man, Living Ooze",Teenage Mutant Ninja Turtles,1225,1397,3939.34
525158,Resplendent Angel,The Lost Caverns of Ixalan,405,479,3936.99
696656,"Ironheart, Clever Champion (Borderless)",Marvel Super Heroes,1184,1291,3935.49
227662,Amulet of Vigor,Secret Lair Drop Series,70,76,3933.74
10348,Aggravated Assault,Onslaught,122,122,3932.86
695481,Queen Marchesa (2688),Secret Lair Drop Series,100,101,3931.48
589386,Generous Pup,Foundations Jumpstart,527,616,3930.22
552821,Glaring Fleshraker,Modern Horizons 3,1636,3226,3928.49
544312,Vaultborn Tyrant (Showcase),Outlaws of Thunder Junction: The Big Score,39,39,3927.66
600509,"Emrakul, the Promised End",Innistrad Remastered,200,213,3924.63
6529,Food Chain,Mercadian Masques,59,62,3923.97
699669,"Galactus, Devourer of Worlds (Extended Art)",Commander: Marvel Super Heroes,214,216,3919.84
518669,"Theoden, Strength Restored - Kenrith, the Returned King (Borderless)",Commander: The Lord of the Rings: Tales of Middle-earth,51,51,3918.71
674804,Innkeeper's Talent,Secret Lair Showdown,42,44,3916.34
559973,Reliquary Tower,Commander: Bloomburrow,890,985,3912.89
504756,Steelshaper's Gift,Commander Masters,401,429,3912.04
122672,Spirebluff Canal,Kaladesh,439,655,3911.03
262746,"Eiganjo, Seat of the Empire",Kamigawa: Neon Dynasty,625,672,3908.86
662432,Gamble (Showcase),Avatar: The Last Airbender: Eternal-Legal,219,223,3908.28
7988,Llanowar Wastes,Apocalypse,85,131,3907.91
657757,Dark Ritual (Borderless),Commander: Teenage Mutant Ninja Turtles,345,403,3907.31
214836,Mana Crypt (Borderless),Double Masters,42,51,3906.86
533008,"Voja, Jaws of the Conclave",Prerelease Cards,309,375,3905.34
558380,Thornvault Forager,Bloomburrow,1355,1906,3904.74
126291,Platinum Angel,Masterpiece Series: Kaladesh Inventions,21,21,3899.72
541393,"Lumra, Bellow of the Woods (Borderless) (0293)",Bloomburrow,80,81,3896.02
242370,"Sheoldred, Whispering One",Secret Lair Drop Series,197,200,3894.41
251785,Gravecrawler,Secret Lair Drop Series,87,90,3893.35
614422,Sunbillow Verge (Borderless),Aetherdrift,306,320,3893.28
449614,Birds of Paradise (Retro Frame),Dominaria Remastered,167,229,3889.98
2546,Enlightened Tutor,Classic Sixth Edition,121,123,3888.87
18623,Faerie Macabre,Shadowmoor,303,526,3887.74
696319,"Captain America, Living Legend",Marvel Super Heroes,2055,3147,3885.7
630880,"Cloud, Midgar Mercenary (Extended Art)",FINAL FANTASY,113,120,3881.75
454872,Ashcoat of the Shadow Swarm,Jumpstart 2022,80,83,3881.42
696863,"Taskmaster, Mercenary Mimic",Marvel Super Heroes,1853,2786,3879.24
686545,The Dawning Archaic,Secrets of Strixhaven,1341,1603,3878.77
656564,"Eirdu, Carrier of Dawn (Borderless)",Lorwyn Eclipsed,349,361,3878.74
478502,Flawless Maneuver,Commander: Phyrexia: All Will Be One,182,184,3877.52
247828,Haunted Ridge,Innistrad: Midnight Hunt,448,479,3875.43
504497,Craterhoof Behemoth,Commander Masters,182,182,3875.01
686604,Exhibition Tidecaller,Secrets of Strixhaven,1834,2863,3873.97
285803,Marneus Calgar,"Universes Beyond: Warhammer 40,000",272,332,3868.99
277214,Warrior's Oath,Double Masters 2022,215,219,3868.94
526415,Illustrious Wanderglyph,Commander: The Lost Caverns of Ixalan,221,224,3866.28
161447,Relentless Rats,Masters 25,203,759,3863.41
660540,"Volcano of Roku's Island - Valakut, the Molten Pinnacle (Borderless)",Avatar: The Last Airbender: Eternal-Legal,348,360,3862.86
265374,Jetmir's Garden (Borderless),Streets of New Capenna,117,117,3860.61
240808,Aura Shards (INV),The List Reprints,211,213,3860.6
222161,Glasspool Mimic,Zendikar Rising,565,608,3857.3
701534,Crucible of Worlds (7162),Secret Lair Drop Series,167,179,3856.18
4641,Dark Ritual,Ice Age,862,1093,3854.05
668484,Lord of Atlantis (Borderless),Marvel Universe Eternal-Legal,734,821,3853.37
687669,Bojuka Bog,Commander: Secrets of Strixhaven,1764,3356,3851.43
661968,"Aang, Swift Savior (0298) (Borderless)",Avatar: The Last Airbender,370,394,3851.2
552266,Emerald Medallion,Modern Horizons 3,1209,1360,3850.26
39416,Glistening Oil,New Phyrexia,294,298,3847.26
629749,"Nissa, Resurgent Animist (JP Exclusive)",Planeswalker Event Promos,20,21,3846.88
552731,Guide of Souls,Modern Horizons 3,1060,1555,3846.47
686584,Molten-Core Maestro,Secrets of Strixhaven,1644,2493,3846.06
98817,Gut Shot,Modern Masters 2015,551,786,3844.64
461811,Crawlspace,Dominaria Remastered,400,405,3844.1
5315,Burgeoning,Stronghold,110,117,3844.06
206666,"Heliod, Sun-Crowned",Theros Beyond Death,169,172,3844.03
673671,"Raph & Mikey, Troublemakers",Teenage Mutant Ninja Turtles,1198,1515,3842.41
696571,"Mole Man, Moloid Master (Extended Art)",Marvel Super Heroes,766,852,3840.54
39555,Noxious Revival,New Phyrexia,420,451,3839.93
4927,Urza's Bauble,Ice Age,343,525,3837.61
646822,Sylvan Safekeeper (Galaxy Foil),Secret Lair Drop Series,237,259,3836.69
257031,Breeding Pool (Borderless),Unfinity,126,136,3835.63
221810,Windswept Heath,Zendikar Rising Expeditions,91,94,3835.59
509501,"Talion, the Kindly Lord (Borderless)",Wilds of Eldraine,246,248,3834.8
609811,Cryptolith Rite (Borderless),Innistrad Remastered,415,443,3834.58
221309,Worldly Tutor,Commander Collection: Green,137,137,3834.49
105558,Verdant Catacombs,Zendikar Expeditions,20,20,3834.16
614496,Chandra's Ignition (Borderless),Special Guests,154,156,3833.19
687630,Talisman of Creativity,Commander: Secrets of Strixhaven,1209,1735,3832.04
591268,Grim Tutor (Showcase),Special Guests,148,149,3830.19
6301,Defense of the Heart,Urza's Legacy,146,156,3828.56
171168,Unwinding Clock,Commander 2018,201,203,3825.09
167787,Diabolic Intent,Battlebond,188,194,3823.18
499661,Basalt Monolith,Commander: The Lord of the Rings: Tales of Middle-earth,732,1114,3820.67
559719,Arcane Signet,Commander: Bloomburrow,1613,2706,3816.26
512399,Land Tax,Wilds of Eldraine: Enchanting Tales,154,158,3815.14
688912,Prismatic Ending (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,168,181,3814.97
479509,"Solphim, Mayhem Dominus (Oil Slick Raised Foil)",Phyrexia: All Will Be One,58,58,3814.44
631671,Ultima Weapon,FINAL FANTASY,561,592,3813.49
277190,Crucible of Worlds (Borderless),Double Masters 2022,105,108,3812.8
587997,Flawless Maneuver (Rainbow Foil),Secret Lair Drop Series,160,163,3808.93
697137,"Matt Murdock, Justice Seeker",Commander: Marvel Super Heroes,801,879,3806.52
38283,Yawgmoth's Will,Judge Promos,3,3,3804.99
587990,"Captain America, First Avenger",Secret Lair Drop Series,86,101,3804.03
218291,Exploration,Double Masters,110,112,3803.95
67319,Breeding Pool,Gatecrash,292,324,3803.18
697233,Time Warp,Commander: Marvel Super Heroes,472,529,3800.96
285868,Biophagus,"Universes Beyond: Warhammer 40,000",213,220,3796.75
679874,"Rocksteady, Mutant Marauder (Borderless) (Surge Foil)",Commander: Teenage Mutant Ninja Turtles,75,75,3796.73
457115,No Mercy,Dominaria Remastered,144,146,3795.26
286348,Resurrection Orb,"Universes Beyond: Warhammer 40,000",258,262,3794.41
188345,Bolt Bend,War of the Spark,935,1015,3793.8
554585,Elvish Mystic (0805) (Rainbow Foil),Secret Lair Drop Series,98,107,3792.88
517871,Mithril Coat (Extended Art) (Surge Foil),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,92,96,3789.5
512422,Sanguine Bond,Wilds of Eldraine: Enchanting Tales,579,596,3784.06
624417,Teval's Judgment,Commander: Tarkir: Dragonstorm,539,564,3783.79
679160,Level Up,Commander: Teenage Mutant Ninja Turtles,1116,1383,3782.95
685504,Reliquary Tower (7104),Secret Lair Drop Series,202,233,3779.07
480504,Paradise Mantle,Secret Lair Drop Series,84,84,3777.14
687516,"Primo, the Unbounded (Borderless)",Commander: Secrets of Strixhaven,1116,1710,3775.76
504132,"Ulamog, the Ceaseless Hunger",Commander Masters,152,172,3773.44
525250,"Chimil, the Inner Sun (Borderless)",Commander: The Lost Caverns of Ixalan,57,57,3773.38
553519,Talon Gates of Madara (Extended Art),Commander: Modern Horizons 3,100,103,3773.02
656914,Swamp (Chocobo Track Foil),Commander: FINAL FANTASY,514,1435,3772.6
3494,City of Shadows,The Dark,100,109,3771.46
631616,Maskwood Nexus (Double Rainbow Foil),Secret Lair Drop Series,78,78,3770.71
559633,"Gev, Scaled Scorch (Borderless) (Raised Foil)",Bloomburrow,23,23,3769.14
552623,Collective Resistance,Modern Horizons 3,1642,2489,3768.93
552173,Echoes of Eternity,Modern Horizons 3,1287,2303,3767.98
641745,The Eternity Elevator,Edge of Eternities,1429,1827,3767.82
541268,"Emrakul, the World Anew",Modern Horizons 3,746,859,3767.78
12811,Seething Song,9th Edition,334,387,3763.61
161421,Dark Ritual,Masters 25,454,640,3763.15
128221,Marsh Flats,Modern Masters 2017,109,121,3762.49
9553,Terravore,Odyssey,78,114,3759.61
202858,Aetherflux Reservoir,The List Reprints,145,145,3755.1
559916,Kalonian Hydra,Commander: Bloomburrow,716,803,3754.49
503367,Ruby Medallion,Commander Masters,282,303,3752.9
631895,Vincent Valentine (Borderless),FINAL FANTASY,497,520,3747.57
699706,"Ultron, Machine Overlord (Borderless)",Commander: Marvel Super Heroes,631,652,3747.13
9230,Time Vault,Unlimited Edition,4,4,3746.96
179451,"Kozilek, Butcher of Truth",Ultimate Masters,82,82,3746.86
662905,Alhammarret's Archive,Secret Lair Countdown Kit,342,353,3746.8
6139,Attrition,Urza's Destiny,193,214,3745.15
679091,"April O'Neil, Human Element",Commander: Teenage Mutant Ninja Turtles,435,478,3744.8
499515,Essence Warden,Commander: The Lord of the Rings: Tales of Middle-earth,454,575,3744.03
563220,Goblin Lackey (Future Sight),Mystery Booster 2,213,254,3743.61
517249,"Rammas Echor, Ancient Shield (Borderless)",Commander: The Lord of the Rings: Tales of Middle-earth,347,348,3742.88
642806,Ripples of Potential,Commander: Edge of Eternities,990,1540,3737.81
265379,Raffine's Tower (Borderless),Streets of New Capenna,137,137,3737.62
552360,"Ral, Monsoon Mage (Borderless)",Modern Horizons 3,224,244,3737.22
688644,Scrawling Crawler,Secret Lair Drop Series,104,112,3736.96
688863,Helping Hand (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,237,242,3734.39
641961,"Braids, Arisen Nightmare",Commander: Edge of Eternities,873,1160,3734.39
240318,Murktide Regent,Modern Horizons 2,326,456,3732.85
488281,Valley of Gorgoroth - Wasteland (Borderless),Commander: The Lord of the Rings: Tales of Middle-earth,120,134,3732.22
7201,Parallax Wave,Nemesis,93,114,3728.91
505865,Fierce Guardianship (Foil Etched),Commander Masters,32,32,3727.82
3925,Karakas,Legends,96,112,3726.88
60141,"Urborg, Tomb of Yawgmoth",From the Vault: Realms,51,51,3726.61
3239,Serendib Efreet,Arabian Nights,6,9,3725.77
490361,"Skithiryx, the Blight Dragon",March of the Machine: Multiverse Legends,279,293,3724.92
689403,Expressive Iteration (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,179,181,3724.42
680797,"Irma, Part-Time Mutant (Surge Foil)",Commander: Teenage Mutant Ninja Turtles,80,83,3723.83
525624,"Kutzil, Malamet Exemplar (Showcase)",The Lost Caverns of Ixalan,1170,1469,3723.08
235969,Beledros Witherbloom (Borderless),Strixhaven: School of Mages,157,165,3721.82
457200,Entomb (Retro Frame),Dominaria Remastered,237,250,3718.92
651135,"Anti-Venom, Horrifying Healer (Borderless)",Media Promos,91,91,3714.32
182841,Stomping Ground,Ravnica Allegiance,407,438,3711.68
262791,March of Swirling Mist,Kamigawa: Neon Dynasty,697,778,3711.15
239807,Harmonic Prodigy,Modern Horizons 2,659,738,3710.29
272600,Battle Angels of Tyr (Borderless),Commander Legends: Battle for Baldur's Gate,143,152,3710.23
658360,Spectacular Spider-Man,Play Promos,35,37,3708.33
6295,Crop Rotation,Urza's Legacy,515,715,3708.18
623880,"Betor, Kin to All",Tarkir: Dragonstorm,527,536,3706.54
552834,Recruiter of the Guard,Modern Horizons 3,637,725,3701.61
164416,Grim Monolith - 1999 Kai Budde (ULG),World Championship Decks,92,156,3700.02
503400,"Azusa, Lost but Seeking",Commander Masters,309,316,3699.12
559616,"Teferi, Time Raveler (Borderless)",Commander: Bloomburrow,229,265,3698.84
162805,Goblin Welder,Duel Decks: Elves vs. Inventors,170,177,3697.81
553499,Chandra's Ignition,Commander: Modern Horizons 3,550,642,3697.7
517911,Legolas's Quick Reflexes (Borderless) (Surge Foil),Commander: The Lord of the Rings: Tales of Middle-earth,57,57,3694.77
287154,Watery Grave (Borderless) (Galaxy Foil),Unfinity,21,24,3694.69
638078,Armiger Unleashed - Forge Anew (Rainbow Foil),Secret Lair Drop Series,308,317,3693.49
240060,Kaldra Compleat,Modern Horizons 2,458,498,3691.94
668480,The Coming of Galactus (Borderless),Marvel Super Heroes,641,684,3690.85
145267,Growing Rites of Itlimoc,Ixalan,410,441,3688.85
696258,Monica Rambeau,Marvel Super Heroes,1169,1487,3688.11
496064,Sliver Gravemother,Commander Masters,196,197,3687.61
9192,Savannah,Unlimited Edition,7,7,3686.82
624689,"Gary, the Snail - Toxrill, the Corrosive (Rainbow Foil)",Secret Lair Drop Series,162,164,3686.67
204143,Sakashima the Impostor,The List Reprints,261,263,3686.4
276350,Vedalken Orrery (Borderless),Double Masters 2022,181,183,3685.49
